,0,1,2,3,4,5,6,7
18789,3,0.0,1.0,4.0,6.0,,,
18790,4,5.0,,,,,,
18791,5,4.0,0.0,1.0,3.0,,,
18792,0,3.0,2.0,,,,,
18793,1,3.0,0.0,,,,,
18794,1,0.0,,,,,,
18795,2,3.0,0.0,1.0,4.0,,,
18796,1,3.0,,,,,,
18797,3,1.0,0.0,,,,,
18798,1,3.0,2.0,0.0,,,,
18800,7,,,,,,,
18802,1,3.0,0.0,,,,,
18803,3,1.0,0.0,,,,,
18804,1,3.0,,,,,,
18805,1,0.0,,,,,,
18806,0,1.0,3.0,2.0,5.0,,,
18807,1,,,,,,,
18808,1,0.0,,,,,,
18809,1,,,,,,,
18810,3,0.0,1.0,4.0,,,,
18811,1,3.0,2.0,,,,,
18812,1,3.0,4.0,2.0,5.0,,,
18813,5,4.0,,,,,,
18814,1,,,,,,,
18815,1,0.0,3.0,4.0,6.0,,,
18816,1,0.0,,,,,,
18817,4,0.0,1.0,,,,,
18819,3,0.0,1.0,,,,,
18822,3,,,,,,,
18823,0,5.0,1.0,,,,,
18825,3,2.0,0.0,,,,,
18826,1,3.0,0.0,,,,,
18827,1,,,,,,,
18828,1,0.0,,,,,,
18829,1,0.0,3.0,,,,,
18830,1,3.0,0.0,,,,,
18831,3,0.0,5.0,,,,,
18832,0,1.0,4.0,3.0,2.0,,,
18833,0,1.0,5.0,4.0,3.0,,,
18834,1,3.0,,,,,,
18835,1,0.0,3.0,,,,,
18836,5,1.0,4.0,,,,,
18837,1,3.0,0.0,2.0,7.0,,,
18838,0,1.0,5.0,,,,,
18839,1,,,,,,,
18840,3,,,,,,,
18841,3,2.0,0.0,,,,,
18843,1,,,,,,,
18844,3,,,,,,,
18845,4,3.0,,,,,,
18846,2,3.0,,,,,,
19196,1,0.0,3.0,2.0,4.0,,,
19197,5,1.0,,,,,,
19198,5,1.0,6.0,,,,,
19199,1,0.0,3.0,,,,,
19201,1,,,,,,,
19202,5,4.0,,,,,,
19203,1,0.0,,,,,,
19204,1,0.0,,,,,,
19205,5,4.0,1.0,6.0,,,,
19206,1,0.0,3.0,,,,,
19208,4,3.0,1.0,0.0,,,,
19209,0,1.0,3.0,,,,,
19210,0,4.0,,,,,,
19211,0,1.0,3.0,2.0,4.0,,,
19212,1,0.0,,,,,,
19213,5,1.0,6.0,,,,,
19214,4,3.0,,,,,,
19217,3,0.0,1.0,4.0,6.0,,,
19218,1,,,,,,,
19219,3,1.0,,,,,,
19220,0,1.0,3.0,,,,,
19221,1,,,,,,,
19222,1,0.0,,,,,,
19223,4,1.0,0.0,5.0,6.0,,,
19224,0,1.0,3.0,,,,,
19226,5,,,,,,,
19228,1,3.0,4.0,6.0,0.0,,,
19229,1,0.0,3.0,,,,,
19230,1,0.0,,,,,,
19232,4,1.0,6.0,5.0,3.0,,,
19900,7,5.0,,,,,,
19901,5,,,,,,,
19902,5,,,,,,,
19903,3,1.0,0.0,5.0,,,,
19904,1,,,,,,,
19905,1,0.0,3.0,4.0,2.0,,,
19906,6,,,,,,,
19907,2,3.0,4.0,0.0,1.0,,,
19908,0,2.0,3.0,1.0,4.0,,,
19909,3,,,,,,,
19910,1,0.0,2.0,4.0,6.0,,,
20171,5,2.0,0.0,4.0,3.0,,,
20172,1,0.0,3.0,,,,,
20173,0,5.0,,,,,,
20768,0,3.0,2.0,6.0,1.0,,,
20769,0,1.0,7.0,2.0,3.0,,,
20770,0,1.0,2.0,3.0,4.0,,,
20771,1,0.0,2.0,3.0,4.0,,,
20772,0,3.0,1.0,,,,,
20773,0,,,,,,,
20774,0,1.0,3.0,2.0,,,,
20775,0,3.0,,,,,,
20776,1,0.0,,,,,,
20777,0,,,,,,,
20778,1,3.0,0.0,,,,,
20779,1,0.0,3.0,2.0,4.0,,,
20780,1,3.0,0.0,,,,,
20781,1,3.0,,,,,,
20783,3,1.0,,,,,,
20784,0,1.0,3.0,,,,,
20785,1,0.0,3.0,,,,,
20786,1,0.0,3.0,,,,,
20787,1,,,,,,,
20788,7,2.0,1.0,,,,,
20789,0,1.0,3.0,2.0,4.0,,,
20790,7,4.0,6.0,5.0,0.0,,,
20791,3,7.0,2.0,5.0,6.0,,,
20889,4,3.0,2.0,6.0,0.0,,,
20890,1,0.0,3.0,2.0,4.0,,,
20891,1,,,,,,,
20892,2,,,,,,,
20893,0,1.0,,,,,,
20894,1,3.0,0.0,,,,,
20895,0,1.0,,,,,,
20896,1,4.0,,,,,,
20897,1,0.0,3.0,5.0,2.0,,,
20898,1,0.0,3.0,5.0,2.0,,,
20899,2,3.0,0.0,1.0,6.0,,,
20900,1,3.0,,,,,,
20901,1,,,,,,,
20902,0,,,,,,,
20903,1,0.0,,,,,,
20904,1,,,,,,,
20906,5,,,,,,,
20907,1,7.0,6.0,0.0,5.0,,,
20908,1,3.0,,,,,,
20909,3,1.0,,,,,,
20910,1,4.0,2.0,,,,,
20911,1,,,,,,,
20912,3,1.0,,,,,,
20913,1,0.0,3.0,,,,,
20914,3,1.0,,,,,,
20915,1,5.0,0.0,,,,,
20916,1,3.0,,,,,,
20917,1,,,,,,,
20918,1,,,,,,,
20919,1,0.0,5.0,,,,,
20921,1,0.0,,,,,,
21216,3,0.0,1.0,2.0,6.0,,,
21217,1,0.0,,,,,,
21218,3,1.0,,,,,,
21219,1,0.0,3.0,2.0,,,,
21220,5,0.0,4.0,1.0,3.0,,,
21221,1,3.0,0.0,,,,,
21222,5,,,,,,,
21225,0,3.0,1.0,,,,,
21226,1,5.0,3.0,2.0,0.0,,,
21227,0,1.0,,,,,,
21228,1,3.0,,,,,,
21229,4,3.0,2.0,6.0,0.0,,,
21230,1,0.0,,,,,,
21231,3,,,,,,,
21232,5,,,,,,,
21233,5,1.0,,,,,,
21234,1,,,,,,,
21236,3,0.0,,,,,,
21237,1,,,,,,,
21238,1,,,,,,,
21239,1,,,,,,,
21240,0,5.0,4.0,,,,,
21241,1,3.0,,,,,,
21242,5,0.0,4.0,1.0,3.0,,,
21243,0,5.0,4.0,,,,,
21244,0,1.0,,,,,,
21245,0,1.0,4.0,7.0,5.0,,,
21246,5,0.0,4.0,1.0,3.0,,,
21247,1,3.0,0.0,,,,,
21248,0,3.0,,,,,,
21249,1,0.0,3.0,,,,,
21250,0,3.0,,,,,,
21251,1,0.0,5.0,4.0,2.0,,,
21252,0,,,,,,,
21253,5,0.0,3.0,,,,,
21254,2,4.0,1.0,,,,,
21256,1,4.0,0.0,2.0,,,,
21257,0,1.0,,,,,,
21258,0,1.0,,,,,,
21259,3,1.0,,,,,,
21260,0,,,,,,,
21261,1,3.0,,,,,,
21262,1,0.0,3.0,,,,,
21263,7,2.0,3.0,4.0,6.0,,,
21264,1,0.0,5.0,4.0,2.0,,,
21265,3,5.0,1.0,,,,,
21266,0,2.0,3.0,1.0,6.0,,,
21317,4,2.0,3.0,7.0,6.0,,,
21318,4,2.0,3.0,7.0,0.0,,,
21319,3,,,,,,,
21320,1,3.0,0.0,,,,,
21321,2,5.0,3.0,7.0,1.0,,,
21322,3,7.0,6.0,0.0,1.0,,,
21323,0,,,,,,,
21324,3,1.0,0.0,4.0,,,,
21325,1,,,,,,,
21327,1,0.0,6.0,5.0,4.0,,,
21328,3,5.0,1.0,2.0,4.0,,,
21329,3,0.0,2.0,,,,,
21330,3,,,,,,,
21331,1,,,,,,,
21332,5,,,,,,,
21333,3,,,,,,,
21334,3,1.0,5.0,0.0,2.0,,,
21335,5,7.0,6.0,2.0,1.0,,,
21336,1,0.0,6.0,5.0,4.0,,,
21339,7,4.0,2.0,5.0,1.0,,,
21340,0,1.0,,,,,,
21341,1,0.0,3.0,,,,,
21342,1,,,,,,,
21343,1,0.0,3.0,,,,,
21344,3,5.0,1.0,0.0,,,,
21401,4,1.0,0.0,6.0,3.0,,,
21402,0,3.0,,,,,,
21403,0,,,,,,,
21404,0,,,,,,,
21720,5,,,,,,,
21851,3,0.0,1.0,,,,,
22032,0,5.0,1.0,,,,,
22033,0,1.0,2.0,5.0,3.0,,,
22034,0,5.0,1.0,,,,,
22035,3,1.0,0.0,4.0,,,,
22036,6,7.0,1.0,3.0,0.0,,,
22037,7,5.0,1.0,0.0,2.0,,,
22038,1,0.0,3.0,2.0,,,,
22039,1,0.0,3.0,2.0,,,,
22041,3,0.0,1.0,2.0,4.0,,,
22042,7,,,,,,,
22043,1,3.0,0.0,2.0,,,,
22044,1,3.0,,,,,,
22045,5,3.0,0.0,1.0,,,,
22046,1,,,,,,,
22156,1,5.0,3.0,,,,,
22186,3,0.0,,,,,,
22246,0,1.0,4.0,3.0,5.0,,,
22247,2,0.0,,,,,,
22248,3,0.0,1.0,4.0,5.0,,,
22251,0,1.0,,,,,,
22252,0,,,,,,,
22253,4,0.0,1.0,,,,,
22254,3,0.0,4.0,,,,,
22256,1,3.0,0.0,,,,,
22257,0,1.0,3.0,2.0,6.0,,,
22258,3,,,,,,,
22259,0,1.0,4.0,3.0,,,,
22260,0,1.0,4.0,3.0,,,,
22262,0,1.0,3.0,2.0,6.0,,,
22263,6,0.0,2.0,,,,,
22264,0,2.0,,,,,,
22265,0,1.0,5.0,,,,,
22267,0,6.0,5.0,4.0,3.0,,,
22270,2,1.0,,,,,,
22271,1,0.0,,,,,,
22272,0,3.0,1.0,,,,,
22765,0,3.0,1.0,,,,,
22766,1,,,,,,,
22767,0,3.0,1.0,2.0,4.0,,,
22768,1,4.0,3.0,0.0,,,,
22769,3,0.0,1.0,2.0,7.0,,,
22770,1,,,,,,,
22771,1,,,,,,,
22772,7,4.0,5.0,2.0,6.0,,,
22773,0,1.0,5.0,2.0,7.0,,,
22774,3,0.0,1.0,,,,,
22775,1,,,,,,,
22776,1,4.0,3.0,0.0,,,,
22777,0,1.0,4.0,6.0,3.0,,,
22778,0,,,,,,,
22779,0,1.0,,,,,,
22780,0,1.0,3.0,,,,,
22781,3,0.0,1.0,2.0,4.0,,,
22782,1,3.0,0.0,,,,,
22783,3,1.0,5.0,0.0,,,,
22784,3,0.0,1.0,,,,,
22785,1,,,,,,,
22786,3,1.0,,,,,,
22787,1,0.0,3.0,2.0,,,,
22788,1,0.0,,,,,,
22792,1,0.0,3.0,,,,,
22793,7,,,,,,,
22794,2,0.0,1.0,3.0,7.0,,,
22796,0,1.0,4.0,3.0,6.0,,,
22797,0,3.0,1.0,5.0,4.0,,,
22799,2,3.0,0.0,5.0,6.0,,,
22800,1,0.0,3.0,,,,,
22801,0,1.0,,,,,,
22802,3,1.0,,,,,,
22803,0,3.0,1.0,,,,,
22804,0,1.0,,,,,,
22805,3,1.0,0.0,2.0,,,,
23244,7,6.0,1.0,,,,,
23245,1,0.0,,,,,,
23246,0,3.0,6.0,7.0,4.0,,,
23247,1,2.0,0.0,7.0,3.0,,,
23248,1,0.0,,,,,,
23249,4,3.0,6.0,0.0,1.0,,,
23252,0,2.0,1.0,4.0,,,,
23253,1,0.0,3.0,2.0,6.0,,,
23254,0,3.0,1.0,2.0,,,,
23256,1,,,,,,,
23258,2,3.0,4.0,0.0,,,,
23259,2,,,,,,,
23260,0,,,,,,,
23263,0,,,,,,,
23594,1,3.0,0.0,,,,,
23595,1,0.0,5.0,3.0,2.0,,,
23596,0,1.0,3.0,,,,,
23597,7,0.0,,,,,,
23716,7,4.0,2.0,6.0,3.0,,,
24036,3,4.0,6.0,0.0,1.0,,,
24037,1,0.0,5.0,3.0,2.0,,,
24038,2,3.0,0.0,1.0,4.0,,,
24039,5,4.0,1.0,,,,,
24040,1,,,,,,,
24041,0,1.0,3.0,2.0,,,,
24043,0,1.0,3.0,,,,,
24044,1,2.0,3.0,4.0,,,,
24045,1,,,,,,,
24046,0,1.0,3.0,,,,,
24047,0,1.0,3.0,,,,,
24048,3,,,,,,,
24049,1,3.0,,,,,,
24050,3,,,,,,,
24051,1,0.0,,,,,,
24052,0,,,,,,,
24053,3,,,,,,,
24054,1,3.0,0.0,,,,,
24055,0,1.0,3.0,2.0,4.0,,,
24056,5,7.0,,,,,,
24057,0,,,,,,,
24318,1,2.0,3.0,5.0,0.0,,,
24319,1,0.0,,,,,,
24321,1,0.0,,,,,,
24322,3,0.0,1.0,,,,,
24323,1,0.0,4.0,2.0,3.0,,,
24324,0,,,,,,,
24325,4,5.0,,,,,,
24326,0,1.0,2.0,4.0,5.0,,,
24327,3,0.0,1.0,6.0,4.0,,,
24364,3,5.0,2.0,,,,,
24365,1,0.0,3.0,4.0,5.0,,,
24366,1,3.0,4.0,0.0,6.0,,,
24368,0,3.0,1.0,5.0,4.0,,,
24370,1,0.0,3.0,,,,,
24371,5,,,,,,,
24372,1,0.0,,,,,,
24373,1,0.0,,,,,,
24374,7,4.0,3.0,5.0,6.0,,,
24375,0,2.0,3.0,1.0,6.0,,,
24376,5,,,,,,,
24377,4,,,,,,,
25099,1,3.0,2.0,,,,,
25100,0,3.0,1.0,,,,,
25101,3,4.0,5.0,2.0,,,,
25102,0,1.0,2.0,3.0,6.0,,,
25103,0,1.0,4.0,3.0,2.0,,,
25104,0,3.0,2.0,1.0,5.0,,,
25105,3,0.0,1.0,,,,,
25106,1,5.0,,,,,,
25216,0,1.0,7.0,3.0,5.0,,,
25217,3,0.0,1.0,2.0,4.0,,,
25218,3,1.0,,,,,,
25219,0,1.0,2.0,3.0,6.0,,,
25220,0,4.0,1.0,,,,,
25221,1,3.0,,,,,,
25222,0,1.0,3.0,2.0,5.0,,,
25223,0,,,,,,,
25224,5,,,,,,,
25225,0,3.0,4.0,5.0,1.0,,,
25411,1,0.0,3.0,4.0,,,,
25412,1,0.0,3.0,4.0,,,,
25413,0,3.0,1.0,6.0,2.0,,,
25414,0,,,,,,,
25415,0,2.0,7.0,4.0,6.0,,,
25416,7,3.0,6.0,,,,,
25417,0,,,,,,,
25418,1,,,,,,,
25419,0,,,,,,,
25420,1,,,,,,,
25421,0,2.0,4.0,7.0,,,,
25422,1,0.0,3.0,,,,,
25423,0,1.0,3.0,,,,,
25424,0,3.0,2.0,,,,,
25425,1,3.0,0.0,,,,,
25507,2,3.0,0.0,1.0,6.0,,,
25508,2,0.0,1.0,,,,,
25509,0,2.0,3.0,1.0,6.0,,,
25510,4,6.0,1.0,0.0,3.0,,,
25511,0,1.0,3.0,,,,,
25512,1,,,,,,,
25513,0,3.0,1.0,,,,,
25663,0,3.0,,,,,,
25664,0,4.0,6.0,1.0,7.0,,,
25671,3,,,,,,,
25672,0,1.0,3.0,2.0,4.0,,,
25673,0,,,,,,,
25674,3,4.0,0.0,,,,,
25675,0,,,,,,,
25677,1,0.0,,,,,,
25678,0,1.0,3.0,,,,,
25679,0,1.0,,,,,,
25680,3,0.0,,,,,,
25681,0,4.0,2.0,1.0,3.0,,,
25682,3,0.0,4.0,,,,,
25683,0,,,,,,,
25684,0,3.0,1.0,,,,,
25685,0,,,,,,,
25686,0,,,,,,,
25687,3,6.0,7.0,1.0,,,,
25689,0,,,,,,,
25690,0,1.0,3.0,,,,,
25691,3,2.0,0.0,,,,,
25692,0,1.0,5.0,,,,,
25693,0,,,,,,,
25694,0,,,,,,,
25695,0,,,,,,,
25696,3,,,,,,,
25697,5,1.0,4.0,,,,,
25698,2,5.0,,,,,,
25699,0,,,,,,,
25700,0,7.0,5.0,3.0,,,,
25701,0,,,,,,,
25702,0,,,,,,,
25703,0,,,,,,,
25704,0,,,,,,,
25705,2,0.0,7.0,1.0,,,,
25706,0,,,,,,,
25707,0,,,,,,,
25708,0,,,,,,,
25709,0,,,,,,,
25710,1,0.0,3.0,,,,,
25783,4,1.0,0.0,,,,,
25784,0,1.0,3.0,,,,,
25785,1,0.0,,,,,,
25786,1,0.0,,,,,,
25787,1,0.0,,,,,,
25788,1,0.0,,,,,,
25789,1,,,,,,,
25790,2,0.0,3.0,5.0,1.0,,,
25791,1,3.0,0.0,5.0,2.0,,,
25792,0,1.0,3.0,2.0,4.0,,,
25793,5,,,,,,,
25794,0,,,,,,,
25795,1,0.0,3.0,2.0,4.0,,,
25796,1,0.0,3.0,,,,,
25797,0,1.0,,,,,,
25798,1,0.0,3.0,,,,,
25799,1,0.0,,,,,,
25800,1,3.0,0.0,,,,,
25801,1,0.0,3.0,7.0,6.0,,,
25802,1,0.0,3.0,,,,,
25803,3,1.0,0.0,,,,,
25804,1,3.0,0.0,,,,,
25805,3,0.0,1.0,4.0,6.0,,,
25806,1,0.0,3.0,2.0,,,,
25837,0,4.0,1.0,,,,,
25838,1,,,,,,,
25839,0,5.0,2.0,,,,,
25840,5,4.0,2.0,1.0,7.0,,,
25841,7,5.0,0.0,1.0,3.0,,,
25842,0,3.0,6.0,4.0,7.0,,,
25843,0,,,,,,,
25844,0,3.0,1.0,5.0,,,,
25845,5,0.0,4.0,7.0,,,,
25846,0,,,,,,,
25847,0,,,,,,,
25885,1,0.0,3.0,,,,,
25886,1,,,,,,,
25887,1,2.0,3.0,0.0,4.0,,,
25888,1,0.0,3.0,,,,,
25889,0,,,,,,,
25890,5,,,,,,,
25891,0,3.0,1.0,4.0,,,,
25893,0,1.0,,,,,,
25894,0,,,,,,,
25896,0,1.0,,,,,,
25897,0,1.0,2.0,3.0,4.0,,,
25898,0,1.0,,,,,,
25899,1,3.0,5.0,0.0,2.0,,,
25900,0,3.0,1.0,,,,,
25902,0,3.0,1.0,6.0,4.0,,,
25903,0,3.0,6.0,1.0,2.0,,,
25904,0,1.0,3.0,,,,,
25905,2,3.0,0.0,4.0,1.0,,,
25973,0,,,,,,,
25974,3,,,,,,,
25975,1,,,,,,,
25976,3,4.0,2.0,7.0,0.0,,,
25977,6,2.0,0.0,5.0,3.0,,,
25978,2,3.0,0.0,1.0,4.0,,,
25979,3,1.0,0.0,4.0,6.0,,,
25980,0,,,,,,,
25982,0,1.0,,,,,,
25983,0,3.0,,,,,,
25993,1,2.0,3.0,0.0,,,,
25994,3,1.0,,,,,,
25995,1,5.0,2.0,7.0,0.0,,,
25996,1,0.0,3.0,,,,,
25997,0,1.0,3.0,,,,,
25998,2,,,,,,,
25999,1,0.0,3.0,,,,,
26000,1,,,,,,,
26001,5,1.0,4.0,,,,,
26002,0,,,,,,,
26003,0,1.0,3.0,,,,,
26004,0,3.0,4.0,1.0,5.0,,,
26005,0,3.0,1.0,,,,,
26006,1,5.0,0.0,,,,,
26007,1,4.0,,,,,,
26008,4,1.0,0.0,,,,,
26010,7,5.0,0.0,,,,,
26011,1,,,,,,,
26012,1,,,,,,,
26013,1,0.0,3.0,2.0,,,,
26014,1,0.0,,,,,,
26015,0,1.0,2.0,3.0,6.0,,,
26016,0,2.0,3.0,,,,,
26017,0,,,,,,,
26018,3,0.0,1.0,5.0,,,,
26019,1,0.0,2.0,4.0,,,,
26020,3,1.0,0.0,2.0,4.0,,,
26021,5,4.0,3.0,2.0,7.0,,,
26022,1,3.0,0.0,,,,,
26023,3,1.0,0.0,5.0,,,,
26024,1,4.0,6.0,0.0,2.0,,,
26246,2,1.0,0.0,3.0,6.0,,,
26247,2,0.0,,,,,,
26248,1,3.0,,,,,,
26249,2,0.0,,,,,,
26250,6,0.0,1.0,4.0,3.0,,,
26251,2,4.0,,,,,,
26252,0,6.0,4.0,1.0,3.0,,,
26253,5,0.0,2.0,3.0,6.0,,,
26254,1,3.0,,,,,,
26255,0,1.0,,,,,,
26256,3,,,,,,,
26257,1,0.0,3.0,4.0,5.0,,,
26361,3,4.0,0.0,6.0,1.0,,,
26362,0,3.0,5.0,4.0,,,,
26363,0,2.0,3.0,1.0,6.0,,,
26364,0,3.0,1.0,,,,,
26577,5,1.0,3.0,4.0,,,,
26578,0,3.0,6.0,4.0,1.0,,,
26579,5,1.0,3.0,4.0,,,,
26580,5,1.0,3.0,4.0,,,,
26581,5,1.0,3.0,4.0,,,,
26582,0,1.0,3.0,6.0,2.0,,,
26583,0,1.0,2.0,3.0,6.0,,,
26584,0,2.0,4.0,1.0,6.0,,,
26655,0,7.0,,,,,,
26656,0,,,,,,,
26658,0,,,,,,,
26659,7,5.0,,,,,,
26660,4,1.0,3.0,,,,,
26661,1,0.0,3.0,4.0,,,,
26662,0,1.0,3.0,,,,,
26663,0,1.0,3.0,,,,,
26664,7,,,,,,,
26665,3,0.0,,,,,,
26666,0,1.0,3.0,4.0,2.0,,,
26667,0,,,,,,,
26690,1,3.0,4.0,,,,,
26691,3,1.0,0.0,2.0,4.0,,,
26692,1,0.0,3.0,6.0,4.0,,,
26719,0,,,,,,,
26720,0,,,,,,,
26822,3,,,,,,,
26823,1,3.0,0.0,4.0,,,,
26824,0,3.0,2.0,,,,,
