,0,1,2,3,4,5,6,7,8
419,2,6.0,3.0,,,,,,
420,3,2.0,5.0,,,,,,
422,6,1.0,8.0,7.0,0.0,,,,
423,0,8.0,7.0,,,,,,
424,6,3.0,,,,,,,
425,0,8.0,6.0,2.0,3.0,,,,
426,1,7.0,8.0,0.0,,,,,
427,1,8.0,,,,,,,
428,0,3.0,8.0,1.0,6.0,,,,
430,0,7.0,6.0,1.0,5.0,,,,
431,0,,,,,,,,
432,8,1.0,7.0,0.0,5.0,,,,
433,0,6.0,7.0,1.0,8.0,,,,
434,6,1.0,,,,,,,
435,0,8.0,5.0,,,,,,
436,0,,,,,,,,
437,1,8.0,7.0,0.0,,,,,
438,1,,,,,,,,
439,0,8.0,6.0,,,,,,
440,0,8.0,6.0,2.0,3.0,,,,
550,0,,,,,,,,
551,0,,,,,,,,
575,8,1.0,6.0,5.0,7.0,,,,
576,3,6.0,4.0,,,,,,
577,3,6.0,4.0,,,,,,
578,1,6.0,8.0,,,,,,
579,8,0.0,,,,,,,
580,1,6.0,8.0,,,,,,
581,4,7.0,6.0,8.0,1.0,,,,
582,8,4.0,0.0,1.0,7.0,,,,
583,1,0.0,4.0,7.0,8.0,,,,
584,2,,,,,,,,
585,8,6.0,5.0,,,,,,
586,1,0.0,4.0,7.0,8.0,,,,
587,8,6.0,1.0,,,,,,
588,8,1.0,5.0,3.0,6.0,,,,
589,1,8.0,0.0,5.0,,,,,
590,3,7.0,0.0,6.0,5.0,,,,
592,1,6.0,0.0,2.0,4.0,,,,
593,0,4.0,2.0,3.0,7.0,,,,
691,4,6.0,1.0,8.0,0.0,,,,
692,1,6.0,8.0,0.0,3.0,,,,
693,2,,,,,,,,
694,1,8.0,6.0,2.0,,,,,
695,0,,,,,,,,
696,6,1.0,8.0,3.0,0.0,,,,
697,1,8.0,0.0,6.0,5.0,,,,
698,8,1.0,4.0,6.0,3.0,,,,
699,8,,,,,,,,
701,8,1.0,6.0,3.0,7.0,,,,
702,8,1.0,5.0,,,,,,
703,8,6.0,1.0,,,,,,
704,8,6.0,1.0,0.0,3.0,,,,
705,0,2.0,,,,,,,
706,8,6.0,2.0,7.0,5.0,,,,
708,8,6.0,1.0,,,,,,
709,1,8.0,,,,,,,
710,1,8.0,6.0,0.0,3.0,,,,
711,1,8.0,6.0,0.0,3.0,,,,
871,0,1.0,3.0,,,,,,
889,0,6.0,1.0,5.0,4.0,,,,
890,0,6.0,1.0,8.0,2.0,,,,
891,0,5.0,1.0,2.0,,,,,
892,8,6.0,1.0,,,,,,
893,6,8.0,3.0,,,,,,
894,0,,,,,,,,
895,8,1.0,0.0,,,,,,
896,8,1.0,0.0,,,,,,
897,4,7.0,8.0,3.0,6.0,,,,
898,0,8.0,7.0,4.0,5.0,,,,
899,0,,,,,,,,
900,5,,,,,,,,
901,0,1.0,,,,,,,
902,0,,,,,,,,
903,0,1.0,,,,,,,
904,1,6.0,0.0,8.0,,,,,
905,0,,,,,,,,
906,0,,,,,,,,
907,2,,,,,,,,
908,0,,,,,,,,
909,0,,,,,,,,
910,8,6.0,1.0,,,,,,
911,0,1.0,8.0,7.0,,,,,
912,0,3.0,,,,,,,
913,7,4.0,1.0,8.0,5.0,,,,
914,0,,,,,,,,
915,7,6.0,8.0,1.0,5.0,,,,
919,3,7.0,4.0,,,,,,
920,0,,,,,,,,
921,1,0.0,6.0,3.0,7.0,,,,
922,3,2.0,0.0,,,,,,
923,0,1.0,,,,,,,
925,0,8.0,6.0,5.0,7.0,,,,
926,0,8.0,1.0,,,,,,
927,1,,,,,,,,
928,3,,,,,,,,
1246,1,8.0,7.0,0.0,4.0,,,,
1247,1,8.0,7.0,0.0,4.0,,,,
1248,8,1.0,6.0,3.0,4.0,,,,
1249,0,6.0,1.0,8.0,2.0,,,,
1250,0,1.0,5.0,2.0,4.0,,,,
1251,1,0.0,6.0,8.0,3.0,,,,
1252,8,1.0,0.0,3.0,7.0,,,,
1253,4,8.0,1.0,0.0,6.0,,,,
1255,2,4.0,3.0,0.0,7.0,,,,
1256,8,0.0,6.0,3.0,2.0,,,,
1257,0,,,,,,,,
1258,0,,,,,,,,
1261,1,8.0,0.0,3.0,2.0,,,,
1262,0,,,,,,,,
1263,0,8.0,1.0,6.0,,,,,
1264,1,8.0,6.0,3.0,,,,,
1265,1,6.0,8.0,,,,,,
1266,1,6.0,8.0,2.0,0.0,,,,
1267,8,3.0,0.0,,,,,,
1268,2,,,,,,,,
1269,1,6.0,,,,,,,
1270,1,6.0,8.0,7.0,5.0,,,,
1271,0,,,,,,,,
1272,3,6.0,1.0,8.0,0.0,,,,
1273,6,8.0,1.0,,,,,,
1274,6,8.0,1.0,,,,,,
1275,6,1.0,8.0,,,,,,
1276,0,1.0,4.0,,,,,,
1277,0,,,,,,,,
1278,1,,,,,,,,
1279,1,0.0,,,,,,,
1280,1,6.0,,,,,,,
1281,1,6.0,8.0,,,,,,
1282,3,1.0,6.0,8.0,,,,,
1283,8,1.0,6.0,3.0,2.0,,,,
1284,8,6.0,1.0,7.0,0.0,,,,
1285,0,3.0,5.0,1.0,6.0,,,,
1286,1,0.0,6.0,5.0,,,,,
1287,0,1.0,3.0,8.0,7.0,,,,
1288,6,8.0,1.0,,,,,,
1289,0,,,,,,,,
1290,3,1.0,6.0,8.0,,,,,
1291,6,8.0,1.0,,,,,,
1292,8,6.0,3.0,,,,,,
1293,0,3.0,5.0,1.0,6.0,,,,
1294,8,6.0,3.0,,,,,,
1295,6,8.0,1.0,3.0,,,,,
1296,2,0.0,,,,,,,
1297,8,6.0,5.0,1.0,,,,,
1298,0,6.0,1.0,7.0,8.0,,,,
1299,8,6.0,1.0,,,,,,
1300,8,1.0,6.0,2.0,0.0,,,,
1301,8,6.0,1.0,3.0,5.0,,,,
1303,0,3.0,6.0,5.0,8.0,,,,
1304,0,3.0,6.0,1.0,8.0,,,,
1305,3,7.0,5.0,1.0,,,,,
1306,0,2.0,6.0,8.0,,,,,
1307,0,1.0,6.0,2.0,3.0,,,,
1308,6,8.0,,,,,,,
1309,6,8.0,,,,,,,
1310,0,8.0,3.0,6.0,1.0,,,,
1312,1,6.0,8.0,7.0,4.0,,,,
1313,1,,,,,,,,
1369,5,7.0,0.0,,,,,,
1421,6,,,,,,,,
1511,1,3.0,0.0,,,,,,
1512,8,0.0,2.0,7.0,1.0,,,,
1513,4,7.0,2.0,8.0,6.0,,,,
1514,2,3.0,0.0,,,,,,
1515,1,,,,,,,,
1516,1,5.0,0.0,8.0,6.0,,,,
1517,3,6.0,,,,,,,
1518,8,6.0,1.0,5.0,7.0,,,,
1519,8,1.0,5.0,7.0,6.0,,,,
1520,6,,,,,,,,
1522,8,1.0,6.0,,,,,,
1523,2,,,,,,,,
1524,0,,,,,,,,
1525,0,3.0,6.0,,,,,,
1526,6,8.0,,,,,,,
1613,1,,,,,,,,
1614,3,6.0,5.0,4.0,8.0,,,,
1615,3,8.0,,,,,,,
1616,0,3.0,,,,,,,
1617,6,,,,,,,,
1619,3,6.0,5.0,1.0,,,,,
1620,0,,,,,,,,
1621,3,6.0,5.0,8.0,1.0,,,,
1622,6,1.0,0.0,,,,,,
1623,0,8.0,6.0,7.0,3.0,,,,
1624,4,8.0,2.0,5.0,6.0,,,,
1625,3,5.0,6.0,4.0,8.0,,,,
1627,1,8.0,3.0,,,,,,
1628,6,3.0,,,,,,,
1629,0,,,,,,,,
1630,7,3.0,8.0,,,,,,
1631,0,,,,,,,,
1632,8,1.0,0.0,,,,,,
1633,3,6.0,5.0,4.0,2.0,,,,
1635,4,1.0,,,,,,,
1636,8,0.0,,,,,,,
1637,0,,,,,,,,
1638,5,3.0,4.0,7.0,,,,,
1639,4,,,,,,,,
1640,1,,,,,,,,
1641,1,5.0,3.0,6.0,0.0,,,,
1642,3,4.0,0.0,,,,,,
1643,0,3.0,4.0,1.0,2.0,,,,
1644,1,,,,,,,,
1645,0,,,,,,,,
1646,0,7.0,8.0,3.0,,,,,
1647,1,8.0,0.0,3.0,,,,,
1648,1,,,,,,,,
1649,0,8.0,6.0,7.0,1.0,,,,
1650,1,,,,,,,,
1651,8,3.0,7.0,6.0,1.0,,,,
1652,1,,,,,,,,
1653,8,,,,,,,,
1654,1,,,,,,,,
1655,0,1.0,,,,,,,
1656,8,,,,,,,,
1657,2,8.0,4.0,6.0,5.0,,,,
1658,7,8.0,0.0,3.0,1.0,,,,
1659,0,,,,,,,,
1660,2,0.0,3.0,,,,,,
1661,0,6.0,,,,,,,
1663,1,5.0,8.0,0.0,4.0,,,,
1664,4,,,,,,,,
1665,0,6.0,,,,,,,
1666,0,,,,,,,,
1667,0,6.0,,,,,,,
1668,0,3.0,5.0,6.0,8.0,,,,
1669,8,1.0,0.0,3.0,6.0,,,,
1670,0,8.0,7.0,,,,,,
1671,8,0.0,4.0,7.0,1.0,,,,
1672,8,6.0,1.0,,,,,,
1673,6,8.0,1.0,7.0,3.0,,,,
1674,0,3.0,1.0,,,,,,
1675,0,3.0,1.0,,,,,,
1676,3,1.0,8.0,0.0,2.0,,,,
1677,8,0.0,1.0,6.0,,,,,
1678,0,,,,,,,,
1679,1,6.0,8.0,,,,,,
1680,1,6.0,8.0,,,,,,
1681,0,3.0,,,,,,,
1682,1,6.0,7.0,,,,,,
1683,8,,,,,,,,
1684,7,0.0,1.0,8.0,2.0,,,,
1686,7,0.0,8.0,1.0,4.0,,,,
1687,0,,,,,,,,
1688,0,1.0,3.0,,,,,,
1689,6,1.0,8.0,0.0,3.0,,,,
1690,0,,,,,,,,
1691,0,4.0,1.0,2.0,6.0,,,,
1692,0,2.0,4.0,5.0,,,,,
1693,1,0.0,8.0,3.0,6.0,,,,
1694,0,8.0,3.0,1.0,6.0,,,,
1695,8,7.0,1.0,3.0,,,,,
1696,3,5.0,2.0,,,,,,
1697,0,3.0,5.0,2.0,1.0,,,,
1698,2,6.0,,,,,,,
1699,0,2.0,,,,,,,
1700,0,4.0,8.0,7.0,1.0,,,,
1701,1,8.0,6.0,,,,,,
1702,8,3.0,0.0,7.0,1.0,,,,
1703,2,0.0,,,,,,,
1704,6,2.0,3.0,8.0,4.0,,,,
1705,1,8.0,0.0,,,,,,
1706,6,3.0,2.0,4.0,,,,,
1708,0,1.0,,,,,,,
1709,0,,,,,,,,
1710,0,,,,,,,,
1711,0,2.0,8.0,7.0,4.0,,,,
1712,1,6.0,8.0,0.0,,,,,
1713,7,,,,,,,,
1714,0,1.0,6.0,,,,,,
1715,3,,,,,,,,
1716,3,6.0,4.0,,,,,,
1717,3,,,,,,,,
1718,8,,,,,,,,
1719,6,0.0,3.0,,,,,,
1721,3,6.0,8.0,1.0,0.0,,,,
1722,8,5.0,1.0,4.0,7.0,,,,
1723,3,0.0,6.0,,,,,,
1724,2,8.0,3.0,7.0,6.0,,,,
1725,0,3.0,,,,,,,
1726,0,6.0,1.0,,,,,,
1727,6,5.0,,,,,,,
1728,2,,,,,,,,
1729,4,2.0,0.0,1.0,6.0,,,,
1730,0,,,,,,,,
1731,2,8.0,3.0,7.0,6.0,,,,
1732,8,0.0,1.0,,,,,,
1733,0,6.0,1.0,,,,,,
1734,0,,,,,,,,
1735,5,,,,,,,,
1736,0,6.0,2.0,3.0,,,,,
1737,1,8.0,7.0,,,,,,
1738,1,2.0,0.0,,,,,,
1739,0,8.0,6.0,7.0,3.0,,,,
1741,0,8.0,6.0,7.0,3.0,,,,
1742,3,,,,,,,,
1743,1,,,,,,,,
1745,0,3.0,5.0,,,,,,
1746,0,6.0,3.0,2.0,4.0,,,,
1747,7,,,,,,,,
1748,0,6.0,1.0,8.0,5.0,,,,
1749,0,,,,,,,,
1750,7,6.0,2.0,8.0,,,,,
1751,8,1.0,5.0,,,,,,
1752,5,2.0,6.0,,,,,,
1754,1,8.0,,,,,,,
1755,5,1.0,6.0,2.0,7.0,,,,
1756,0,3.0,,,,,,,
1757,3,6.0,,,,,,,
1758,3,6.0,,,,,,,
1759,0,,,,,,,,
1762,4,5.0,2.0,1.0,,,,,
1763,1,0.0,,,,,,,
1765,3,0.0,5.0,,,,,,
1766,6,5.0,,,,,,,
1767,0,5.0,1.0,3.0,6.0,,,,
1768,0,3.0,,,,,,,
1769,0,8.0,3.0,2.0,1.0,,,,
1770,0,8.0,7.0,1.0,4.0,,,,
1771,1,8.0,,,,,,,
1772,1,,,,,,,,
1773,0,3.0,6.0,,,,,,
1774,0,,,,,,,,
1775,8,,,,,,,,
1776,1,0.0,,,,,,,
1777,0,,,,,,,,
1778,2,1.0,0.0,3.0,6.0,,,,
1779,2,0.0,5.0,1.0,6.0,,,,
1780,0,3.0,2.0,6.0,8.0,,,,
1782,0,3.0,1.0,,,,,,
1783,0,3.0,1.0,,,,,,
1784,1,8.0,7.0,,,,,,
1785,3,8.0,1.0,,,,,,
1787,8,6.0,,,,,,,
1789,0,,,,,,,,
1791,0,8.0,2.0,,,,,,
1794,1,2.0,0.0,,,,,,
1795,0,1.0,,,,,,,
1796,8,1.0,6.0,5.0,3.0,,,,
1797,5,4.0,6.0,2.0,0.0,,,,
1798,0,3.0,8.0,6.0,7.0,,,,
1799,0,3.0,,,,,,,
1801,0,6.0,,,,,,,
1802,0,1.0,,,,,,,
1803,0,,,,,,,,
1804,0,,,,,,,,
1805,5,3.0,1.0,,,,,,
1806,8,0.0,6.0,7.0,3.0,,,,
1807,0,,,,,,,,
1808,0,,,,,,,,
1809,0,,,,,,,,
1810,3,,,,,,,,
1812,0,6.0,,,,,,,
1813,0,,,,,,,,
1814,3,,,,,,,,
1815,0,,,,,,,,
1816,0,,,,,,,,
1817,0,1.0,8.0,7.0,5.0,,,,
1818,7,0.0,3.0,5.0,1.0,,,,
1819,3,2.0,7.0,4.0,5.0,,,,
1821,0,3.0,4.0,8.0,1.0,,,,
1822,0,6.0,1.0,2.0,3.0,,,,
1823,0,8.0,1.0,,,,,,
1824,1,6.0,3.0,8.0,2.0,,,,
1826,6,0.0,3.0,1.0,,,,,
1827,6,0.0,3.0,1.0,,,,,
1829,1,5.0,4.0,6.0,,,,,
1830,0,4.0,1.0,2.0,,,,,
1831,0,3.0,,,,,,,
1832,0,,,,,,,,
1833,0,4.0,1.0,,,,,,
1834,0,3.0,8.0,4.0,1.0,,,,
1835,0,3.0,,,,,,,
1836,8,,,,,,,,
1837,0,3.0,5.0,,,,,,
1838,2,4.0,3.0,6.0,,,,,
1839,1,,,,,,,,
1840,3,6.0,2.0,,,,,,
1841,0,1.0,8.0,7.0,,,,,
1842,6,3.0,1.0,,,,,,
1843,2,1.0,,,,,,,
1844,0,,,,,,,,
1845,0,3.0,,,,,,,
1846,0,6.0,4.0,3.0,,,,,
1847,0,,,,,,,,
1848,8,7.0,6.0,5.0,1.0,,,,
1849,0,3.0,7.0,1.0,8.0,,,,
1850,0,,,,,,,,
1851,0,,,,,,,,
1852,0,1.0,4.0,,,,,,
1853,0,,,,,,,,
1854,0,,,,,,,,
1855,0,,,,,,,,
1856,0,3.0,,,,,,,
1857,0,2.0,1.0,,,,,,
1858,0,3.0,,,,,,,
1859,1,0.0,8.0,6.0,5.0,,,,
1860,0,1.0,8.0,7.0,,,,,
1916,0,1.0,3.0,4.0,,,,,
1917,0,7.0,,,,,,,
1918,6,0.0,3.0,,,,,,
1919,0,1.0,8.0,6.0,4.0,,,,
1920,2,3.0,,,,,,,
1921,0,3.0,7.0,5.0,4.0,,,,
1922,1,6.0,8.0,2.0,5.0,,,,
1923,8,6.0,1.0,,,,,,
1924,1,0.0,4.0,7.0,,,,,
1925,5,8.0,1.0,6.0,7.0,,,,
1926,5,8.0,1.0,6.0,7.0,,,,
1927,0,7.0,5.0,1.0,3.0,,,,
1928,0,3.0,7.0,1.0,6.0,,,,
1929,0,2.0,6.0,,,,,,
1930,1,8.0,7.0,6.0,5.0,,,,
1931,5,8.0,1.0,6.0,7.0,,,,
1932,3,1.0,0.0,7.0,,,,,
1933,6,,,,,,,,
1934,6,0.0,,,,,,,
1935,3,2.0,7.0,5.0,6.0,,,,
1936,8,6.0,1.0,3.0,5.0,,,,
1937,3,4.0,8.0,6.0,2.0,,,,
1938,3,4.0,8.0,6.0,2.0,,,,
1939,3,,,,,,,,
1940,2,3.0,4.0,,,,,,
1941,2,3.0,4.0,,,,,,
1942,0,6.0,1.0,8.0,3.0,,,,
1943,0,,,,,,,,
1944,1,0.0,6.0,8.0,7.0,,,,
1945,1,6.0,8.0,3.0,0.0,,,,
1946,1,0.0,4.0,7.0,,,,,
1947,3,,,,,,,,
1949,0,1.0,3.0,4.0,,,,,
1950,0,3.0,1.0,8.0,6.0,,,,
1951,5,3.0,,,,,,,
1952,0,3.0,1.0,8.0,6.0,,,,
1953,5,3.0,,,,,,,
1955,0,1.0,6.0,8.0,,,,,
1956,0,1.0,6.0,8.0,,,,,
1957,8,1.0,6.0,0.0,3.0,,,,
1958,1,,,,,,,,
1959,3,6.0,4.0,,,,,,
1960,2,3.0,5.0,,,,,,
1961,0,7.0,8.0,,,,,,
1962,1,8.0,,,,,,,
1963,0,3.0,6.0,2.0,,,,,
1964,1,8.0,7.0,,,,,,
1966,6,3.0,1.0,,,,,,
1967,6,8.0,1.0,5.0,7.0,,,,
1969,3,1.0,0.0,7.0,,,,,
1970,3,,,,,,,,
1971,3,1.0,,,,,,,
2057,0,7.0,5.0,8.0,1.0,,,,
2058,0,7.0,4.0,8.0,,,,,
2059,8,6.0,1.0,,,,,,
2060,8,6.0,1.0,,,,,,
2061,6,8.0,1.0,2.0,3.0,,,,
2062,6,8.0,2.0,5.0,,,,,
2063,2,5.0,3.0,7.0,4.0,,,,
2064,1,8.0,6.0,5.0,7.0,,,,
2141,1,8.0,6.0,0.0,5.0,,,,
2142,8,6.0,1.0,0.0,,,,,
2143,0,8.0,,,,,,,
2144,1,8.0,0.0,3.0,2.0,,,,
2145,0,,,,,,,,
2146,8,6.0,1.0,0.0,7.0,,,,
2147,8,6.0,1.0,,,,,,
2148,1,6.0,0.0,8.0,,,,,
2149,8,6.0,3.0,1.0,,,,,
2150,1,6.0,8.0,,,,,,
2151,0,,,,,,,,
2152,8,5.0,,,,,,,
2153,8,6.0,0.0,1.0,3.0,,,,
2154,0,8.0,3.0,1.0,,,,,
2155,8,1.0,0.0,,,,,,
2306,0,2.0,8.0,4.0,1.0,,,,
2307,6,8.0,,,,,,,
2308,0,8.0,7.0,1.0,5.0,,,,
2309,8,1.0,4.0,5.0,6.0,,,,
2310,3,6.0,2.0,1.0,8.0,,,,
2311,1,6.0,8.0,5.0,,,,,
2312,0,6.0,1.0,,,,,,
2313,8,1.0,0.0,7.0,4.0,,,,
2314,8,6.0,1.0,,,,,,
2315,8,1.0,4.0,0.0,7.0,,,,
2316,0,8.0,7.0,1.0,5.0,,,,
2318,1,,,,,,,,
2319,6,0.0,1.0,3.0,5.0,,,,
2320,3,5.0,2.0,6.0,0.0,,,,
2321,7,3.0,6.0,,,,,,
2322,0,3.0,4.0,7.0,6.0,,,,
2323,3,6.0,2.0,,,,,,
2324,3,6.0,2.0,,,,,,
2325,6,2.0,4.0,5.0,7.0,,,,
2326,6,2.0,3.0,,,,,,
2327,7,3.0,1.0,2.0,6.0,,,,
2329,8,7.0,4.0,6.0,1.0,,,,
2680,6,1.0,8.0,,,,,,
2682,2,8.0,0.0,4.0,5.0,,,,
2683,1,8.0,6.0,3.0,0.0,,,,
2684,1,8.0,6.0,3.0,0.0,,,,
2685,8,6.0,1.0,,,,,,
2686,6,8.0,1.0,0.0,3.0,,,,
2687,8,6.0,1.0,7.0,5.0,,,,
2688,0,5.0,7.0,1.0,,,,,
2689,1,0.0,5.0,8.0,2.0,,,,
2690,0,6.0,2.0,3.0,,,,,
2691,8,6.0,1.0,,,,,,
2692,8,1.0,6.0,5.0,3.0,,,,
2693,6,8.0,4.0,7.0,,,,,
2694,6,8.0,1.0,0.0,3.0,,,,
2695,6,8.0,1.0,,,,,,
2696,0,7.0,6.0,8.0,3.0,,,,
2697,1,8.0,6.0,0.0,3.0,,,,
2698,8,6.0,1.0,,,,,,
2699,1,5.0,8.0,,,,,,
2700,3,,,,,,,,
2701,1,6.0,8.0,4.0,2.0,,,,
2702,5,1.0,2.0,,,,,,
2745,1,6.0,2.0,8.0,3.0,,,,
2746,3,1.0,6.0,,,,,,
2747,0,3.0,,,,,,,
2748,8,0.0,,,,,,,
2749,0,7.0,,,,,,,
2750,0,,,,,,,,
2751,0,8.0,6.0,1.0,7.0,,,,
2752,8,1.0,0.0,2.0,,,,,
2753,1,0.0,,,,,,,
2754,1,0.0,,,,,,,
2755,8,1.0,0.0,2.0,,,,,
2757,0,,,,,,,,
2758,5,0.0,8.0,1.0,6.0,,,,
2759,1,,,,,,,,
2760,0,2.0,4.0,7.0,1.0,,,,
2761,0,2.0,3.0,,,,,,
2762,0,1.0,4.0,7.0,3.0,,,,
2763,0,2.0,4.0,7.0,1.0,,,,
2764,0,2.0,3.0,,,,,,
2765,0,8.0,,,,,,,
2766,1,0.0,8.0,,,,,,
2767,8,1.0,,,,,,,
2768,8,,,,,,,,
2769,1,0.0,7.0,,,,,,
2770,0,8.0,1.0,7.0,,,,,
2771,8,5.0,3.0,,,,,,
2772,8,3.0,,,,,,,
2773,6,5.0,8.0,0.0,2.0,,,,
2774,8,3.0,,,,,,,
2775,1,,,,,,,,
2777,8,0.0,1.0,,,,,,
2778,1,2.0,6.0,8.0,,,,,
2890,0,,,,,,,,
2891,1,5.0,8.0,3.0,,,,,
2892,8,1.0,,,,,,,
2893,3,1.0,,,,,,,
2894,8,0.0,7.0,4.0,2.0,,,,
2895,0,7.0,,,,,,,
2896,5,1.0,3.0,8.0,7.0,,,,
2898,6,0.0,8.0,7.0,,,,,
2899,8,,,,,,,,
2900,3,7.0,6.0,1.0,5.0,,,,
2901,8,,,,,,,,
2902,1,,,,,,,,
2903,3,,,,,,,,
2904,8,0.0,,,,,,,
2905,0,1.0,8.0,6.0,,,,,
2906,1,8.0,6.0,0.0,,,,,
2907,2,,,,,,,,
2908,1,6.0,8.0,3.0,,,,,
2909,0,1.0,8.0,5.0,6.0,,,,
2910,0,2.0,,,,,,,
2911,1,7.0,6.0,0.0,2.0,,,,
2912,1,6.0,8.0,,,,,,
2914,1,,,,,,,,
2915,2,0.0,,,,,,,
2916,0,8.0,5.0,6.0,,,,,
2917,8,,,,,,,,
2918,3,1.0,,,,,,,
2919,1,8.0,0.0,3.0,,,,,
2920,0,8.0,,,,,,,
2921,6,8.0,,,,,,,
2922,1,,,,,,,,
2923,3,6.0,1.0,0.0,8.0,,,,
2924,0,7.0,8.0,,,,,,
2925,3,6.0,1.0,0.0,8.0,,,,
2926,8,,,,,,,,
2957,1,0.0,6.0,,,,,,
2958,2,,,,,,,,
2959,2,1.0,6.0,8.0,,,,,
2960,6,,,,,,,,
2962,0,8.0,3.0,2.0,,,,,
2963,7,,,,,,,,
2966,0,7.0,8.0,6.0,5.0,,,,
2967,0,,,,,,,,
2968,0,8.0,7.0,1.0,,,,,
2969,0,,,,,,,,
2970,0,6.0,3.0,1.0,,,,,
2972,0,,,,,,,,
2973,8,3.0,6.0,5.0,1.0,,,,
2975,0,8.0,1.0,3.0,7.0,,,,
2976,1,0.0,3.0,,,,,,
2977,7,8.0,3.0,6.0,5.0,,,,
2978,6,,,,,,,,
2979,2,3.0,6.0,,,,,,
2980,0,3.0,1.0,8.0,7.0,,,,
2981,0,3.0,6.0,1.0,,,,,
2982,1,8.0,3.0,5.0,,,,,
2983,0,,,,,,,,
2984,0,3.0,8.0,1.0,,,,,
2985,3,,,,,,,,
2986,3,1.0,7.0,8.0,,,,,
2987,8,1.0,4.0,,,,,,
2988,0,1.0,8.0,,,,,,
2989,1,7.0,0.0,4.0,,,,,
2990,0,7.0,4.0,2.0,5.0,,,,
2991,6,3.0,2.0,,,,,,
2992,7,3.0,6.0,,,,,,
2993,6,1.0,,,,,,,
2994,6,,,,,,,,
2995,6,8.0,1.0,0.0,4.0,,,,
2996,1,4.0,,,,,,,
2997,3,6.0,,,,,,,
2998,3,6.0,,,,,,,
2999,2,8.0,0.0,3.0,6.0,,,,
3000,3,4.0,,,,,,,
3001,6,3.0,,,,,,,
3002,3,7.0,1.0,8.0,,,,,
3004,3,,,,,,,,
