,0,1,2,3,4,5,6,7
1064,2,4.0,,,,,,
1069,6,1.0,0.0,7.0,3.0,,,
1071,2,,,,,,,
1072,2,,,,,,,
1073,2,1.0,4.0,3.0,7.0,,,
1074,3,2.0,,,,,,
1081,3,2.0,,,,,,
1083,2,,,,,,,
1086,2,3.0,0.0,1.0,4.0,,,
1090,0,,,,,,,
1091,6,,,,,,,
1092,6,,,,,,,
1093,1,6.0,,,,,,
1094,1,0.0,2.0,7.0,4.0,,,
1095,0,1.0,6.0,2.0,7.0,,,
1096,3,4.0,,,,,,
1098,2,,,,,,,
1100,3,2.0,,,,,,
1101,2,4.0,0.0,1.0,3.0,,,
1103,2,,,,,,,
1104,2,,,,,,,
1105,1,,,,,,,
1115,2,,,,,,,
1116,3,2.0,,,,,,
1117,7,1.0,0.0,,,,,
1123,7,6.0,3.0,0.0,2.0,,,
1124,3,2.0,,,,,,
1126,3,2.0,,,,,,
1130,2,0.0,3.0,,,,,
1134,3,2.0,,,,,,
1136,3,2.0,,,,,,
1138,3,2.0,,,,,,
1148,2,,,,,,,
1149,3,,,,,,,
1151,6,1.0,,,,,,
1152,3,2.0,,,,,,
1154,3,2.0,,,,,,
1159,6,2.0,,,,,,
1163,3,2.0,,,,,,
1165,3,4.0,,,,,,
1168,4,,,,,,,
1172,3,2.0,,,,,,
1175,2,,,,,,,
1176,2,,,,,,,
1177,2,,,,,,,
1178,3,2.0,,,,,,
1179,3,1.0,,,,,,
1183,2,,,,,,,
1184,1,2.0,,,,,,
1185,6,1.0,,,,,,
1187,3,,,,,,,
1188,0,7.0,4.0,3.0,,,,
1189,4,,,,,,,
1190,2,0.0,1.0,3.0,,,,
1192,3,2.0,,,,,,
1193,2,,,,,,,
1197,3,1.0,,,,,,
1199,3,4.0,,,,,,
1200,3,4.0,,,,,,
1202,2,,,,,,,
1203,3,2.0,,,,,,
1206,3,2.0,,,,,,
1209,3,2.0,,,,,,
1211,3,2.0,,,,,,
1214,3,2.0,,,,,,
1215,2,,,,,,,
1216,3,1.0,,,,,,
1218,2,,,,,,,
1219,3,1.0,,,,,,
1221,3,2.0,,,,,,
1225,4,,,,,,,
1226,4,,,,,,,
1227,1,7.0,6.0,5.0,,,,
1228,4,,,,,,,
1229,1,0.0,4.0,,,,,
1231,6,2.0,,,,,,
1232,0,7.0,3.0,1.0,,,,
1233,2,,,,,,,
1234,2,,,,,,,
1236,2,,,,,,,
1238,2,,,,,,,
1239,2,,,,,,,
1240,2,,,,,,,
1242,2,,,,,,,
1243,2,,,,,,,
1244,2,,,,,,,
1245,2,,,,,,,
1246,3,,,,,,,
1247,2,0.0,1.0,4.0,3.0,,,
1248,3,2.0,,,,,,
1249,3,4.0,,,,,,
1250,3,2.0,,,,,,
1252,3,2.0,,,,,,
1255,3,2.0,,,,,,
1258,2,,,,,,,
1259,3,4.0,,,,,,
1261,3,2.0,,,,,,
1266,2,4.0,,,,,,
1267,2,,,,,,,
1268,3,2.0,,,,,,
1271,2,,,,,,,
1273,2,,,,,,,
1281,2,1.0,,,,,,
1282,3,2.0,0.0,4.0,1.0,,,
1283,3,,,,,,,
1284,7,3.0,1.0,2.0,,,,
1285,2,4.0,3.0,1.0,0.0,,,
1286,6,4.0,2.0,1.0,,,,
1287,3,2.0,,,,,,
1288,3,2.0,,,,,,
1289,3,,,,,,,
1290,2,3.0,,,,,,
1295,1,4.0,,,,,,
1296,4,1.0,0.0,2.0,3.0,,,
1299,3,2.0,,,,,,
1302,3,4.0,,,,,,
1303,3,2.0,,,,,,
1307,2,,,,,,,
1308,2,,,,,,,
1310,3,4.0,,,,,,
1313,2,,,,,,,
1314,1,7.0,2.0,0.0,3.0,,,
1315,0,7.0,3.0,4.0,6.0,,,
1316,7,0.0,2.0,4.0,1.0,,,
1317,0,7.0,,,,,,
1318,2,4.0,3.0,0.0,,,,
1319,2,,,,,,,
1320,1,0.0,4.0,,,,,
1332,3,2.0,,,,,,
1333,3,2.0,,,,,,
1334,3,,,,,,,
1335,2,,,,,,,
1336,2,0.0,3.0,1.0,4.0,,,
1339,0,,,,,,,
1340,3,2.0,,,,,,
1351,0,1.0,2.0,4.0,5.0,,,
1352,1,6.0,7.0,0.0,2.0,,,
1353,6,3.0,5.0,7.0,4.0,,,
1354,7,,,,,,,
1355,7,,,,,,,
1356,0,2.0,,,,,,
1358,7,0.0,6.0,1.0,,,,
1359,6,,,,,,,
1360,4,1.0,2.0,0.0,,,,
1362,0,1.0,,,,,,
1363,4,2.0,1.0,6.0,,,,
1364,2,,,,,,,
1365,3,4.0,2.0,,,,,
1366,1,,,,,,,
1367,2,,,,,,,
1368,3,2.0,,,,,,
1369,3,4.0,,,,,,
1370,1,4.0,0.0,2.0,5.0,,,
1375,6,,,,,,,
1376,7,1.0,,,,,,
1379,0,4.0,1.0,,,,,
1383,1,3.0,4.0,,,,,
1384,6,1.0,3.0,2.0,4.0,,,
1385,2,0.0,1.0,4.0,6.0,,,
1386,7,1.0,,,,,,
1390,7,,,,,,,
6536,4,2.0,7.0,0.0,3.0,,,
6537,7,0.0,3.0,1.0,2.0,,,
6538,3,,,,,,,
6539,3,,,,,,,
6540,0,,,,,,,
6541,3,,,,,,,
6542,3,4.0,,,,,,
6544,3,4.0,,,,,,
6545,3,2.0,,,,,,
6547,0,,,,,,,
6548,0,,,,,,,
6549,2,0.0,3.0,,,,,
6550,2,0.0,,,,,,
6552,2,,,,,,,
6554,7,,,,,,,
6555,3,2.0,,,,,,
6560,2,,,,,,,
6562,1,4.0,2.0,3.0,0.0,,,
6568,1,0.0,2.0,5.0,6.0,,,
6570,1,,,,,,,
6571,1,,,,,,,
6572,1,4.0,2.0,3.0,0.0,,,
6573,0,2.0,6.0,3.0,4.0,,,
6576,7,6.0,0.0,,,,,
6581,3,,,,,,,
6582,4,1.0,2.0,0.0,5.0,,,
6589,0,,,,,,,
6592,3,,,,,,,
6596,7,1.0,2.0,,,,,
6597,1,4.0,0.0,7.0,3.0,,,
6598,4,1.0,3.0,0.0,6.0,,,
14443,4,,,,,,,
14444,0,1.0,3.0,7.0,4.0,,,
14447,1,7.0,3.0,,,,,
14448,7,1.0,4.0,0.0,2.0,,,
14451,2,,,,,,,
14452,7,6.0,1.0,3.0,2.0,,,
14455,1,6.0,0.0,7.0,5.0,,,
14457,1,0.0,5.0,6.0,7.0,,,
14459,1,2.0,3.0,4.0,,,,
14461,7,1.0,4.0,0.0,6.0,,,
14463,1,7.0,3.0,,,,,
14465,4,0.0,3.0,1.0,6.0,,,
14467,1,,,,,,,
14469,0,1.0,2.0,4.0,7.0,,,
14470,6,2.0,5.0,,,,,
14472,6,1.0,3.0,7.0,0.0,,,
14476,6,0.0,7.0,5.0,4.0,,,
14479,3,,,,,,,
14481,1,0.0,,,,,,
14483,0,1.0,3.0,7.0,4.0,,,
14484,7,2.0,6.0,0.0,,,,
14487,0,6.0,,,,,,
14489,1,0.0,6.0,5.0,7.0,,,
14490,0,1.0,2.0,4.0,5.0,,,
14492,1,7.0,2.0,0.0,5.0,,,
14494,0,7.0,1.0,,,,,
14497,4,1.0,,,,,,
14498,1,2.0,4.0,3.0,7.0,,,
14503,0,,,,,,,
14504,0,7.0,1.0,,,,,
14505,2,3.0,1.0,4.0,5.0,,,
14507,3,1.0,5.0,4.0,0.0,,,
14508,7,0.0,1.0,4.0,3.0,,,
14511,6,,,,,,,
14512,0,7.0,,,,,,
14514,0,,,,,,,
14516,0,1.0,3.0,7.0,,,,
14520,6,1.0,,,,,,
14521,1,6.0,2.0,4.0,3.0,,,
14522,6,4.0,3.0,1.0,7.0,,,
14524,0,1.0,2.0,4.0,3.0,,,
14527,0,7.0,2.0,1.0,,,,
14528,0,4.0,7.0,1.0,2.0,,,
14530,2,1.0,7.0,5.0,0.0,,,
14531,7,6.0,0.0,3.0,1.0,,,
14535,6,2.0,7.0,,,,,
14536,0,1.0,2.0,4.0,5.0,,,
14539,6,7.0,5.0,1.0,4.0,,,
14541,0,7.0,1.0,,,,,
14543,1,0.0,3.0,7.0,,,,
14545,6,,,,,,,
14546,6,,,,,,,
14548,4,0.0,,,,,,
14550,6,0.0,,,,,,
14552,0,,,,,,,
14554,4,2.0,7.0,3.0,5.0,,,
14556,0,4.0,,,,,,
14559,6,1.0,,,,,,
14560,6,1.0,,,,,,
14562,7,4.0,6.0,3.0,2.0,,,
14564,0,,,,,,,
14566,6,1.0,4.0,2.0,3.0,,,
14569,6,4.0,,,,,,
14570,4,0.0,1.0,7.0,2.0,,,
14572,0,1.0,3.0,7.0,4.0,,,
14574,0,1.0,3.0,7.0,4.0,,,
14576,0,2.0,4.0,1.0,,,,
14579,0,1.0,7.0,4.0,3.0,,,
14580,6,4.0,,,,,,
14582,4,0.0,1.0,2.0,5.0,,,
14585,0,6.0,1.0,7.0,3.0,,,
14586,4,1.0,0.0,,,,,
14588,6,1.0,,,,,,
14590,4,3.0,,,,,,
14592,1,0.0,4.0,3.0,,,,
14594,0,,,,,,,
14596,6,1.0,0.0,4.0,2.0,,,
14598,6,1.0,4.0,,,,,
14601,4,6.0,,,,,,
14602,3,2.0,,,,,,
14604,3,4.0,,,,,,
14606,0,,,,,,,
14608,4,3.0,1.0,0.0,2.0,,,
14610,3,0.0,,,,,,
14613,2,,,,,,,
14614,2,,,,,,,
14616,6,,,,,,,
14618,0,1.0,4.0,,,,,
14621,7,0.0,2.0,6.0,,,,
14623,1,7.0,0.0,3.0,4.0,,,
14625,0,1.0,4.0,7.0,3.0,,,
14627,6,,,,,,,
14628,1,0.0,,,,,,
14631,6,,,,,,,
14633,6,,,,,,,
14635,7,,,,,,,
14637,6,4.0,3.0,1.0,2.0,,,
14639,4,1.0,7.0,,,,,
14641,4,5.0,3.0,7.0,,,,
14642,4,,,,,,,
14645,0,,,,,,,
14647,7,0.0,2.0,,,,,
14649,1,0.0,6.0,,,,,
14651,1,6.0,0.0,,,,,
14653,0,1.0,4.0,7.0,3.0,,,
14654,7,0.0,6.0,2.0,,,,
14656,6,,,,,,,
14658,6,,,,,,,
14660,6,3.0,4.0,1.0,2.0,,,
14663,6,0.0,,,,,,
14665,6,,,,,,,
14667,1,,,,,,,
14671,1,6.0,,,,,,
14673,6,,,,,,,
17820,1,4.0,2.0,5.0,0.0,,,
17822,2,1.0,0.0,4.0,3.0,,,
17823,2,0.0,1.0,4.0,7.0,,,
17825,7,2.0,0.0,,,,,
17827,7,2.0,0.0,,,,,
17829,4,,,,,,,
17831,4,,,,,,,
17834,6,1.0,,,,,,
17835,4,2.0,3.0,,,,,
17838,4,1.0,0.0,2.0,5.0,,,
17839,2,1.0,3.0,7.0,,,,
17842,6,,,,,,,
17843,7,2.0,,,,,,
17845,7,2.0,,,,,,
17847,0,6.0,1.0,3.0,7.0,,,
17849,0,1.0,4.0,7.0,3.0,,,
17851,4,0.0,3.0,,,,,
17853,0,1.0,4.0,2.0,3.0,,,
17855,6,7.0,0.0,1.0,4.0,,,
17857,6,,,,,,,
17859,0,3.0,4.0,,,,,
17861,0,7.0,6.0,,,,,
17863,1,4.0,2.0,5.0,0.0,,,
17866,6,0.0,1.0,3.0,5.0,,,
17868,6,,,,,,,
18504,1,0.0,4.0,3.0,5.0,,,
18506,1,0.0,4.0,3.0,5.0,,,
18510,2,3.0,6.0,7.0,4.0,,,
18915,7,0.0,2.0,1.0,6.0,,,
18916,0,1.0,2.0,4.0,3.0,,,
18917,2,1.0,4.0,,,,,
18918,2,0.0,3.0,,,,,
18919,2,0.0,3.0,,,,,
18920,0,7.0,,,,,,
18921,3,2.0,,,,,,
18922,1,7.0,3.0,0.0,4.0,,,
18923,0,7.0,4.0,,,,,
18924,0,1.0,2.0,3.0,4.0,,,
18925,0,4.0,3.0,1.0,6.0,,,
18926,7,1.0,4.0,2.0,,,,
18927,2,0.0,1.0,4.0,,,,
18929,0,4.0,2.0,7.0,5.0,,,
18946,2,7.0,4.0,0.0,,,,
18947,0,2.0,3.0,,,,,
18950,3,,,,,,,
18951,2,0.0,,,,,,
18953,4,,,,,,,
18954,0,2.0,,,,,,
18957,1,4.0,2.0,7.0,0.0,,,
18958,4,0.0,1.0,6.0,3.0,,,
18959,3,,,,,,,
18967,0,4.0,7.0,1.0,,,,
18968,6,,,,,,,
18970,1,0.0,,,,,,
18971,7,1.0,0.0,2.0,4.0,,,
18975,4,2.0,5.0,3.0,7.0,,,
18976,0,4.0,5.0,7.0,2.0,,,
18977,3,4.0,,,,,,
18979,2,,,,,,,
18980,3,2.0,,,,,,
18981,2,3.0,,,,,,
18982,4,,,,,,,
18983,0,4.0,7.0,1.0,,,,
18989,2,,,,,,,
18990,7,1.0,3.0,0.0,2.0,,,
18995,4,,,,,,,
18996,4,,,,,,,
18997,3,4.0,,,,,,
18998,3,,,,,,,
19000,2,,,,,,,
19003,0,4.0,7.0,1.0,6.0,,,
19004,1,2.0,4.0,5.0,0.0,,,
19009,2,0.0,3.0,,,,,
19010,3,2.0,,,,,,
19011,3,2.0,,,,,,
19017,2,,,,,,,
19020,2,3.0,,,,,,
19021,3,4.0,2.0,,,,,
19023,3,,,,,,,
19025,2,3.0,4.0,0.0,,,,
19026,2,,,,,,,
19028,0,4.0,,,,,,
19030,7,,,,,,,
19033,3,,,,,,,
19035,2,,,,,,,
19036,1,6.0,4.0,2.0,3.0,,,
19037,1,0.0,2.0,7.0,,,,
19039,0,1.0,3.0,4.0,,,,
19040,0,1.0,3.0,4.0,,,,
19041,4,1.0,0.0,2.0,5.0,,,
19042,7,1.0,,,,,,
19044,2,,,,,,,
19046,2,,,,,,,
19050,3,2.0,,,,,,
19052,3,4.0,,,,,,
19055,3,4.0,1.0,2.0,,,,
19056,7,1.0,,,,,,
19062,3,2.0,,,,,,
19063,2,,,,,,,
19064,6,,,,,,,
19065,0,1.0,3.0,4.0,,,,
19072,3,4.0,,,,,,
19074,1,,,,,,,
19075,3,2.0,,,,,,
19077,2,0.0,3.0,,,,,
19078,2,0.0,,,,,,
19081,2,,,,,,,
19082,2,0.0,,,,,,
19083,3,2.0,,,,,,
19088,2,,,,,,,
19091,0,7.0,1.0,4.0,3.0,,,
19097,5,1.0,2.0,0.0,,,,
19100,2,,,,,,,
19104,2,,,,,,,
19105,2,,,,,,,
19107,0,,,,,,,
19113,3,4.0,,,,,,
19114,3,4.0,,,,,,
19116,0,,,,,,,
19118,3,4.0,2.0,,,,,
19121,2,,,,,,,
19122,6,1.0,2.0,7.0,5.0,,,
19123,2,1.0,4.0,3.0,6.0,,,
19125,3,2.0,,,,,,
19126,3,4.0,,,,,,
19128,2,3.0,,,,,,
19129,2,1.0,,,,,,
19130,2,,,,,,,
19132,6,,,,,,,
19133,0,7.0,4.0,1.0,6.0,,,
19135,0,1.0,2.0,6.0,4.0,,,
19136,0,1.0,7.0,2.0,6.0,,,
19137,2,0.0,3.0,1.0,4.0,,,
19139,0,,,,,,,
19141,3,4.0,,,,,,
19142,3,2.0,,,,,,
19143,2,3.0,,,,,,
19144,2,0.0,3.0,1.0,4.0,,,
19145,3,4.0,,,,,,
19147,4,,,,,,,
19150,6,1.0,0.0,,,,,
19152,2,,,,,,,
19155,3,2.0,,,,,,
19158,2,,,,,,,
19159,3,2.0,,,,,,
19165,2,,,,,,,
19166,3,2.0,,,,,,
19167,3,2.0,,,,,,
19174,0,7.0,,,,,,
19175,3,2.0,,,,,,
19177,3,2.0,,,,,,
19180,4,1.0,0.0,2.0,,,,
19182,3,4.0,,,,,,
19183,3,2.0,4.0,1.0,,,,
19184,2,0.0,3.0,4.0,1.0,,,
19185,3,1.0,,,,,,
19187,3,1.0,,,,,,
19188,2,,,,,,,
19189,2,,,,,,,
19190,2,,,,,,,
19191,7,6.0,2.0,,,,,
19194,3,1.0,,,,,,
19196,1,2.0,5.0,0.0,4.0,,,
19198,3,,,,,,,
19201,3,2.0,,,,,,
19202,3,2.0,,,,,,
19204,4,3.0,0.0,2.0,1.0,,,
19205,7,6.0,2.0,,,,,
19206,7,6.0,2.0,,,,,
19207,2,0.0,1.0,7.0,,,,
19208,1,6.0,,,,,,
19212,3,4.0,,,,,,
19213,3,2.0,,,,,,
19214,4,,,,,,,
19215,4,2.0,,,,,,
19216,7,0.0,2.0,1.0,,,,
19217,7,0.0,4.0,1.0,3.0,,,
19223,3,2.0,,,,,,
19225,1,7.0,0.0,,,,,
19226,1,0.0,,,,,,
19227,7,6.0,0.0,1.0,3.0,,,
19228,3,1.0,,,,,,
19229,2,,,,,,,
19241,3,2.0,,,,,,
19242,2,0.0,3.0,,,,,
19245,1,2.0,0.0,7.0,,,,
19246,4,2.0,3.0,7.0,0.0,,,
19249,1,,,,,,,
19251,0,,,,,,,
19252,0,,,,,,,
19253,2,,,,,,,
19254,2,,,,,,,
19255,2,,,,,,,
19258,3,,,,,,,
19259,3,4.0,,,,,,
19260,0,3.0,7.0,1.0,6.0,,,
19261,0,3.0,1.0,4.0,2.0,,,
19262,0,2.0,,,,,,
19263,0,4.0,1.0,2.0,,,,
19264,1,4.0,3.0,6.0,2.0,,,
19265,2,6.0,1.0,0.0,7.0,,,
19266,7,0.0,,,,,,
19268,4,7.0,6.0,0.0,3.0,,,
19271,2,,,,,,,
19272,2,1.0,0.0,,,,,
19273,0,,,,,,,
19274,0,,,,,,,
19277,7,2.0,4.0,0.0,6.0,,,
19278,4,2.0,3.0,7.0,0.0,,,
19289,1,6.0,7.0,0.0,2.0,,,
19290,7,0.0,2.0,,,,,
19292,1,0.0,,,,,,
20997,7,,,,,,,
20999,0,1.0,3.0,4.0,,,,
21002,4,2.0,0.0,3.0,1.0,,,
21003,1,4.0,0.0,5.0,6.0,,,
21005,7,1.0,6.0,5.0,3.0,,,
21008,3,6.0,2.0,4.0,7.0,,,
21010,0,7.0,6.0,,,,,
21014,1,0.0,2.0,4.0,3.0,,,
21015,1,7.0,6.0,0.0,4.0,,,
21017,0,7.0,6.0,1.0,,,,
21019,7,2.0,0.0,,,,,
21021,0,4.0,6.0,,,,,
21023,1,,,,,,,
21025,1,,,,,,,
21027,3,2.0,4.0,1.0,7.0,,,
21029,4,1.0,2.0,3.0,5.0,,,
21031,0,,,,,,,
21033,0,1.0,3.0,2.0,4.0,,,
21035,1,4.0,2.0,3.0,5.0,,,
21037,1,,,,,,,
21039,0,,,,,,,
21041,2,,,,,,,
21044,6,4.0,0.0,1.0,2.0,,,
21046,1,,,,,,,
21047,7,,,,,,,
23078,0,,,,,,,
23083,6,,,,,,,
23085,0,7.0,6.0,2.0,1.0,,,
23086,3,,,,,,,
23087,6,,,,,,,
23089,2,,,,,,,
23092,0,1.0,6.0,3.0,7.0,,,
23094,2,,,,,,,
23097,4,2.0,3.0,7.0,5.0,,,
23098,4,1.0,0.0,5.0,7.0,,,
23100,4,2.0,3.0,7.0,5.0,,,
23102,1,0.0,4.0,3.0,,,,
23103,1,6.0,0.0,,,,,
23105,6,,,,,,,
23109,1,7.0,,,,,,
23110,1,6.0,0.0,,,,,
23112,3,0.0,,,,,,
23116,7,5.0,2.0,,,,,
23118,2,,,,,,,
23119,3,2.0,,,,,,
23121,0,2.0,1.0,3.0,4.0,,,
23122,2,,,,,,,
23123,2,0.0,,,,,,
23127,1,6.0,,,,,,
23130,1,6.0,,,,,,
23131,0,7.0,2.0,6.0,1.0,,,
23132,0,2.0,,,,,,
23135,7,2.0,5.0,0.0,1.0,,,
23137,1,3.0,4.0,,,,,
23138,6,1.0,7.0,0.0,,,,
23142,1,2.0,7.0,0.0,5.0,,,
23144,0,2.0,,,,,,
23146,0,2.0,6.0,3.0,1.0,,,
23149,7,5.0,2.0,,,,,
23151,6,7.0,0.0,1.0,2.0,,,
23153,0,2.0,,,,,,
23154,2,6.0,5.0,1.0,3.0,,,
23155,0,6.0,,,,,,
23156,2,,,,,,,
23158,6,7.0,,,,,,
23159,1,4.0,3.0,0.0,2.0,,,
23161,3,4.0,2.0,,,,,
23163,3,4.0,,,,,,
23164,2,0.0,3.0,,,,,
23166,2,0.0,3.0,,,,,
23167,2,0.0,3.0,,,,,
23171,2,0.0,3.0,,,,,
23174,4,7.0,0.0,1.0,,,,
23175,0,1.0,,,,,,
23176,6,4.0,1.0,2.0,,,,
23177,7,0.0,1.0,5.0,2.0,,,
23178,1,4.0,2.0,3.0,0.0,,,
23180,4,,,,,,,
23181,7,0.0,1.0,,,,,
23182,7,,,,,,,
23183,0,7.0,1.0,6.0,,,,
23184,1,4.0,0.0,3.0,2.0,,,
23185,1,4.0,3.0,0.0,7.0,,,
23186,3,2.0,4.0,1.0,7.0,,,
23188,3,2.0,4.0,,,,,
23190,3,2.0,,,,,,
23193,2,0.0,3.0,,,,,
23204,1,0.0,2.0,5.0,7.0,,,
23205,6,1.0,0.0,4.0,,,,
23207,2,0.0,3.0,,,,,
23208,1,4.0,3.0,0.0,2.0,,,
23209,1,4.0,3.0,0.0,2.0,,,
23211,0,1.0,2.0,6.0,,,,
23216,7,0.0,1.0,2.0,,,,
23220,2,7.0,,,,,,
23222,3,4.0,,,,,,
23224,3,2.0,,,,,,
23225,3,2.0,,,,,,
23227,3,2.0,,,,,,
23228,3,2.0,,,,,,
23229,2,,,,,,,
23230,2,0.0,3.0,,,,,
23231,2,,,,,,,
23237,1,,,,,,,
23239,0,,,,,,,
23240,0,1.0,,,,,,
23241,4,0.0,1.0,,,,,
23242,0,,,,,,,
23243,0,,,,,,,
23244,1,4.0,0.0,2.0,5.0,,,
23245,7,2.0,0.0,6.0,1.0,,,
23247,2,,,,,,,
23248,2,0.0,3.0,,,,,
23249,4,1.0,0.0,6.0,2.0,,,
23251,1,0.0,7.0,,,,,
23252,3,4.0,,,,,,
23258,0,1.0,4.0,2.0,,,,
23259,3,4.0,,,,,,
23271,1,4.0,0.0,2.0,5.0,,,
23272,0,4.0,1.0,2.0,7.0,,,
23276,3,4.0,,,,,,
23279,2,,,,,,,
23281,4,0.0,1.0,2.0,7.0,,,
23283,2,7.0,,,,,,
23284,1,,,,,,,
23285,4,0.0,7.0,6.0,,,,
23287,7,0.0,1.0,2.0,,,,
23288,0,7.0,1.0,4.0,3.0,,,
23289,0,3.0,4.0,5.0,2.0,,,
23290,1,7.0,0.0,,,,,
23292,1,4.0,0.0,2.0,5.0,,,
23293,7,0.0,1.0,2.0,,,,
23294,7,1.0,,,,,,
23295,0,7.0,,,,,,
23296,0,1.0,7.0,,,,,
23297,0,1.0,7.0,,,,,
23298,1,7.0,0.0,,,,,
23299,1,7.0,,,,,,
23300,0,,,,,,,
23303,3,2.0,,,,,,
23304,3,2.0,,,,,,
23305,3,4.0,,,,,,
23306,3,1.0,,,,,,
23308,3,,,,,,,
23309,2,,,,,,,
23310,2,4.0,,,,,,
23311,2,,,,,,,
23312,2,0.0,3.0,,,,,
23322,2,,,,,,,
23325,4,0.0,,,,,,
23327,4,1.0,6.0,2.0,3.0,,,
23331,3,2.0,4.0,,,,,
23332,2,,,,,,,
23333,2,,,,,,,
23334,3,2.0,,,,,,
23335,3,2.0,,,,,,
23336,3,2.0,,,,,,
23338,2,,,,,,,
23339,3,4.0,,,,,,
23340,3,4.0,,,,,,
23341,3,2.0,,,,,,
23342,3,,,,,,,
23343,3,2.0,,,,,,
23344,3,,,,,,,
23345,4,3.0,5.0,7.0,0.0,,,
23346,1,4.0,,,,,,
23347,1,3.0,2.0,0.0,4.0,,,
23348,4,2.0,5.0,6.0,3.0,,,
23349,6,,,,,,,
23350,6,2.0,5.0,4.0,7.0,,,
23351,0,,,,,,,
23352,4,5.0,3.0,7.0,2.0,,,
23353,1,0.0,,,,,,
23355,1,7.0,2.0,0.0,4.0,,,
23356,0,1.0,6.0,,,,,
23357,3,2.0,4.0,0.0,5.0,,,
23369,2,3.0,4.0,,,,,
23370,3,1.0,,,,,,
23371,0,,,,,,,
23375,3,2.0,,,,,,
23379,3,4.0,,,,,,
23396,4,1.0,,,,,,
23401,5,1.0,4.0,0.0,3.0,,,
23402,5,1.0,4.0,0.0,3.0,,,
