,0,1,2,3,4,5,6,7,8
2200,6,,,,,,,,
2202,6,8.0,0.0,3.0,5.0,,,,
2204,6,,,,,,,,
2206,7,4.0,1.0,,,,,,
2208,4,6.0,8.0,0.0,2.0,,,,
2210,6,,,,,,,,
2213,6,,,,,,,,
2215,6,,,,,,,,
2217,6,,,,,,,,
2219,7,1.0,6.0,,,,,,
2220,7,1.0,4.0,8.0,0.0,,,,
3229,0,1.0,,,,,,,
3231,3,,,,,,,,
3233,3,,,,,,,,
3235,1,0.0,,,,,,,
3237,0,6.0,4.0,3.0,7.0,,,,
3239,7,0.0,,,,,,,
3241,6,4.0,7.0,,,,,,
3243,7,1.0,2.0,4.0,,,,,
3245,5,1.0,7.0,2.0,,,,,
3247,3,,,,,,,,
3249,7,,,,,,,,
3251,6,4.0,,,,,,,
3253,8,4.0,1.0,,,,,,
3255,1,8.0,4.0,0.0,,,,,
3257,6,4.0,3.0,0.0,2.0,,,,
3259,7,0.0,,,,,,,
3260,5,1.0,,,,,,,
3262,6,4.0,,,,,,,
3265,1,5.0,3.0,6.0,,,,,
3269,8,4.0,,,,,,,
3271,0,5.0,4.0,,,,,,
3273,3,6.0,,,,,,,
3275,7,3.0,0.0,8.0,1.0,,,,
3277,1,2.0,,,,,,,
3279,8,5.0,3.0,4.0,1.0,,,,
3280,0,,,,,,,,
3282,1,5.0,3.0,6.0,,,,,
3284,8,4.0,,,,,,,
3286,1,0.0,8.0,7.0,4.0,,,,
3288,1,,,,,,,,
3290,7,8.0,0.0,3.0,4.0,,,,
3292,3,1.0,6.0,,,,,,
3294,1,,,,,,,,
3300,3,5.0,8.0,,,,,,
3302,7,8.0,6.0,,,,,,
3304,1,,,,,,,,
3306,8,5.0,6.0,7.0,3.0,,,,
3308,4,8.0,5.0,1.0,0.0,,,,
3310,1,5.0,0.0,6.0,,,,,
3312,8,7.0,4.0,1.0,,,,,
3314,7,4.0,1.0,,,,,,
3316,4,8.0,,,,,,,
3318,1,,,,,,,,
3320,7,,,,,,,,
3322,1,,,,,,,,
3324,8,5.0,4.0,3.0,1.0,,,,
3326,1,,,,,,,,
3328,0,,,,,,,,
3331,3,2.0,,,,,,,
3332,7,1.0,2.0,,,,,,
3334,1,5.0,0.0,,,,,,
3336,2,7.0,1.0,,,,,,
3338,5,4.0,0.0,7.0,1.0,,,,
3340,7,5.0,6.0,,,,,,
3342,4,,,,,,,,
3344,7,1.0,2.0,6.0,0.0,,,,
3346,4,1.0,7.0,8.0,2.0,,,,
3348,6,3.0,4.0,0.0,,,,,
3350,1,5.0,6.0,0.0,2.0,,,,
3352,7,5.0,1.0,,,,,,
3354,1,,,,,,,,
3356,1,7.0,0.0,4.0,,,,,
3358,0,,,,,,,,
3360,0,,,,,,,,
3362,8,3.0,5.0,,,,,,
3364,7,3.0,8.0,6.0,,,,,
3366,1,7.0,0.0,,,,,,
3368,0,1.0,6.0,5.0,8.0,,,,
3371,6,3.0,5.0,0.0,8.0,,,,
3373,5,8.0,6.0,0.0,,,,,
3376,1,,,,,,,,
3378,7,3.0,6.0,0.0,5.0,,,,
3382,6,3.0,7.0,,,,,,
3384,2,1.0,,,,,,,
3386,6,1.0,3.0,4.0,8.0,,,,
3388,1,2.0,,,,,,,
3392,7,1.0,3.0,,,,,,
3394,8,4.0,7.0,,,,,,
3396,8,4.0,6.0,0.0,5.0,,,,
3398,0,,,,,,,,
3400,4,0.0,5.0,6.0,1.0,,,,
3402,5,7.0,2.0,8.0,4.0,,,,
3404,7,1.0,6.0,0.0,3.0,,,,
3405,2,1.0,3.0,4.0,8.0,,,,
3407,7,5.0,8.0,4.0,,,,,
3409,3,7.0,,,,,,,
3411,7,1.0,6.0,0.0,3.0,,,,
3413,1,7.0,0.0,2.0,6.0,,,,
3415,8,3.0,5.0,,,,,,
3418,1,6.0,8.0,0.0,4.0,,,,
3421,8,3.0,1.0,2.0,4.0,,,,
3423,1,,,,,,,,
3425,3,5.0,4.0,8.0,,,,,
3427,7,1.0,,,,,,,
3429,8,4.0,,,,,,,
3431,1,0.0,,,,,,,
3433,1,7.0,2.0,,,,,,
3435,5,2.0,7.0,8.0,,,,,
3437,8,,,,,,,,
3439,1,,,,,,,,
3441,2,1.0,6.0,3.0,,,,,
3443,1,2.0,7.0,8.0,3.0,,,,
3445,7,1.0,2.0,,,,,,
3447,7,2.0,8.0,4.0,6.0,,,,
3449,3,2.0,8.0,4.0,5.0,,,,
3451,1,4.0,0.0,,,,,,
3453,7,6.0,8.0,1.0,5.0,,,,
3455,1,,,,,,,,
3457,7,4.0,8.0,2.0,5.0,,,,
3459,8,4.0,2.0,1.0,3.0,,,,
3461,8,4.0,,,,,,,
3463,4,1.0,8.0,,,,,,
3465,7,8.0,4.0,1.0,6.0,,,,
3467,7,6.0,1.0,,,,,,
3469,5,7.0,6.0,1.0,,,,,
3471,8,4.0,,,,,,,
3473,1,2.0,7.0,,,,,,
3475,1,6.0,0.0,8.0,5.0,,,,
3477,4,8.0,1.0,0.0,6.0,,,,
3479,2,1.0,7.0,8.0,3.0,,,,
3481,1,6.0,0.0,2.0,8.0,,,,
3483,1,2.0,7.0,8.0,3.0,,,,
3485,1,6.0,3.0,4.0,8.0,,,,
3487,4,8.0,0.0,6.0,1.0,,,,
3489,7,2.0,1.0,,,,,,
3491,7,4.0,3.0,2.0,8.0,,,,
3493,3,2.0,8.0,4.0,5.0,,,,
3495,3,4.0,8.0,5.0,,,,,
3497,1,4.0,0.0,5.0,6.0,,,,
3499,4,8.0,0.0,6.0,,,,,
4534,7,1.0,,,,,,,
4536,1,,,,,,,,
4538,1,,,,,,,,
4540,1,,,,,,,,
4541,7,1.0,6.0,,,,,,
4543,8,4.0,1.0,3.0,,,,,
4545,1,,,,,,,,
4547,1,2.0,4.0,8.0,7.0,,,,
4549,1,4.0,0.0,5.0,,,,,
4551,2,5.0,0.0,6.0,4.0,,,,
4553,7,1.0,,,,,,,
4555,4,8.0,,,,,,,
4557,8,7.0,5.0,2.0,1.0,,,,
4559,0,6.0,4.0,8.0,5.0,,,,
4562,1,6.0,3.0,5.0,,,,,
4564,6,1.0,0.0,5.0,2.0,,,,
4566,8,4.0,,,,,,,
4568,7,2.0,1.0,6.0,8.0,,,,
4570,8,4.0,1.0,0.0,2.0,,,,
4571,1,0.0,2.0,8.0,,,,,
4573,0,2.0,1.0,,,,,,
4575,0,1.0,2.0,7.0,5.0,,,,
4577,1,0.0,4.0,2.0,7.0,,,,
4579,7,1.0,3.0,,,,,,
4581,1,0.0,,,,,,,
4583,0,8.0,3.0,,,,,,
4585,1,0.0,8.0,6.0,3.0,,,,
4587,7,1.0,4.0,6.0,3.0,,,,
4589,1,0.0,4.0,2.0,7.0,,,,
4591,0,4.0,1.0,6.0,8.0,,,,
4593,1,6.0,8.0,,,,,,
4595,4,7.0,8.0,1.0,5.0,,,,
4597,3,,,,,,,,
4599,5,2.0,8.0,,,,,,
4602,5,3.0,6.0,8.0,,,,,
4604,1,0.0,6.0,,,,,,
4606,1,,,,,,,,
4608,0,1.0,6.0,2.0,7.0,,,,
4610,4,8.0,1.0,3.0,,,,,
4612,7,4.0,,,,,,,
4614,0,1.0,,,,,,,
4616,1,0.0,5.0,,,,,,
4618,1,6.0,0.0,,,,,,
4620,4,8.0,0.0,,,,,,
4622,7,1.0,8.0,3.0,4.0,,,,
4624,4,8.0,0.0,6.0,2.0,,,,
4628,3,2.0,8.0,1.0,4.0,,,,
4631,8,4.0,,,,,,,
4633,5,2.0,8.0,,,,,,
4635,1,3.0,,,,,,,
4637,7,2.0,1.0,6.0,8.0,,,,
4638,3,1.0,0.0,7.0,5.0,,,,
4640,8,4.0,6.0,,,,,,
4641,0,1.0,,,,,,,
4643,7,1.0,3.0,8.0,4.0,,,,
4645,1,4.0,,,,,,,
4647,1,,,,,,,,
4649,1,5.0,6.0,0.0,2.0,,,,
4651,1,5.0,6.0,0.0,2.0,,,,
4653,2,7.0,8.0,4.0,0.0,,,,
4655,1,4.0,8.0,3.0,7.0,,,,
4657,5,3.0,6.0,,,,,,
4659,1,3.0,8.0,6.0,,,,,
4663,1,5.0,3.0,7.0,6.0,,,,
4665,5,7.0,3.0,8.0,4.0,,,,
4667,0,6.0,1.0,4.0,7.0,,,,
4669,8,7.0,0.0,4.0,6.0,,,,
4671,3,5.0,0.0,8.0,7.0,,,,
4673,1,,,,,,,,
4675,5,2.0,,,,,,,
4677,0,1.0,,,,,,,
4679,4,8.0,1.0,,,,,,
4681,6,1.0,5.0,,,,,,
4683,1,8.0,,,,,,,
4685,4,1.0,0.0,,,,,,
4687,8,4.0,,,,,,,
4693,2,0.0,1.0,4.0,6.0,,,,
4694,8,1.0,5.0,7.0,4.0,,,,
4698,1,6.0,0.0,2.0,3.0,,,,
4700,4,1.0,7.0,,,,,,
4702,7,1.0,2.0,3.0,4.0,,,,
4704,1,0.0,4.0,,,,,,
4706,0,7.0,,,,,,,
4708,6,0.0,7.0,,,,,,
4710,1,6.0,5.0,8.0,,,,,
4712,7,1.0,2.0,5.0,3.0,,,,
4714,6,1.0,,,,,,,
4716,1,6.0,0.0,5.0,7.0,,,,
4718,1,6.0,8.0,3.0,,,,,
4720,1,6.0,,,,,,,
4722,4,8.0,,,,,,,
4725,8,3.0,6.0,0.0,,,,,
4727,8,7.0,0.0,4.0,6.0,,,,
4729,3,0.0,2.0,8.0,5.0,,,,
4731,4,8.0,1.0,,,,,,
4733,7,8.0,3.0,0.0,5.0,,,,
4734,1,6.0,0.0,3.0,2.0,,,,
4736,7,0.0,1.0,3.0,6.0,,,,
4738,3,7.0,1.0,,,,,,
4740,1,6.0,0.0,5.0,2.0,,,,
4742,8,1.0,5.0,7.0,4.0,,,,
4744,1,0.0,,,,,,,
4747,1,7.0,6.0,5.0,3.0,,,,
4749,5,6.0,1.0,2.0,,,,,
4751,6,5.0,1.0,2.0,,,,,
4753,0,6.0,7.0,,,,,,
4754,6,4.0,8.0,3.0,5.0,,,,
4756,4,6.0,3.0,8.0,1.0,,,,
4758,1,0.0,,,,,,,
4760,4,8.0,,,,,,,
4762,8,4.0,,,,,,,
4764,6,3.0,4.0,8.0,0.0,,,,
4766,1,0.0,4.0,,,,,,
4770,8,3.0,7.0,5.0,1.0,,,,
4772,5,,,,,,,,
4774,6,1.0,0.0,5.0,,,,,
4776,1,0.0,2.0,7.0,6.0,,,,
4778,5,6.0,,,,,,,
4780,1,0.0,5.0,,,,,,
4782,0,4.0,3.0,,,,,,
4784,4,8.0,,,,,,,
4786,1,0.0,,,,,,,
4788,0,1.0,6.0,5.0,2.0,,,,
4789,3,,,,,,,,
4791,6,1.0,4.0,5.0,0.0,,,,
4793,8,4.0,,,,,,,
4795,1,0.0,,,,,,,
4797,8,4.0,0.0,,,,,,
4799,0,4.0,3.0,,,,,,
4801,4,8.0,1.0,3.0,2.0,,,,
4803,1,7.0,2.0,5.0,3.0,,,,
4805,5,,,,,,,,
4807,5,,,,,,,,
4810,1,0.0,2.0,6.0,5.0,,,,
4812,4,8.0,3.0,1.0,6.0,,,,
4814,1,,,,,,,,
4816,0,,,,,,,,
4818,4,8.0,,,,,,,
4822,1,,,,,,,,
4824,5,1.0,6.0,,,,,,
4826,6,,,,,,,,
4828,5,,,,,,,,
4829,5,,,,,,,,
4831,5,,,,,,,,
4833,5,,,,,,,,
4834,0,1.0,6.0,5.0,,,,,
4836,1,8.0,,,,,,,
4841,1,6.0,0.0,4.0,7.0,,,,
4843,0,,,,,,,,
4845,1,,,,,,,,
4847,1,6.0,0.0,4.0,7.0,,,,
4849,5,6.0,1.0,0.0,2.0,,,,
4850,5,6.0,8.0,0.0,4.0,,,,
4852,5,1.0,4.0,6.0,3.0,,,,
4854,1,,,,,,,,
4856,7,1.0,,,,,,,
4858,1,,,,,,,,
4860,2,0.0,6.0,1.0,4.0,,,,
4862,6,7.0,,,,,,,
4864,5,6.0,2.0,1.0,0.0,,,,
4866,6,5.0,0.0,,,,,,
4868,1,3.0,6.0,0.0,7.0,,,,
4872,3,8.0,4.0,6.0,0.0,,,,
4874,7,,,,,,,,
4876,1,5.0,,,,,,,
4878,6,0.0,2.0,,,,,,
4880,4,8.0,,,,,,,
4882,1,,,,,,,,
4884,3,4.0,2.0,6.0,1.0,,,,
4886,6,1.0,0.0,5.0,2.0,,,,
4888,6,5.0,0.0,,,,,,
4890,1,0.0,4.0,3.0,,,,,
4892,1,4.0,8.0,3.0,7.0,,,,
4894,6,5.0,7.0,1.0,0.0,,,,
4896,1,7.0,3.0,4.0,0.0,,,,
4899,5,6.0,2.0,0.0,4.0,,,,
4900,4,6.0,0.0,7.0,1.0,,,,
4902,1,4.0,8.0,3.0,7.0,,,,
4904,7,0.0,5.0,4.0,8.0,,,,
4906,5,4.0,0.0,2.0,6.0,,,,
4908,0,,,,,,,,
4910,1,,,,,,,,
4912,7,,,,,,,,
4914,8,4.0,1.0,0.0,3.0,,,,
4916,7,1.0,8.0,6.0,3.0,,,,
4918,1,5.0,0.0,,,,,,
4920,1,6.0,7.0,5.0,3.0,,,,
4922,4,8.0,1.0,0.0,5.0,,,,
4924,8,4.0,7.0,1.0,,,,,
4926,1,7.0,2.0,0.0,,,,,
4928,5,1.0,0.0,2.0,7.0,,,,
4930,0,7.0,5.0,4.0,6.0,,,,
4932,1,,,,,,,,
4934,1,8.0,7.0,,,,,,
4937,0,1.0,4.0,,,,,,
4939,8,6.0,,,,,,,
4940,1,4.0,0.0,,,,,,
4942,0,1.0,6.0,,,,,,
4944,1,8.0,6.0,4.0,0.0,,,,
4946,1,,,,,,,,
4947,1,6.0,0.0,7.0,2.0,,,,
4949,8,4.0,6.0,0.0,1.0,,,,
4951,8,4.0,0.0,6.0,3.0,,,,
4953,6,7.0,,,,,,,
4955,6,1.0,0.0,5.0,,,,,
4957,4,8.0,0.0,3.0,5.0,,,,
4959,1,2.0,8.0,4.0,0.0,,,,
4961,1,8.0,7.0,,,,,,
4963,1,5.0,4.0,,,,,,
4965,1,0.0,4.0,,,,,,
4967,1,5.0,,,,,,,
4970,4,1.0,0.0,7.0,,,,,
4972,7,,,,,,,,
4974,5,1.0,2.0,6.0,,,,,
4976,1,7.0,2.0,4.0,,,,,
4978,0,5.0,,,,,,,
4980,7,3.0,1.0,8.0,6.0,,,,
4984,6,0.0,5.0,,,,,,
4986,8,6.0,4.0,,,,,,
4988,1,0.0,4.0,,,,,,
6359,1,6.0,,,,,,,
6361,6,,,,,,,,
6363,4,6.0,8.0,3.0,1.0,,,,
6365,1,8.0,2.0,,,,,,
6367,5,8.0,3.0,,,,,,
6369,5,8.0,3.0,,,,,,
7219,4,8.0,5.0,0.0,6.0,,,,
7223,7,4.0,5.0,3.0,6.0,,,,
7225,7,0.0,,,,,,,
7229,1,,,,,,,,
7231,8,4.0,7.0,2.0,3.0,,,,
7233,1,7.0,3.0,,,,,,
7235,1,6.0,4.0,0.0,2.0,,,,
7237,8,4.0,7.0,,,,,,
7240,7,4.0,1.0,6.0,,,,,
7242,5,7.0,6.0,,,,,,
7248,6,1.0,4.0,8.0,3.0,,,,
7250,8,4.0,7.0,,,,,,
7252,1,0.0,,,,,,,
7254,7,3.0,,,,,,,
7256,1,2.0,7.0,,,,,,
7258,1,6.0,0.0,,,,,,
7260,1,,,,,,,,
7262,6,1.0,5.0,,,,,,
7264,5,0.0,,,,,,,
7266,1,,,,,,,,
7268,7,1.0,,,,,,,
7270,1,6.0,0.0,7.0,,,,,
7273,7,,,,,,,,
7275,1,7.0,2.0,3.0,6.0,,,,
7277,1,,,,,,,,
7367,1,6.0,,,,,,,
7369,0,5.0,1.0,,,,,,
7371,7,1.0,,,,,,,
7373,7,8.0,,,,,,,
7375,5,,,,,,,,
7377,6,,,,,,,,
8424,7,,,,,,,,
8425,5,0.0,,,,,,,
8427,0,5.0,,,,,,,
8428,6,1.0,0.0,7.0,2.0,,,,
8429,5,0.0,,,,,,,
8430,7,6.0,2.0,3.0,1.0,,,,
8431,1,6.0,2.0,8.0,4.0,,,,
8432,5,6.0,,,,,,,
