,0,1,2,3,4,5,6,7
421,2,6.0,1.0,,,,,
422,3,,,,,,,
423,0,,,,,,,
424,6,0.0,,,,,,
426,0,3.0,,,,,,
427,3,4.0,2.0,,,,,
428,0,,,,,,,
429,4,1.0,0.0,7.0,5.0,,,
430,6,,,,,,,
431,1,2.0,6.0,7.0,5.0,,,
432,7,6.0,,,,,,
433,7,2.0,,,,,,
435,6,1.0,0.0,,,,,
436,0,4.0,3.0,6.0,1.0,,,
437,3,6.0,7.0,1.0,5.0,,,
438,6,,,,,,,
439,2,6.0,,,,,,
440,2,6.0,,,,,,
441,6,0.0,3.0,1.0,5.0,,,
442,3,2.0,4.0,5.0,,,,
443,6,2.0,,,,,,
445,6,0.0,,,,,,
446,5,0.0,6.0,2.0,3.0,,,
447,6,0.0,,,,,,
448,6,0.0,3.0,1.0,5.0,,,
450,6,0.0,,,,,,
452,6,0.0,1.0,7.0,,,,
453,3,2.0,4.0,5.0,,,,
454,4,6.0,1.0,,,,,
455,1,7.0,4.0,6.0,3.0,,,
456,0,,,,,,,
457,6,1.0,,,,,,
458,6,,,,,,,
459,7,,,,,,,
460,6,4.0,5.0,1.0,3.0,,,
461,0,4.0,6.0,,,,,
462,0,6.0,3.0,2.0,,,,
463,0,4.0,7.0,3.0,5.0,,,
464,6,0.0,,,,,,
465,4,6.0,0.0,7.0,3.0,,,
466,0,7.0,1.0,3.0,4.0,,,
467,3,0.0,,,,,,
468,6,5.0,7.0,,,,,
469,0,,,,,,,
470,0,2.0,7.0,6.0,,,,
471,7,0.0,3.0,6.0,5.0,,,
472,6,7.0,2.0,0.0,1.0,,,
473,3,4.0,0.0,1.0,2.0,,,
474,4,1.0,3.0,0.0,2.0,,,
475,6,,,,,,,
476,6,0.0,1.0,,,,,
477,6,1.0,0.0,3.0,5.0,,,
478,6,7.0,1.0,0.0,,,,
479,4,0.0,3.0,5.0,1.0,,,
480,2,6.0,3.0,4.0,1.0,,,
481,6,,,,,,,
482,6,,,,,,,
483,6,,,,,,,
484,2,3.0,4.0,5.0,1.0,,,
485,0,6.0,2.0,1.0,,,,
487,3,4.0,5.0,6.0,,,,
488,0,1.0,6.0,,,,,
489,6,,,,,,,
490,3,6.0,7.0,,,,,
491,0,6.0,1.0,3.0,7.0,,,
492,0,6.0,7.0,3.0,,,,
493,4,3.0,0.0,6.0,,,,
494,6,,,,,,,
495,4,3.0,1.0,0.0,,,,
496,6,0.0,1.0,5.0,7.0,,,
497,7,0.0,3.0,6.0,5.0,,,
498,0,6.0,1.0,,,,,
499,1,7.0,0.0,4.0,6.0,,,
500,0,4.0,5.0,7.0,2.0,,,
501,0,4.0,1.0,6.0,3.0,,,
502,6,,,,,,,
503,6,4.0,1.0,,,,,
505,1,7.0,6.0,,,,,
506,7,6.0,,,,,,
507,0,4.0,1.0,3.0,7.0,,,
508,6,0.0,,,,,,
509,4,0.0,6.0,,,,,
570,0,4.0,,,,,,
571,3,,,,,,,
572,0,6.0,5.0,,,,,
573,0,2.0,4.0,1.0,7.0,,,
576,4,2.0,6.0,0.0,3.0,,,
577,4,0.0,3.0,1.0,7.0,,,
819,1,3.0,6.0,7.0,2.0,,,
820,6,4.0,3.0,1.0,2.0,,,
821,3,2.0,,,,,,
822,0,2.0,7.0,1.0,,,,
823,6,0.0,,,,,,
824,6,,,,,,,
825,6,0.0,1.0,7.0,,,,
826,6,0.0,1.0,,,,,
827,6,0.0,2.0,1.0,4.0,,,
829,6,0.0,5.0,3.0,1.0,,,
830,0,,,,,,,
831,3,4.0,1.0,,,,,
832,6,0.0,4.0,,,,,
833,6,2.0,1.0,7.0,5.0,,,
836,7,0.0,5.0,4.0,1.0,,,
837,4,,,,,,,
838,0,,,,,,,
839,3,4.0,6.0,0.0,7.0,,,
840,6,0.0,7.0,3.0,,,,
842,3,5.0,0.0,6.0,7.0,,,
843,7,0.0,3.0,,,,,
844,4,2.0,0.0,1.0,6.0,,,
845,6,3.0,4.0,1.0,,,,
1370,3,,,,,,,
1371,0,3.0,1.0,,,,,
1372,0,1.0,,,,,,
1373,3,,,,,,,
1374,6,7.0,0.0,,,,,
1375,6,,,,,,,
1376,6,0.0,3.0,,,,,
1378,6,1.0,,,,,,
1380,7,3.0,,,,,,
1381,6,4.0,1.0,,,,,
1382,6,0.0,,,,,,
1383,5,2.0,,,,,,
1384,3,,,,,,,
1385,6,,,,,,,
1386,3,4.0,6.0,2.0,7.0,,,
1387,0,6.0,1.0,,,,,
1388,6,0.0,3.0,2.0,1.0,,,
1389,1,6.0,3.0,0.0,,,,
1390,6,3.0,2.0,,,,,
1392,6,2.0,7.0,,,,,
1393,3,,,,,,,
1394,3,,,,,,,
1395,1,0.0,3.0,2.0,,,,
1396,6,,,,,,,
1397,6,7.0,3.0,0.0,1.0,,,
1398,3,,,,,,,
1399,2,,,,,,,
1400,0,1.0,5.0,,,,,
1401,3,1.0,6.0,4.0,0.0,,,
1402,3,1.0,6.0,4.0,0.0,,,
1403,3,,,,,,,
1404,6,7.0,3.0,0.0,1.0,,,
1405,0,5.0,1.0,7.0,3.0,,,
1406,6,3.0,2.0,1.0,4.0,,,
1407,2,4.0,0.0,,,,,
1408,6,2.0,1.0,,,,,
1409,0,2.0,6.0,5.0,,,,
1410,6,3.0,0.0,5.0,4.0,,,
1411,0,,,,,,,
1413,3,,,,,,,
1415,0,4.0,1.0,2.0,3.0,,,
1416,2,,,,,,,
1417,5,7.0,6.0,4.0,0.0,,,
1418,2,3.0,0.0,,,,,
1419,6,0.0,,,,,,
1420,6,1.0,,,,,,
1421,6,0.0,2.0,,,,,
1422,3,0.0,5.0,2.0,6.0,,,
1423,6,0.0,,,,,,
1426,0,6.0,,,,,,
1427,6,0.0,,,,,,
1428,6,,,,,,,
1429,6,1.0,0.0,7.0,,,,
1430,6,7.0,,,,,,
1431,6,7.0,,,,,,
1432,6,0.0,,,,,,
1433,0,6.0,2.0,3.0,,,,
1435,6,5.0,,,,,,
1436,3,6.0,,,,,,
1437,6,1.0,0.0,7.0,,,,
1438,7,,,,,,,
1439,6,,,,,,,
1440,6,,,,,,,
1441,6,0.0,,,,,,
1442,3,0.0,6.0,2.0,7.0,,,
1443,6,1.0,0.0,7.0,3.0,,,
1444,6,0.0,,,,,,
1445,6,0.0,,,,,,
1446,6,3.0,0.0,7.0,4.0,,,
1447,6,0.0,,,,,,
1471,3,0.0,,,,,,
1472,7,,,,,,,
1473,3,4.0,2.0,6.0,0.0,,,
1474,0,1.0,3.0,7.0,6.0,,,
1477,6,3.0,,,,,,
1478,0,3.0,7.0,4.0,1.0,,,
1479,0,6.0,2.0,,,,,
1481,6,0.0,1.0,,,,,
1482,6,0.0,1.0,,,,,
1483,3,4.0,1.0,6.0,0.0,,,
1484,4,0.0,1.0,3.0,7.0,,,
1485,4,0.0,1.0,2.0,6.0,,,
1487,0,3.0,7.0,4.0,1.0,,,
1488,1,6.0,4.0,5.0,3.0,,,
1489,0,6.0,1.0,5.0,7.0,,,
1490,0,2.0,6.0,,,,,
1492,0,6.0,3.0,5.0,1.0,,,
1828,6,4.0,2.0,,,,,
1829,2,4.0,0.0,3.0,,,,
1830,0,,,,,,,
1831,0,4.0,,,,,,
1832,4,7.0,0.0,5.0,3.0,,,
1833,4,1.0,0.0,3.0,6.0,,,
1834,6,,,,,,,
1837,6,2.0,4.0,,,,,
1838,4,3.0,0.0,6.0,1.0,,,
1839,4,0.0,5.0,6.0,7.0,,,
1840,0,5.0,4.0,7.0,6.0,,,
1841,6,1.0,2.0,0.0,4.0,,,
1912,2,,,,,,,
1913,0,1.0,6.0,5.0,3.0,,,
1914,6,0.0,4.0,7.0,3.0,,,
1915,6,5.0,1.0,0.0,2.0,,,
1916,2,7.0,6.0,0.0,4.0,,,
1917,0,3.0,7.0,6.0,,,,
1918,0,6.0,1.0,7.0,2.0,,,
1920,6,1.0,0.0,2.0,5.0,,,
1921,6,0.0,5.0,,,,,
1922,6,0.0,,,,,,
1923,6,0.0,7.0,,,,,
1924,6,,,,,,,
1925,6,,,,,,,
1926,0,3.0,7.0,6.0,,,,
1927,2,,,,,,,
1928,2,6.0,3.0,4.0,0.0,,,
1929,2,4.0,3.0,6.0,0.0,,,
1931,6,,,,,,,
1932,6,,,,,,,
1934,6,,,,,,,
1935,2,3.0,1.0,5.0,0.0,,,
1936,4,1.0,0.0,5.0,,,,
2169,6,2.0,,,,,,
2170,6,0.0,1.0,,,,,
2171,4,3.0,0.0,1.0,2.0,,,
2172,6,,,,,,,
2173,0,6.0,5.0,,,,,
2174,6,,,,,,,
2175,6,,,,,,,
2176,4,0.0,3.0,1.0,6.0,,,
2177,6,1.0,,,,,,
2178,0,,,,,,,
2179,7,6.0,,,,,,
2180,2,3.0,4.0,7.0,,,,
2181,0,1.0,5.0,6.0,7.0,,,
2182,6,,,,,,,
2183,6,,,,,,,
2184,6,1.0,7.0,0.0,,,,
2185,6,0.0,1.0,,,,,
2186,6,3.0,,,,,,
2187,3,0.0,,,,,,
2189,1,3.0,4.0,0.0,,,,
2190,0,6.0,4.0,3.0,2.0,,,
2191,5,3.0,1.0,6.0,0.0,,,
2192,6,7.0,3.0,,,,,
2193,6,0.0,3.0,,,,,
2194,0,2.0,,,,,,
2195,2,7.0,,,,,,
2196,6,0.0,5.0,3.0,1.0,,,
2197,6,,,,,,,
2198,6,2.0,0.0,1.0,,,,
2199,6,,,,,,,
2200,6,0.0,1.0,7.0,2.0,,,
2201,7,6.0,,,,,,
2202,2,,,,,,,
2203,0,6.0,4.0,3.0,2.0,,,
2204,6,0.0,2.0,,,,,
2205,6,0.0,1.0,5.0,7.0,,,
2206,6,,,,,,,
2207,7,6.0,4.0,1.0,0.0,,,
2208,6,7.0,5.0,1.0,0.0,,,
2209,6,0.0,5.0,1.0,,,,
2210,3,2.0,1.0,0.0,4.0,,,
2211,3,2.0,1.0,0.0,4.0,,,
2212,6,7.0,0.0,,,,,
2213,3,4.0,0.0,1.0,2.0,,,
2215,6,,,,,,,
2216,2,7.0,3.0,5.0,1.0,,,
2217,0,3.0,6.0,7.0,2.0,,,
2218,6,1.0,7.0,5.0,3.0,,,
2219,6,1.0,7.0,5.0,3.0,,,
2220,4,3.0,0.0,6.0,1.0,,,
2221,6,,,,,,,
2222,0,,,,,,,
2223,0,6.0,,,,,,
2224,6,,,,,,,
2225,6,5.0,0.0,1.0,2.0,,,
2226,0,6.0,3.0,5.0,2.0,,,
2227,6,1.0,,,,,,
2228,6,,,,,,,
2229,6,,,,,,,
2230,6,1.0,0.0,7.0,4.0,,,
2231,6,0.0,,,,,,
2232,6,,,,,,,
2233,6,0.0,5.0,4.0,2.0,,,
2234,0,,,,,,,
2235,6,,,,,,,
2237,6,7.0,5.0,,,,,
2238,6,0.0,5.0,1.0,,,,
2239,6,5.0,,,,,,
2240,3,0.0,4.0,1.0,2.0,,,
2241,6,0.0,7.0,,,,,
2242,6,,,,,,,
2243,0,4.0,6.0,7.0,1.0,,,
2246,3,1.0,4.0,0.0,,,,
2248,6,0.0,,,,,,
2249,0,6.0,,,,,,
2250,6,7.0,,,,,,
2251,0,,,,,,,
2252,6,0.0,2.0,7.0,1.0,,,
2253,1,,,,,,,
2254,6,,,,,,,
2255,6,,,,,,,
2256,6,4.0,2.0,7.0,3.0,,,
2257,6,2.0,4.0,,,,,
2258,6,4.0,2.0,,,,,
2259,6,0.0,,,,,,
2260,0,6.0,3.0,,,,,
2261,1,0.0,3.0,,,,,
2262,0,1.0,7.0,6.0,,,,
2263,6,5.0,,,,,,
2264,4,3.0,0.0,,,,,
2265,6,0.0,1.0,5.0,,,,
2266,5,7.0,4.0,3.0,6.0,,,
2267,0,6.0,1.0,7.0,,,,
2268,6,,,,,,,
2269,2,0.0,1.0,5.0,,,,
2270,6,7.0,5.0,2.0,0.0,,,
2271,4,0.0,6.0,1.0,2.0,,,
2272,0,6.0,7.0,,,,,
2273,6,,,,,,,
2274,6,,,,,,,
2275,0,6.0,7.0,,,,,
2276,6,1.0,0.0,,,,,
2277,6,,,,,,,
2278,6,7.0,1.0,0.0,5.0,,,
2279,0,6.0,1.0,,,,,
2281,6,,,,,,,
2282,7,6.0,5.0,,,,,
2283,6,0.0,4.0,1.0,3.0,,,
2284,6,0.0,7.0,,,,,
2285,0,1.0,4.0,3.0,2.0,,,
2286,6,0.0,2.0,,,,,
2287,6,,,,,,,
2288,3,2.0,0.0,,,,,
2289,2,0.0,5.0,1.0,7.0,,,
2290,4,0.0,1.0,5.0,,,,
2480,6,3.0,1.0,7.0,0.0,,,
2481,6,3.0,1.0,7.0,0.0,,,
2483,2,,,,,,,
2484,2,1.0,3.0,6.0,,,,
2486,0,1.0,6.0,5.0,,,,
2487,6,,,,,,,
2489,6,,,,,,,
2490,0,6.0,5.0,,,,,
2491,6,,,,,,,
2492,3,1.0,0.0,6.0,5.0,,,
2494,6,3.0,0.0,,,,,
2498,6,,,,,,,
2500,6,,,,,,,
2501,2,6.0,0.0,,,,,
2502,2,6.0,0.0,,,,,
2503,6,0.0,1.0,,,,,
2505,2,6.0,,,,,,
2506,2,6.0,0.0,,,,,
2507,2,6.0,0.0,,,,,
2508,6,,,,,,,
2756,6,0.0,,,,,,
2757,2,6.0,,,,,,
2758,7,2.0,6.0,3.0,4.0,,,
2759,4,0.0,7.0,6.0,2.0,,,
2760,6,,,,,,,
2761,6,,,,,,,
2762,6,0.0,,,,,,
2763,3,6.0,,,,,,
2764,6,,,,,,,
2765,1,6.0,2.0,0.0,4.0,,,
2766,6,,,,,,,
2767,6,,,,,,,
2768,7,4.0,6.0,3.0,,,,
2769,6,1.0,3.0,4.0,0.0,,,
2770,3,0.0,2.0,6.0,4.0,,,
2771,3,0.0,2.0,,,,,
2772,2,5.0,7.0,3.0,,,,
2773,6,,,,,,,
2774,1,6.0,7.0,,,,,
2775,6,7.0,0.0,,,,,
2776,2,,,,,,,
2777,6,2.0,7.0,3.0,,,,
2778,3,2.0,,,,,,
2779,3,2.0,,,,,,
2780,6,2.0,0.0,1.0,3.0,,,
2783,2,5.0,3.0,4.0,7.0,,,
2784,6,0.0,7.0,3.0,1.0,,,
2785,3,6.0,,,,,,
2786,6,2.0,0.0,1.0,3.0,,,
2787,3,4.0,2.0,,,,,
2788,3,4.0,2.0,,,,,
2789,7,4.0,6.0,,,,,
2790,0,1.0,3.0,,,,,
2791,7,6.0,,,,,,
2793,7,6.0,,,,,,
2794,1,,,,,,,
2795,6,2.0,0.0,,,,,
2796,6,2.0,0.0,,,,,
2797,0,5.0,1.0,6.0,2.0,,,
2798,6,,,,,,,
2799,0,1.0,6.0,,,,,
2800,0,6.0,,,,,,
2801,0,4.0,1.0,3.0,,,,
2803,6,,,,,,,
2805,3,1.0,,,,,,
2960,0,2.0,3.0,4.0,,,,
2961,0,3.0,6.0,2.0,7.0,,,
2962,3,4.0,0.0,1.0,6.0,,,
2963,0,3.0,6.0,2.0,7.0,,,
2964,6,0.0,,,,,,
2966,0,1.0,7.0,,,,,
2968,1,0.0,6.0,7.0,,,,
2969,6,0.0,2.0,,,,,
2970,0,6.0,,,,,,
2971,6,5.0,1.0,,,,,
2972,0,2.0,6.0,4.0,3.0,,,
2973,6,7.0,,,,,,
2974,6,0.0,1.0,3.0,5.0,,,
2975,0,7.0,2.0,1.0,3.0,,,
2976,0,,,,,,,
2977,2,,,,,,,
2978,6,,,,,,,
2979,6,,,,,,,
2980,6,4.0,7.0,0.0,,,,
2981,6,,,,,,,
2982,6,0.0,,,,,,
2983,6,0.0,3.0,7.0,5.0,,,
2984,0,4.0,,,,,,
2985,6,0.0,3.0,,,,,
2986,6,0.0,,,,,,
2987,4,3.0,2.0,7.0,,,,
2988,6,0.0,1.0,4.0,,,,
2989,0,6.0,,,,,,
2990,6,5.0,0.0,7.0,,,,
2991,2,,,,,,,
2993,7,5.0,0.0,2.0,,,,
2994,0,6.0,1.0,5.0,,,,
2995,0,,,,,,,
2997,0,4.0,,,,,,
2998,3,7.0,,,,,,
2999,0,6.0,,,,,,
3000,2,3.0,5.0,,,,,
3002,0,6.0,,,,,,
3003,5,3.0,,,,,,
3004,6,7.0,,,,,,
3005,6,,,,,,,
3006,6,0.0,,,,,,
3007,3,2.0,,,,,,
3008,5,4.0,2.0,0.0,3.0,,,
3009,6,,,,,,,
3011,6,3.0,,,,,,
3012,6,3.0,0.0,,,,,
3013,2,,,,,,,
3014,6,7.0,1.0,4.0,5.0,,,
3016,6,,,,,,,
3017,6,,,,,,,
3019,0,6.0,1.0,7.0,5.0,,,
3020,0,6.0,,,,,,
3021,0,6.0,,,,,,
3023,6,,,,,,,
3024,5,3.0,,,,,,
3025,6,0.0,2.0,,,,,
3026,2,7.0,,,,,,
3027,3,2.0,,,,,,
3028,3,6.0,4.0,2.0,1.0,,,
3029,2,6.0,,,,,,
3030,6,,,,,,,
3031,6,7.0,1.0,4.0,5.0,,,
3032,6,1.0,4.0,7.0,3.0,,,
3033,1,6.0,0.0,,,,,
3034,6,0.0,1.0,,,,,
3035,6,1.0,3.0,7.0,4.0,,,
3036,6,1.0,5.0,3.0,7.0,,,
3037,0,2.0,,,,,,
3038,3,0.0,7.0,6.0,,,,
3039,6,,,,,,,
3040,6,,,,,,,
3041,6,4.0,0.0,1.0,,,,
3042,1,6.0,5.0,3.0,,,,
3043,6,4.0,,,,,,
3044,6,3.0,1.0,7.0,,,,
3046,6,3.0,0.0,,,,,
3047,6,0.0,1.0,5.0,,,,
3048,6,2.0,,,,,,
3049,3,0.0,6.0,7.0,,,,
3050,3,6.0,0.0,1.0,,,,
3051,6,1.0,2.0,,,,,
3052,0,,,,,,,
3053,6,1.0,,,,,,
3054,6,,,,,,,
3055,6,,,,,,,
3056,4,,,,,,,
3057,6,0.0,3.0,1.0,7.0,,,
3059,0,,,,,,,
3060,2,4.0,0.0,1.0,3.0,,,
3061,6,0.0,2.0,,,,,
3062,0,1.0,,,,,,
3063,6,3.0,0.0,7.0,1.0,,,
3064,0,2.0,1.0,4.0,3.0,,,
3065,6,0.0,,,,,,
3067,1,6.0,0.0,7.0,,,,
3068,7,4.0,6.0,,,,,
3070,6,,,,,,,
3071,6,3.0,,,,,,
3072,0,1.0,,,,,,
3343,6,3.0,,,,,,
3344,0,2.0,7.0,6.0,3.0,,,
3345,6,0.0,,,,,,
3346,0,1.0,2.0,4.0,,,,
3347,6,0.0,,,,,,
3348,2,0.0,4.0,7.0,3.0,,,
3349,1,4.0,7.0,3.0,6.0,,,
3350,6,0.0,1.0,2.0,7.0,,,
3352,5,,,,,,,
3353,6,,,,,,,
3355,6,0.0,,,,,,
3356,6,0.0,3.0,5.0,2.0,,,
3357,6,2.0,7.0,,,,,
3358,3,6.0,0.0,4.0,2.0,,,
3359,6,,,,,,,
3360,6,0.0,3.0,5.0,2.0,,,
3361,0,2.0,4.0,1.0,7.0,,,
3362,0,3.0,4.0,1.0,2.0,,,
3363,2,,,,,,,
3364,6,1.0,3.0,7.0,,,,
3365,7,,,,,,,
3366,6,0.0,3.0,4.0,,,,
3367,0,2.0,,,,,,
3368,6,3.0,2.0,,,,,
3369,6,3.0,2.0,,,,,
3370,6,0.0,3.0,1.0,4.0,,,
3371,6,0.0,,,,,,
3593,0,,,,,,,
3594,1,2.0,4.0,6.0,0.0,,,
3595,0,,,,,,,
3596,7,,,,,,,
3597,2,4.0,3.0,,,,,
3598,4,,,,,,,
3599,6,4.0,2.0,1.0,0.0,,,
3600,5,6.0,2.0,4.0,0.0,,,
3601,4,3.0,6.0,7.0,1.0,,,
3602,4,,,,,,,
3603,1,0.0,3.0,4.0,,,,
3604,0,1.0,3.0,4.0,,,,
3605,0,1.0,5.0,3.0,6.0,,,
3891,0,6.0,,,,,,
3892,6,0.0,5.0,,,,,
3893,4,1.0,3.0,,,,,
3894,3,0.0,6.0,7.0,5.0,,,
3895,3,0.0,6.0,7.0,5.0,,,
3896,6,0.0,7.0,,,,,
3897,4,0.0,1.0,3.0,,,,
3898,1,,,,,,,
3899,2,6.0,4.0,0.0,3.0,,,
3900,0,6.0,2.0,,,,,
3901,6,0.0,,,,,,
3902,3,0.0,6.0,1.0,2.0,,,
3903,1,6.0,3.0,,,,,
3904,3,2.0,5.0,0.0,1.0,,,
3905,6,7.0,4.0,2.0,5.0,,,
3906,6,1.0,,,,,,
3907,0,6.0,,,,,,
3908,0,6.0,,,,,,
3909,1,,,,,,,
3910,6,1.0,7.0,3.0,4.0,,,
3911,6,0.0,5.0,3.0,,,,
3912,6,,,,,,,
4092,6,1.0,0.0,7.0,,,,
4093,6,2.0,7.0,4.0,,,,
4094,7,3.0,2.0,6.0,,,,
4095,0,6.0,7.0,5.0,1.0,,,
4097,6,2.0,7.0,4.0,,,,
4098,6,0.0,1.0,,,,,
4099,6,0.0,1.0,5.0,,,,
4100,6,0.0,1.0,3.0,4.0,,,
4101,6,7.0,0.0,1.0,2.0,,,
4102,2,,,,,,,
4103,6,0.0,,,,,,
4104,6,0.0,,,,,,
4105,6,,,,,,,
4106,6,1.0,7.0,,,,,
4107,6,,,,,,,
4108,6,,,,,,,
4109,6,4.0,3.0,0.0,,,,
4110,7,2.0,0.0,,,,,
4111,6,0.0,,,,,,
4112,6,0.0,,,,,,
4113,1,7.0,6.0,4.0,2.0,,,
4114,6,0.0,,,,,,
4115,0,7.0,2.0,,,,,
4116,6,2.0,,,,,,
4117,2,0.0,1.0,6.0,4.0,,,
4118,6,3.0,2.0,,,,,
4119,6,,,,,,,
4120,6,2.0,0.0,,,,,
4121,6,2.0,0.0,4.0,,,,
4122,6,0.0,4.0,1.0,7.0,,,
4123,6,3.0,,,,,,
4127,2,,,,,,,
4128,2,3.0,,,,,,
4129,6,0.0,2.0,1.0,,,,
4130,2,6.0,,,,,,
4131,0,1.0,5.0,2.0,3.0,,,
4133,2,,,,,,,
4135,2,3.0,,,,,,
4136,6,,,,,,,
4137,6,,,,,,,
4139,3,7.0,6.0,5.0,0.0,,,
4140,6,0.0,5.0,1.0,3.0,,,
4142,6,0.0,1.0,7.0,,,,
4143,7,0.0,1.0,4.0,2.0,,,
4144,0,6.0,7.0,1.0,3.0,,,
4193,2,,,,,,,
4194,2,3.0,,,,,,
4195,2,7.0,0.0,,,,,
4196,2,6.0,,,,,,
4197,0,,,,,,,
4198,0,,,,,,,
4199,0,6.0,3.0,7.0,2.0,,,
4200,0,1.0,2.0,3.0,4.0,,,
4201,4,6.0,1.0,0.0,2.0,,,
4202,2,,,,,,,
4203,2,,,,,,,
4204,6,2.0,,,,,,
4205,6,,,,,,,
4206,7,6.0,,,,,,
4207,6,0.0,7.0,5.0,3.0,,,
4208,2,6.0,,,,,,
4209,6,0.0,1.0,5.0,4.0,,,
4210,6,,,,,,,
4212,0,4.0,6.0,5.0,7.0,,,
4213,2,1.0,6.0,7.0,,,,
4214,7,6.0,,,,,,
4215,6,3.0,,,,,,
4217,5,,,,,,,
4218,2,3.0,,,,,,
4219,6,,,,,,,
4220,1,3.0,2.0,0.0,4.0,,,
4221,6,,,,,,,
4222,6,2.0,3.0,,,,,
4223,1,,,,,,,
4225,6,7.0,5.0,0.0,3.0,,,
4226,4,3.0,0.0,1.0,,,,
4229,6,2.0,3.0,,,,,
4230,0,6.0,7.0,1.0,4.0,,,
4231,0,1.0,,,,,,
4232,2,3.0,7.0,,,,,
4233,0,6.0,2.0,,,,,
4234,6,0.0,,,,,,
4235,2,1.0,6.0,0.0,7.0,,,
4236,3,0.0,1.0,,,,,
4237,4,,,,,,,
4238,0,6.0,1.0,4.0,5.0,,,
4239,6,3.0,,,,,,
4240,6,,,,,,,
4242,6,2.0,3.0,,,,,
4243,6,,,,,,,
4244,6,2.0,3.0,,,,,
4245,6,2.0,3.0,,,,,
4246,6,,,,,,,
4247,6,0.0,1.0,3.0,7.0,,,
4248,6,0.0,3.0,7.0,,,,
4249,0,6.0,,,,,,
4250,1,0.0,3.0,4.0,2.0,,,
4367,6,3.0,1.0,0.0,7.0,,,
4368,6,,,,,,,
4369,6,1.0,7.0,4.0,2.0,,,
4370,2,0.0,6.0,,,,,
4371,6,0.0,1.0,,,,,
4374,6,5.0,2.0,,,,,
4375,6,4.0,0.0,,,,,
4376,6,0.0,1.0,3.0,,,,
4377,1,,,,,,,
4378,1,6.0,,,,,,
4379,6,1.0,,,,,,
4382,1,6.0,,,,,,
4383,7,0.0,,,,,,
4384,6,,,,,,,
4385,3,1.0,,,,,,
4386,6,0.0,,,,,,
4387,6,,,,,,,
4389,0,,,,,,,
4390,6,5.0,4.0,1.0,7.0,,,
4392,6,4.0,0.0,1.0,5.0,,,
4393,3,0.0,4.0,1.0,6.0,,,
4594,1,0.0,,,,,,
4595,4,0.0,1.0,7.0,,,,
4596,0,6.0,4.0,3.0,1.0,,,
4597,6,,,,,,,
4598,0,7.0,3.0,5.0,,,,
4599,2,6.0,7.0,5.0,4.0,,,
4600,6,0.0,5.0,,,,,
4601,1,0.0,4.0,3.0,2.0,,,
4602,6,,,,,,,
4603,6,0.0,,,,,,
4604,6,,,,,,,
4605,0,4.0,3.0,2.0,7.0,,,
4606,0,4.0,3.0,1.0,5.0,,,
