,0,1,2,3,4,5,6,7
2041,2,1.0,5.0,6.0,7.0,,,
2042,2,1.0,6.0,5.0,,,,
2043,4,,,,,,,
2044,4,,,,,,,
2045,6,,,,,,,
2046,7,2.0,,,,,,
2085,5,2.0,,,,,,
2086,7,2.0,4.0,1.0,3.0,,,
2087,5,,,,,,,
2088,4,,,,,,,
2089,4,,,,,,,
2090,4,,,,,,,
2091,2,5.0,1.0,,,,,
2092,2,5.0,,,,,,
2094,7,2.0,4.0,6.0,0.0,,,
2097,4,,,,,,,
2099,4,6.0,2.0,1.0,5.0,,,
2100,2,5.0,6.0,1.0,7.0,,,
2102,7,5.0,4.0,2.0,6.0,,,
2103,7,1.0,4.0,2.0,5.0,,,
2104,1,2.0,4.0,5.0,,,,
2107,5,,,,,,,
2108,5,,,,,,,
2109,5,,,,,,,
2110,5,,,,,,,
2111,5,,,,,,,
2113,5,4.0,0.0,2.0,7.0,,,
2114,1,,,,,,,
2116,7,6.0,4.0,,,,,
2117,5,,,,,,,
2118,4,,,,,,,
2119,4,2.0,,,,,,
2121,4,5.0,,,,,,
2123,6,1.0,0.0,7.0,5.0,,,
2124,4,6.0,5.0,1.0,2.0,,,
2125,4,5.0,6.0,1.0,2.0,,,
2126,4,5.0,6.0,0.0,2.0,,,
2127,1,4.0,2.0,5.0,,,,
2128,5,4.0,6.0,,,,,
2129,7,2.0,5.0,1.0,,,,
2130,7,4.0,2.0,6.0,0.0,,,
2131,2,5.0,1.0,4.0,6.0,,,
2132,4,,,,,,,
2133,2,5.0,1.0,,,,,
2136,4,5.0,,,,,,
2137,4,5.0,,,,,,
2138,4,,,,,,,
2795,4,,,,,,,
2798,4,,,,,,,
2799,4,,,,,,,
2800,4,,,,,,,
2801,4,,,,,,,
2802,4,,,,,,,
2803,4,,,,,,,
2804,4,,,,,,,
2805,4,,,,,,,
2806,7,,,,,,,
2807,4,,,,,,,
2808,2,7.0,5.0,4.0,1.0,,,
2809,4,5.0,2.0,7.0,1.0,,,
2810,7,,,,,,,
2811,7,6.0,4.0,,,,,
2812,7,5.0,2.0,,,,,
2813,5,4.0,6.0,0.0,3.0,,,
2814,2,5.0,1.0,0.0,,,,
2815,1,,,,,,,
2836,4,,,,,,,
2837,5,2.0,,,,,,
2838,2,4.0,7.0,0.0,6.0,,,
2839,1,5.0,7.0,,,,,
2840,7,2.0,,,,,,
2841,5,2.0,4.0,7.0,6.0,,,
2842,2,7.0,,,,,,
2843,1,,,,,,,
2844,2,1.0,,,,,,
2845,2,7.0,,,,,,
2846,5,2.0,4.0,6.0,,,,
2847,2,5.0,1.0,4.0,,,,
2848,2,1.0,3.0,7.0,6.0,,,
2849,1,7.0,5.0,4.0,6.0,,,
2851,3,,,,,,,
2852,5,6.0,4.0,7.0,2.0,,,
2853,4,5.0,2.0,7.0,0.0,,,
2854,4,,,,,,,
2855,4,2.0,7.0,5.0,,,,
2856,2,,,,,,,
2869,4,2.0,7.0,5.0,,,,
2870,1,,,,,,,
2871,2,5.0,4.0,6.0,1.0,,,
2872,5,2.0,,,,,,
2873,7,5.0,1.0,6.0,2.0,,,
2874,7,5.0,2.0,1.0,3.0,,,
2875,4,,,,,,,
2876,1,,,,,,,
4123,3,1.0,4.0,,,,,
4126,4,7.0,3.0,2.0,,,,
4128,1,7.0,4.0,2.0,,,,
4130,4,,,,,,,
4132,4,,,,,,,
4134,4,2.0,7.0,6.0,5.0,,,
4136,4,7.0,3.0,2.0,1.0,,,
4138,4,2.0,7.0,1.0,6.0,,,
4140,7,,,,,,,
4142,7,5.0,2.0,,,,,
4144,5,4.0,6.0,7.0,2.0,,,
4146,5,2.0,4.0,1.0,6.0,,,
4148,5,4.0,6.0,2.0,7.0,,,
4150,4,,,,,,,
4151,1,7.0,3.0,6.0,5.0,,,
4154,4,,,,,,,
4156,7,6.0,0.0,2.0,,,,
4158,5,2.0,4.0,6.0,,,,
4160,4,,,,,,,
4161,4,5.0,0.0,,,,,
4163,4,,,,,,,
4166,4,,,,,,,
4168,4,,,,,,,
4170,4,,,,,,,
4171,4,,,,,,,
4174,4,,,,,,,
4177,4,,,,,,,
4178,4,,,,,,,
4180,4,,,,,,,
4182,4,,,,,,,
4183,4,,,,,,,
4184,4,,,,,,,
4187,4,,,,,,,
4190,4,,,,,,,
4191,4,,,,,,,
4194,4,,,,,,,
4195,4,,,,,,,
4198,4,,,,,,,
4200,4,,,,,,,
4202,4,,,,,,,
4203,4,,,,,,,
4206,4,,,,,,,
4207,4,,,,,,,
4210,4,,,,,,,
4211,4,,,,,,,
4216,4,,,,,,,
4217,4,,,,,,,
4219,4,,,,,,,
4222,4,,,,,,,
4227,4,,,,,,,
4228,4,,,,,,,
4229,4,,,,,,,
4231,4,,,,,,,
4235,4,,,,,,,
4236,5,2.0,4.0,,,,,
4238,4,,,,,,,
4240,7,,,,,,,
4241,7,,,,,,,
4243,4,5.0,6.0,7.0,3.0,,,
4245,1,7.0,4.0,2.0,0.0,,,
4247,2,7.0,1.0,5.0,4.0,,,
4249,2,7.0,1.0,5.0,4.0,,,
4252,4,5.0,2.0,,,,,
4253,5,4.0,0.0,1.0,6.0,,,
4255,4,5.0,6.0,7.0,2.0,,,
4257,5,1.0,2.0,4.0,,,,
4260,4,,,,,,,
4263,4,,,,,,,
4264,4,,,,,,,
4265,4,,,,,,,
4268,4,,,,,,,
4270,4,,,,,,,
4272,4,,,,,,,
4275,4,,,,,,,
4277,4,,,,,,,
4278,4,,,,,,,
4280,4,,,,,,,
4283,4,,,,,,,
4284,4,,,,,,,
4287,4,,,,,,,
4288,0,2.0,7.0,1.0,5.0,,,
4291,4,,,,,,,
4293,4,,,,,,,
4294,4,,,,,,,
4295,4,,,,,,,
4297,4,,,,,,,
4298,4,,,,,,,
4299,4,5.0,,,,,,
4300,4,,,,,,,
4303,4,,,,,,,
4305,4,,,,,,,
4307,4,,,,,,,
4309,2,0.0,1.0,7.0,4.0,,,
4310,6,1.0,0.0,5.0,3.0,,,
4311,4,,,,,,,
4313,4,,,,,,,
4315,4,,,,,,,
4317,4,,,,,,,
4319,4,,,,,,,
4321,4,,,,,,,
4323,4,,,,,,,
4325,4,,,,,,,
4327,4,,,,,,,
4329,4,,,,,,,
4331,4,,,,,,,
4334,4,,,,,,,
4335,4,,,,,,,
4337,4,,,,,,,
4339,4,,,,,,,
4341,4,,,,,,,
4343,4,,,,,,,
4345,4,,,,,,,
4346,4,,,,,,,
4349,4,,,,,,,
4351,4,,,,,,,
4353,4,,,,,,,
4355,4,,,,,,,
4358,4,,,,,,,
4360,4,,,,,,,
4361,4,,,,,,,
4363,4,,,,,,,
4366,4,,,,,,,
4368,4,,,,,,,
4369,4,,,,,,,
4370,4,,,,,,,
4371,4,,,,,,,
4375,4,,,,,,,
4378,4,,,,,,,
4379,4,,,,,,,
4381,4,,,,,,,
4383,4,,,,,,,
4386,4,,,,,,,
4388,4,,,,,,,
4390,4,,,,,,,
4391,4,5.0,1.0,6.0,7.0,,,
4395,7,2.0,4.0,,,,,
4396,7,,,,,,,
4398,5,4.0,2.0,7.0,1.0,,,
4401,4,,,,,,,
4403,4,,,,,,,
4405,6,,,,,,,
4407,4,5.0,,,,,,
4408,4,,,,,,,
4411,6,2.0,5.0,4.0,,,,
4412,3,6.0,,,,,,
4414,4,3.0,5.0,,,,,
4415,4,3.0,5.0,,,,,
4417,2,,,,,,,
4421,5,2.0,,,,,,
4422,7,2.0,,,,,,
4424,7,1.0,2.0,0.0,3.0,,,
4425,5,7.0,4.0,2.0,6.0,,,
4427,7,2.0,4.0,,,,,
4429,5,,,,,,,
4432,4,,,,,,,
4434,4,,,,,,,
4437,4,,,,,,,
4438,7,,,,,,,
4440,7,,,,,,,
4442,4,5.0,6.0,2.0,7.0,,,
4445,4,,,,,,,
4446,7,,,,,,,
4448,7,,,,,,,
4455,4,5.0,1.0,6.0,7.0,,,
4457,7,,,,,,,
4459,3,1.0,0.0,6.0,,,,
4461,5,,,,,,,
4463,5,4.0,7.0,6.0,2.0,,,
4465,5,6.0,4.0,7.0,2.0,,,
4468,6,4.0,1.0,5.0,,,,
4470,7,2.0,,,,,,
4471,4,,,,,,,
4472,4,,,,,,,
4475,4,,,,,,,
4476,4,,,,,,,
4479,4,,,,,,,
4480,4,,,,,,,
4482,4,,,,,,,
4484,4,,,,,,,
4486,4,,,,,,,
4489,4,,,,,,,
4491,4,,,,,,,
4493,4,,,,,,,
4495,4,,,,,,,
4498,4,,,,,,,
4500,4,,,,,,,
4501,4,,,,,,,
4502,4,,,,,,,
4505,4,,,,,,,
4506,4,,,,,,,
4508,4,,,,,,,
4510,4,,,,,,,
4511,4,,,,,,,
4515,4,,,,,,,
4517,4,,,,,,,
4519,4,,,,,,,
4521,4,,,,,,,
4522,4,,,,,,,
5643,1,0.0,2.0,7.0,5.0,,,
5669,2,5.0,7.0,4.0,6.0,,,
5671,2,5.0,,,,,,
5673,2,,,,,,,
5674,4,2.0,,,,,,
5676,6,5.0,,,,,,
5678,2,4.0,,,,,,
5681,2,4.0,7.0,6.0,0.0,,,
5682,0,6.0,5.0,,,,,
5685,2,5.0,,,,,,
5687,4,,,,,,,
5688,7,,,,,,,
5691,2,5.0,4.0,1.0,0.0,,,
5693,5,2.0,,,,,,
5694,2,,,,,,,
5695,2,1.0,5.0,,,,,
5698,2,1.0,,,,,,
5700,7,,,,,,,
5702,7,,,,,,,
5703,6,0.0,7.0,5.0,,,,
5704,5,1.0,2.0,,,,,
5705,2,5.0,,,,,,
5708,2,5.0,7.0,4.0,6.0,,,
5709,1,,,,,,,
5712,2,,,,,,,
5715,4,5.0,6.0,,,,,
5717,2,1.0,4.0,5.0,6.0,,,
5719,2,5.0,1.0,,,,,
5721,4,,,,,,,
5723,0,4.0,6.0,,,,,
5725,1,,,,,,,
5727,2,5.0,,,,,,
5729,7,2.0,4.0,0.0,,,,
5730,5,,,,,,,
5732,7,2.0,4.0,,,,,
5734,7,2.0,,,,,,
5736,2,4.0,,,,,,
5738,4,2.0,5.0,,,,,
5740,5,2.0,,,,,,
5743,4,2.0,,,,,,
5744,7,2.0,1.0,0.0,3.0,,,
5746,5,,,,,,,
5748,2,1.0,,,,,,
5751,1,0.0,2.0,6.0,3.0,,,
5752,5,2.0,4.0,1.0,,,,
7421,4,,,,,,,
7422,4,,,,,,,
7423,4,2.0,7.0,,,,,
7424,5,,,,,,,
7425,4,5.0,6.0,0.0,1.0,,,
7426,0,1.0,3.0,,,,,
7428,2,0.0,5.0,4.0,1.0,,,
7430,2,5.0,1.0,,,,,
7431,7,4.0,0.0,,,,,
7432,2,5.0,1.0,0.0,4.0,,,
7433,5,,,,,,,
7434,4,,,,,,,
7435,4,,,,,,,
7436,4,5.0,7.0,,,,,
7437,3,0.0,1.0,6.0,7.0,,,
7438,1,2.0,5.0,4.0,7.0,,,
7439,4,2.0,5.0,1.0,,,,
7441,5,4.0,2.0,,,,,
7442,0,1.0,3.0,,,,,
7465,1,2.0,7.0,5.0,,,,
7466,4,,,,,,,
7467,4,3.0,6.0,,,,,
7468,1,0.0,3.0,6.0,5.0,,,
7469,1,5.0,7.0,2.0,,,,
7470,0,1.0,6.0,5.0,3.0,,,
7471,0,1.0,5.0,3.0,6.0,,,
7472,5,4.0,7.0,3.0,6.0,,,
7473,1,0.0,3.0,6.0,,,,
7474,1,3.0,5.0,0.0,6.0,,,
7475,7,5.0,6.0,4.0,2.0,,,
7476,2,1.0,5.0,0.0,6.0,,,
7477,7,1.0,0.0,3.0,4.0,,,
7478,0,1.0,3.0,5.0,6.0,,,
7479,1,0.0,2.0,3.0,4.0,,,
7480,7,,,,,,,
7481,4,,,,,,,
7499,2,5.0,,,,,,
7500,5,6.0,,,,,,
7501,2,5.0,4.0,,,,,
7502,7,6.0,5.0,2.0,0.0,,,
7504,2,5.0,4.0,,,,,
7505,5,3.0,,,,,,
7506,7,4.0,6.0,2.0,0.0,,,
7507,7,4.0,6.0,2.0,0.0,,,
7509,7,4.0,6.0,2.0,0.0,,,
7510,7,4.0,6.0,2.0,0.0,,,
7511,7,4.0,6.0,2.0,0.0,,,
7512,2,5.0,4.0,0.0,1.0,,,
7513,1,7.0,3.0,0.0,5.0,,,
7514,4,,,,,,,
7515,4,,,,,,,
7516,6,,,,,,,
7517,2,5.0,,,,,,
7518,7,,,,,,,
7519,5,6.0,7.0,2.0,0.0,,,
7520,1,0.0,2.0,4.0,7.0,,,
7521,7,6.0,5.0,2.0,0.0,,,
7522,7,6.0,5.0,2.0,0.0,,,
7524,4,7.0,2.0,5.0,,,,
7525,4,,,,,,,
7526,2,,,,,,,
7527,1,,,,,,,
7528,4,,,,,,,
7529,4,,,,,,,
8086,4,,,,,,,
8087,2,5.0,4.0,1.0,,,,
8088,6,,,,,,,
8089,5,4.0,7.0,6.0,1.0,,,
8090,4,5.0,7.0,1.0,2.0,,,
8091,4,,,,,,,
8092,4,,,,,,,
8093,4,,,,,,,
8094,7,2.0,1.0,5.0,6.0,,,
8095,7,2.0,1.0,5.0,6.0,,,
8096,1,,,,,,,
8097,4,,,,,,,
8098,4,,,,,,,
8099,4,,,,,,,
8100,4,,,,,,,
8101,4,,,,,,,
8102,4,,,,,,,
8103,4,,,,,,,
8104,4,,,,,,,
8105,4,,,,,,,
8106,4,,,,,,,
8107,4,,,,,,,
8108,4,,,,,,,
8109,4,5.0,7.0,3.0,2.0,,,
8110,2,5.0,6.0,,,,,
8111,4,5.0,7.0,3.0,2.0,,,
8112,5,7.0,1.0,0.0,3.0,,,
8113,7,5.0,2.0,6.0,,,,
8114,4,,,,,,,
8115,4,,,,,,,
8120,6,1.0,0.0,3.0,5.0,,,
8121,4,5.0,,,,,,
8126,4,,,,,,,
8127,4,,,,,,,
8128,4,,,,,,,
8129,4,,,,,,,
8130,4,,,,,,,
8131,4,,,,,,,
8132,4,,,,,,,
8133,4,,,,,,,
8134,4,,,,,,,
8135,4,,,,,,,
8136,4,,,,,,,
8137,4,,,,,,,
8138,4,,,,,,,
8139,4,,,,,,,
8140,4,,,,,,,
8141,2,5.0,4.0,0.0,1.0,,,
8142,5,2.0,7.0,6.0,4.0,,,
8143,2,1.0,5.0,7.0,6.0,,,
8144,4,,,,,,,
8145,4,,,,,,,
8146,1,,,,,,,
8147,6,1.0,0.0,3.0,5.0,,,
8148,6,1.0,0.0,3.0,4.0,,,
8149,5,6.0,,,,,,
8150,4,,,,,,,
8151,4,,,,,,,
8152,4,5.0,2.0,,,,,
8153,4,,,,,,,
8154,4,,,,,,,
8155,4,,,,,,,
8156,4,,,,,,,
8157,4,,,,,,,
8158,4,,,,,,,
8159,4,,,,,,,
8160,4,,,,,,,
8161,4,,,,,,,
8162,4,,,,,,,
8163,4,,,,,,,
8164,4,,,,,,,
8165,4,,,,,,,
8166,4,,,,,,,
8167,4,,,,,,,
8168,4,,,,,,,
8169,4,,,,,,,
8170,4,,,,,,,
8171,2,1.0,7.0,5.0,6.0,,,
8172,5,2.0,4.0,0.0,1.0,,,
8173,4,,,,,,,
8174,1,,,,,,,
8175,2,0.0,7.0,6.0,1.0,,,
8176,6,1.0,0.0,3.0,4.0,,,
8177,4,,,,,,,
8178,4,,,,,,,
8179,4,,,,,,,
8180,4,,,,,,,
8181,4,,,,,,,
8182,4,,,,,,,
8183,4,,,,,,,
8184,4,,,,,,,
8185,4,,,,,,,
8186,4,,,,,,,
8187,4,,,,,,,
8188,4,,,,,,,
8189,4,,,,,,,
8190,4,,,,,,,
8673,7,2.0,6.0,5.0,4.0,,,
8676,7,2.0,6.0,5.0,4.0,,,
8679,2,5.0,1.0,6.0,,,,
8680,2,5.0,1.0,6.0,,,,
8681,1,2.0,6.0,3.0,4.0,,,
8682,4,,,,,,,
8685,4,,,,,,,
8687,3,,,,,,,
8688,4,,,,,,,
8689,4,,,,,,,
8690,4,,,,,,,
8693,4,,,,,,,
8695,4,,,,,,,
8696,4,,,,,,,
8697,4,,,,,,,
8698,4,,,,,,,
8699,7,,,,,,,
8700,5,4.0,7.0,0.0,1.0,,,
8701,4,,,,,,,
8703,4,,,,,,,
8704,4,,,,,,,
8705,4,,,,,,,
8706,4,,,,,,,
8707,4,,,,,,,
8708,4,,,,,,,
8709,4,,,,,,,
8710,4,,,,,,,
8711,4,,,,,,,
8712,4,,,,,,,
8713,4,,,,,,,
8714,4,,,,,,,
8715,4,,,,,,,
8716,4,,,,,,,
8718,4,,,,,,,
8719,4,,,,,,,
8720,4,,,,,,,
8722,4,,,,,,,
8723,4,,,,,,,
8724,4,,,,,,,
8727,4,,,,,,,
8731,4,,,,,,,
8734,5,2.0,4.0,7.0,,,,
8737,4,,,,,,,
8740,7,2.0,4.0,5.0,1.0,,,
8741,7,2.0,5.0,1.0,,,,
8744,7,,,,,,,
8746,3,5.0,4.0,6.0,7.0,,,
8749,4,,,,,,,
8751,4,,,,,,,
8756,4,,,,,,,
8757,4,,,,,,,
8761,4,,,,,,,
8765,4,,,,,,,
8774,4,,,,,,,
8775,4,,,,,,,
8777,4,,,,,,,
8779,4,,,,,,,
8786,5,2.0,,,,,,
8787,4,5.0,,,,,,
8788,4,,,,,,,
8789,7,,,,,,,
8790,7,,,,,,,
8792,4,,,,,,,
8793,4,1.0,0.0,7.0,5.0,,,
8795,1,2.0,7.0,3.0,5.0,,,
8796,5,2.0,7.0,1.0,4.0,,,
8799,5,4.0,7.0,2.0,1.0,,,
8800,7,2.0,0.0,1.0,4.0,,,
8805,0,7.0,5.0,6.0,,,,
8812,4,,,,,,,
8814,4,,,,,,,
8815,5,4.0,7.0,2.0,1.0,,,
8816,6,4.0,5.0,0.0,1.0,,,
8818,2,1.0,,,,,,
8819,5,4.0,6.0,7.0,2.0,,,
8821,0,5.0,7.0,1.0,4.0,,,
9422,1,3.0,0.0,6.0,,,,
9423,4,3.0,6.0,5.0,,,,
9424,6,,,,,,,
9425,4,,,,,,,
9426,7,2.0,5.0,6.0,,,,
9427,7,2.0,5.0,6.0,,,,
9428,0,2.0,3.0,7.0,1.0,,,
9429,2,4.0,5.0,6.0,7.0,,,
9430,5,6.0,0.0,4.0,2.0,,,
9431,4,,,,,,,
9432,5,2.0,,,,,,
9433,5,,,,,,,
9434,4,,,,,,,
9435,0,5.0,1.0,,,,,
9436,5,4.0,2.0,1.0,,,,
9463,5,7.0,4.0,2.0,,,,
9464,4,1.0,0.0,2.0,3.0,,,
9465,4,5.0,,,,,,
9466,0,7.0,5.0,,,,,
9467,2,5.0,,,,,,
9468,2,5.0,,,,,,
9469,4,,,,,,,
9470,4,,,,,,,
9471,4,,,,,,,
9472,4,,,,,,,
9473,2,1.0,0.0,5.0,4.0,,,
9474,4,5.0,,,,,,
9475,4,5.0,,,,,,
9476,5,2.0,7.0,4.0,,,,
9477,4,5.0,1.0,0.0,6.0,,,
9478,2,5.0,0.0,,,,,
9479,7,,,,,,,
9480,7,,,,,,,
9481,7,,,,,,,
9482,7,,,,,,,
9483,4,5.0,,,,,,
9484,1,5.0,2.0,,,,,
9485,2,6.0,0.0,,,,,
9486,2,5.0,0.0,7.0,,,,
9487,4,,,,,,,
9488,5,7.0,2.0,4.0,,,,
9489,5,7.0,2.0,4.0,,,,
9490,2,1.0,,,,,,
9491,2,5.0,4.0,,,,,
9492,2,5.0,4.0,7.0,,,,
9493,2,1.0,7.0,6.0,,,,
9494,2,5.0,1.0,,,,,
9495,1,2.0,5.0,,,,,
9496,2,1.0,5.0,7.0,4.0,,,
9497,2,1.0,5.0,7.0,4.0,,,
9498,5,1.0,2.0,7.0,,,,
9501,0,5.0,,,,,,
9502,0,5.0,,,,,,
9503,2,,,,,,,
9504,1,0.0,3.0,4.0,6.0,,,
9505,5,2.0,,,,,,
9941,7,,,,,,,
9942,4,5.0,2.0,1.0,7.0,,,
9943,7,2.0,0.0,1.0,4.0,,,
9944,2,5.0,1.0,0.0,,,,
9945,2,1.0,5.0,,,,,
9946,2,1.0,5.0,,,,,
9947,4,,,,,,,
9948,4,,,,,,,
9949,5,,,,,,,
9950,4,,,,,,,
9951,4,,,,,,,
9952,4,,,,,,,
9953,4,,,,,,,
9954,4,,,,,,,
9971,5,4.0,2.0,6.0,7.0,,,
9972,4,3.0,0.0,1.0,5.0,,,
9973,1,0.0,2.0,,,,,
9974,4,0.0,,,,,,
9977,1,7.0,6.0,3.0,2.0,,,
9978,7,2.0,4.0,0.0,1.0,,,
9979,5,2.0,1.0,,,,,
9980,2,5.0,1.0,,,,,
9981,6,,,,,,,
9982,2,,,,,,,
9983,0,2.0,,,,,,
9984,1,2.0,,,,,,
9985,0,2.0,,,,,,
9986,7,2.0,4.0,5.0,0.0,,,
9987,1,5.0,2.0,4.0,3.0,,,
9988,5,2.0,,,,,,
9989,2,5.0,,,,,,
9990,6,7.0,,,,,,
9991,1,3.0,0.0,7.0,4.0,,,
9992,5,0.0,4.0,6.0,2.0,,,
9993,2,5.0,1.0,0.0,,,,
9994,3,0.0,,,,,,
9995,2,5.0,7.0,1.0,0.0,,,
9996,2,5.0,1.0,4.0,7.0,,,
10001,4,,,,,,,
10002,2,5.0,7.0,1.0,0.0,,,
10003,2,5.0,,,,,,
10004,2,,,,,,,
10005,5,2.0,,,,,,
10008,2,,,,,,,
10009,2,5.0,,,,,,
10010,5,2.0,4.0,,,,,
10011,7,2.0,4.0,5.0,0.0,,,
10012,7,2.0,5.0,4.0,0.0,,,
10013,0,2.0,3.0,6.0,4.0,,,
10014,3,,,,,,,
10081,2,5.0,,,,,,
10082,0,,,,,,,
10083,5,2.0,,,,,,
10084,4,0.0,,,,,,
10085,5,,,,,,,
10086,2,1.0,3.0,0.0,5.0,,,
10087,2,5.0,1.0,,,,,
10088,2,4.0,7.0,5.0,,,,
10089,2,5.0,1.0,,,,,
10090,4,,,,,,,
10091,2,5.0,,,,,,
10092,2,5.0,1.0,4.0,6.0,,,
10093,2,5.0,,,,,,
10094,5,,,,,,,
10095,5,,,,,,,
10096,2,,,,,,,
10097,2,,,,,,,
10098,2,,,,,,,
10099,2,5.0,,,,,,
10100,2,5.0,4.0,1.0,,,,
