,1,2,3,4,5,6,7,8,9
4,4.0,6.0,9.0,3.0,2.0,1.0,8.0,5.0,7.0
4,4.0,6.0,9.0,2.0,3.0,7.0,5.0,8.0,1.0
5,7.0,6.0,4.0,5.0,8.0,2.0,1.0,3.0,9.0
5,7.0,5.0,9.0,1.0,8.0,6.0,4.0,3.0,2.0
5,7.0,1.0,5.0,6.0,4.0,9.0,2.0,3.0,8.0
5,7.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0
6,7.0,5.0,6.0,1.0,3.0,9.0,2.0,8.0,4.0
6,7.0,5.0,6.0,1.0,4.0,3.0,8.0,2.0,9.0
6,7.0,5.0,6.0,1.0,4.0,3.0,8.0,2.0,9.0
7,1.0,9.0,5.0,4.0,6.0,2.0,7.0,8.0,3.0
7,1.0,9.0,7.0,5.0,2.0,8.0,4.0,3.0,6.0
7,1.0,9.0,8.0,4.0,3.0,5.0,2.0,6.0,7.0
8,7.0,5.0,1.0,6.0,2.0,3.0,4.0,8.0,9.0
8,7.0,5.0,1.0,6.0,2.0,3.0,4.0,8.0,9.0
9,4.0,3.0,9.0,8.0,1.0,5.0,6.0,2.0,7.0
9,4.0,3.0,9.0,8.0,1.0,5.0,6.0,2.0,7.0
10,9.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
10,9.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
11,5.0,7.0,1.0,2.0,3.0,4.0,6.0,8.0,9.0
11,5.0,7.0,1.0,2.0,3.0,4.0,6.0,8.0,9.0
12,5.0,6.0,7.0,1.0,4.0,3.0,8.0,9.0,2.0
12,5.0,6.0,7.0,1.0,4.0,3.0,8.0,9.0,2.0
13,4.0,3.0,1.0,5.0,9.0,2.0,6.0,7.0,8.0
13,4.0,3.0,1.0,5.0,9.0,2.0,6.0,7.0,8.0
14,5.0,7.0,6.0,1.0,2.0,3.0,4.0,8.0,9.0
14,5.0,7.0,6.0,1.0,2.0,3.0,4.0,8.0,9.0
15,4.0,6.0,1.0,5.0,9.0,7.0,3.0,8.0,2.0
15,4.0,6.0,1.0,5.0,9.0,2.0,8.0,3.0,7.0
16,7.0,5.0,6.0,1.0,9.0,3.0,2.0,4.0,8.0
16,7.0,5.0,6.0,1.0,9.0,8.0,2.0,4.0,3.0
17,5.0,7.0,1.0,9.0,6.0,8.0,2.0,3.0,4.0
17,5.0,7.0,1.0,9.0,6.0,8.0,2.0,3.0,4.0
18,5.0,7.0,1.0,6.0,3.0,9.0,2.0,8.0,4.0
18,5.0,7.0,1.0,6.0,2.0,3.0,4.0,8.0,9.0
19,4.0,6.0,3.0,9.0,1.0,5.0,8.0,2.0,7.0
19,4.0,6.0,3.0,9.0,1.0,5.0,8.0,2.0,7.0
20,1.0,5.0,7.0,6.0,4.0,3.0,8.0,2.0,9.0
20,1.0,5.0,7.0,4.0,6.0,8.0,3.0,2.0,9.0
21,5.0,6.0,1.0,2.0,3.0,4.0,8.0,9.0,7.0
21,5.0,6.0,1.0,7.0,9.0,2.0,3.0,4.0,8.0
22,5.0,7.0,9.0,1.0,2.0,3.0,4.0,8.0,6.0
22,5.0,7.0,9.0,1.0,2.0,3.0,4.0,8.0,6.0
23,7.0,5.0,1.0,6.0,4.0,2.0,3.0,8.0,9.0
23,7.0,5.0,1.0,4.0,6.0,9.0,2.0,3.0,8.0
24,7.0,1.0,8.0,6.0,5.0,9.0,4.0,3.0,2.0
24,7.0,1.0,5.0,6.0,4.0,9.0,2.0,3.0,8.0
25,5.0,6.0,7.0,1.0,9.0,8.0,4.0,3.0,2.0
25,5.0,7.0,1.0,6.0,3.0,2.0,4.0,8.0,9.0
26,4.0,3.0,5.0,7.0,1.0,2.0,6.0,9.0,8.0
27,7.0,5.0,3.0,6.0,1.0,9.0,8.0,2.0,4.0
28,6.0,1.0,5.0,3.0,2.0,7.0,4.0,8.0,9.0
29,4.0,6.0,5.0,7.0,3.0,1.0,8.0,9.0,2.0
30,5.0,6.0,1.0,4.0,8.0,3.0,7.0,2.0,9.0
31,1.0,4.0,5.0,9.0,8.0,6.0,3.0,7.0,2.0
32,5.0,1.0,9.0,4.0,6.0,2.0,3.0,7.0,8.0
33,7.0,4.0,1.0,2.0,3.0,5.0,6.0,8.0,9.0
34,1.0,4.0,9.0,2.0,3.0,5.0,6.0,7.0,8.0
35,7.0,4.0,3.0,5.0,1.0,6.0,9.0,2.0,8.0
36,1.0,6.0,4.0,5.0,9.0,2.0,3.0,8.0,7.0
37,4.0,1.0,5.0,6.0,9.0,3.0,7.0,2.0,8.0
38,7.0,5.0,1.0,2.0,3.0,9.0,4.0,6.0,8.0
39,1.0,4.0,5.0,9.0,6.0,8.0,3.0,7.0,2.0
40,9.0,2.0,6.0,5.0,1.0,3.0,4.0,7.0,8.0
41,9.0,4.0,1.0,8.0,5.0,3.0,6.0,7.0,2.0
42,6.0,3.0,1.0,4.0,5.0,7.0,2.0,8.0,9.0
43,8.0,6.0,9.0,5.0,4.0,3.0,2.0,1.0,7.0
44,7.0,1.0,3.0,5.0,8.0,9.0,2.0,4.0,6.0
45,1.0,5.0,6.0,8.0,3.0,7.0,9.0,2.0,4.0
46,1.0,5.0,4.0,9.0,6.0,8.0,2.0,3.0,7.0
47,4.0,6.0,7.0,5.0,1.0,3.0,9.0,8.0,2.0
48,4.0,6.0,1.0,5.0,7.0,9.0,2.0,3.0,8.0
49,6.0,4.0,5.0,7.0,1.0,3.0,9.0,8.0,2.0
50,4.0,3.0,5.0,1.0,6.0,7.0,9.0,8.0,2.0
51,4.0,5.0,6.0,1.0,7.0,3.0,2.0,8.0,9.0
52,1.0,5.0,4.0,6.0,3.0,2.0,8.0,9.0,7.0
53,1.0,3.0,4.0,2.0,8.0,5.0,6.0,9.0,7.0
54,4.0,6.0,1.0,3.0,5.0,7.0,2.0,9.0,8.0
55,5.0,1.0,7.0,6.0,4.0,9.0,2.0,3.0,8.0
56,4.0,1.0,9.0,5.0,8.0,6.0,3.0,2.0,7.0
57,1.0,5.0,6.0,9.0,2.0,3.0,4.0,8.0,7.0
58,5.0,7.0,1.0,6.0,3.0,9.0,2.0,8.0,4.0
59,5.0,4.0,7.0,6.0,1.0,3.0,9.0,2.0,8.0
60,4.0,3.0,9.0,6.0,2.0,8.0,7.0,5.0,1.0
61,1.0,3.0,4.0,8.0,2.0,6.0,5.0,9.0,7.0
62,5.0,7.0,9.0,1.0,2.0,3.0,4.0,8.0,6.0
63,4.0,8.0,1.0,9.0,3.0,2.0,6.0,5.0,7.0
64,3.0,9.0,4.0,1.0,6.0,5.0,7.0,8.0,2.0
65,7.0,5.0,3.0,4.0,6.0,9.0,1.0,2.0,8.0
66,5.0,4.0,7.0,6.0,9.0,1.0,8.0,2.0,3.0
67,1.0,8.0,5.0,3.0,9.0,4.0,6.0,2.0,7.0
68,5.0,4.0,1.0,7.0,6.0,3.0,9.0,8.0,2.0
69,6.0,1.0,4.0,2.0,3.0,8.0,9.0,5.0,7.0
70,5.0,4.0,7.0,9.0,1.0,3.0,6.0,2.0,8.0
71,3.0,5.0,4.0,1.0,7.0,6.0,2.0,8.0,9.0
72,4.0,6.0,1.0,3.0,5.0,7.0,8.0,9.0,2.0
73,1.0,5.0,9.0,6.0,8.0,3.0,4.0,7.0,2.0
74,6.0,5.0,4.0,7.0,1.0,8.0,3.0,9.0,2.0
75,7.0,5.0,1.0,4.0,6.0,8.0,3.0,2.0,9.0
76,4.0,7.0,9.0,1.0,2.0,3.0,5.0,6.0,8.0
77,7.0,6.0,4.0,5.0,3.0,8.0,1.0,2.0,9.0
78,5.0,4.0,6.0,9.0,1.0,2.0,3.0,7.0,8.0
79,7.0,1.0,3.0,6.0,5.0,2.0,4.0,8.0,9.0
80,4.0,9.0,8.0,7.0,6.0,5.0,3.0,2.0,1.0
81,4.0,3.0,8.0,9.0,1.0,6.0,2.0,5.0,7.0
82,4.0,6.0,3.0,9.0,1.0,5.0,8.0,2.0,7.0
83,1.0,7.0,2.0,6.0,8.0,3.0,5.0,4.0,9.0
84,4.0,3.0,1.0,5.0,6.0,7.0,2.0,8.0,9.0
85,7.0,5.0,6.0,1.0,4.0,3.0,8.0,2.0,9.0
86,4.0,3.0,1.0,6.0,9.0,8.0,5.0,2.0,7.0
87,3.0,4.0,9.0,1.0,2.0,5.0,6.0,7.0,8.0
88,7.0,5.0,6.0,3.0,4.0,9.0,2.0,8.0,1.0
89,4.0,3.0,1.0,7.0,6.0,5.0,2.0,9.0,8.0
90,1.0,5.0,3.0,6.0,9.0,2.0,8.0,4.0,7.0
91,4.0,5.0,1.0,7.0,3.0,6.0,8.0,2.0,9.0
92,1.0,5.0,7.0,8.0,3.0,6.0,4.0,9.0,2.0
93,3.0,4.0,6.0,5.0,7.0,8.0,1.0,2.0,9.0
94,5.0,6.0,4.0,7.0,1.0,2.0,3.0,8.0,9.0
95,7.0,5.0,1.0,6.0,4.0,2.0,3.0,8.0,9.0
96,5.0,1.0,6.0,7.0,3.0,4.0,9.0,2.0,8.0
97,5.0,7.0,4.0,6.0,1.0,9.0,2.0,3.0,8.0
98,1.0,4.0,3.0,6.0,8.0,2.0,9.0,5.0,7.0
99,7.0,5.0,3.0,6.0,4.0,1.0,2.0,8.0,9.0
100,7.0,5.0,6.0,9.0,1.0,2.0,3.0,4.0,8.0
101,6.0,7.0,2.0,1.0,3.0,4.0,5.0,8.0,9.0
102,5.0,7.0,6.0,1.0,3.0,2.0,4.0,8.0,9.0
103,4.0,1.0,2.0,3.0,6.0,9.0,5.0,7.0,8.0
104,3.0,4.0,6.0,5.0,1.0,9.0,2.0,7.0,8.0
105,4.0,3.0,1.0,8.0,2.0,5.0,6.0,7.0,9.0
106,1.0,4.0,5.0,3.0,6.0,2.0,7.0,8.0,9.0
107,3.0,4.0,6.0,5.0,2.0,1.0,9.0,7.0,8.0
108,6.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,9.0
109,2.0,5.0,6.0,8.0,3.0,1.0,4.0,7.0,9.0
110,5.0,7.0,4.0,1.0,3.0,6.0,9.0,8.0,2.0
111,4.0,3.0,8.0,2.0,9.0,1.0,6.0,5.0,7.0
112,5.0,7.0,3.0,2.0,1.0,6.0,9.0,4.0,8.0
113,5.0,4.0,7.0,3.0,1.0,6.0,2.0,8.0,9.0
114,5.0,6.0,7.0,3.0,4.0,1.0,9.0,2.0,8.0
115,7.0,6.0,1.0,2.0,3.0,4.0,5.0,8.0,9.0
116,4.0,1.0,5.0,6.0,7.0,2.0,3.0,8.0,9.0
117,7.0,5.0,1.0,6.0,3.0,9.0,8.0,2.0,4.0
118,4.0,8.0,9.0,1.0,3.0,5.0,6.0,2.0,7.0
119,6.0,1.0,4.0,5.0,7.0,3.0,8.0,9.0,2.0
120,4.0,1.0,5.0,6.0,7.0,8.0,3.0,9.0,2.0
121,5.0,1.0,2.0,6.0,7.0,8.0,9.0,4.0,3.0
122,5.0,7.0,1.0,6.0,9.0,8.0,2.0,3.0,4.0
123,1.0,8.0,2.0,3.0,4.0,9.0,5.0,6.0,7.0
124,4.0,3.0,9.0,8.0,2.0,6.0,1.0,5.0,7.0
125,4.0,3.0,6.0,1.0,5.0,9.0,2.0,8.0,7.0
126,6.0,5.0,4.0,1.0,7.0,9.0,8.0,3.0,2.0
127,1.0,5.0,4.0,6.0,9.0,7.0,3.0,2.0,8.0
128,4.0,3.0,5.0,8.0,6.0,7.0,1.0,2.0,9.0
129,5.0,7.0,1.0,6.0,3.0,2.0,4.0,8.0,9.0
130,5.0,6.0,1.0,2.0,3.0,4.0,8.0,9.0,7.0
131,7.0,1.0,2.0,4.0,5.0,6.0,8.0,9.0,3.0
132,4.0,6.0,1.0,3.0,5.0,2.0,8.0,9.0,7.0
133,6.0,5.0,3.0,4.0,1.0,8.0,9.0,2.0,7.0
134,1.0,5.0,4.0,6.0,3.0,8.0,7.0,2.0,9.0
135,5.0,4.0,7.0,1.0,6.0,9.0,2.0,3.0,8.0
136,4.0,6.0,3.0,5.0,7.0,1.0,8.0,2.0,9.0
137,1.0,6.0,3.0,5.0,7.0,4.0,2.0,8.0,9.0
138,6.0,4.0,9.0,1.0,2.0,3.0,5.0,7.0,8.0
139,4.0,1.0,3.0,9.0,5.0,6.0,2.0,8.0,7.0
140,1.0,5.0,3.0,6.0,7.0,4.0,8.0,2.0,9.0
141,7.0,6.0,4.0,3.0,1.0,5.0,2.0,8.0,9.0
142,3.0,6.0,4.0,5.0,1.0,8.0,9.0,7.0,2.0
143,3.0,5.0,4.0,7.0,1.0,6.0,9.0,2.0,8.0
144,7.0,6.0,5.0,1.0,4.0,8.0,3.0,2.0,9.0
145,7.0,5.0,1.0,6.0,8.0,9.0,2.0,3.0,4.0
146,4.0,5.0,1.0,6.0,7.0,9.0,2.0,3.0,8.0
147,5.0,1.0,6.0,7.0,3.0,8.0,9.0,2.0,4.0
148,4.0,9.0,3.0,2.0,6.0,8.0,1.0,5.0,7.0
149,5.0,1.0,6.0,7.0,3.0,4.0,9.0,8.0,2.0
150,7.0,6.0,3.0,1.0,4.0,5.0,2.0,8.0,9.0
151,4.0,1.0,5.0,3.0,8.0,9.0,2.0,6.0,7.0
152,4.0,6.0,7.0,5.0,3.0,1.0,2.0,9.0,8.0
153,7.0,6.0,5.0,4.0,1.0,2.0,3.0,8.0,9.0
154,1.0,2.0,3.0,4.0,5.0,6.0,8.0,7.0,9.0
155,4.0,7.0,6.0,1.0,5.0,3.0,9.0,2.0,8.0
156,7.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0
157,3.0,6.0,1.0,4.0,5.0,7.0,8.0,2.0,9.0
158,7.0,5.0,9.0,1.0,8.0,6.0,4.0,3.0,2.0
159,4.0,1.0,6.0,7.0,5.0,3.0,9.0,8.0,2.0
160,6.0,4.0,1.0,9.0,3.0,2.0,8.0,5.0,7.0
161,4.0,1.0,5.0,6.0,9.0,7.0,3.0,2.0,8.0
162,6.0,5.0,7.0,1.0,9.0,8.0,3.0,2.0,4.0
163,7.0,1.0,6.0,5.0,8.0,4.0,3.0,2.0,9.0
164,3.0,9.0,1.0,2.0,4.0,5.0,6.0,7.0,8.0
165,7.0,6.0,5.0,1.0,4.0,3.0,8.0,2.0,9.0
166,4.0,5.0,6.0,3.0,2.0,1.0,8.0,7.0,9.0
167,4.0,1.0,3.0,7.0,5.0,6.0,8.0,2.0,9.0
168,4.0,3.0,6.0,2.0,8.0,1.0,5.0,9.0,7.0
169,7.0,1.0,6.0,2.0,3.0,4.0,5.0,8.0,9.0
170,7.0,3.0,8.0,6.0,4.0,2.0,1.0,5.0,9.0
171,4.0,6.0,5.0,7.0,1.0,3.0,2.0,8.0,9.0
172,4.0,5.0,9.0,6.0,3.0,7.0,1.0,2.0,8.0
173,7.0,6.0,5.0,4.0,1.0,3.0,9.0,2.0,8.0
174,1.0,4.0,9.0,6.0,3.0,5.0,8.0,7.0,2.0
175,4.0,2.0,3.0,6.0,1.0,8.0,9.0,5.0,7.0
176,4.0,1.0,9.0,2.0,3.0,8.0,5.0,6.0,7.0
177,6.0,1.0,5.0,4.0,3.0,2.0,8.0,9.0,7.0
178,4.0,3.0,6.0,1.0,5.0,8.0,7.0,2.0,9.0
179,4.0,3.0,1.0,9.0,5.0,7.0,6.0,2.0,8.0
180,6.0,7.0,1.0,2.0,3.0,4.0,5.0,8.0,9.0
181,2.0,4.0,3.0,6.0,5.0,1.0,8.0,9.0,7.0
182,4.0,1.0,3.0,8.0,6.0,5.0,9.0,2.0,7.0
183,6.0,1.0,5.0,7.0,3.0,4.0,8.0,2.0,9.0
184,4.0,9.0,6.0,3.0,8.0,1.0,2.0,5.0,7.0
185,5.0,6.0,4.0,7.0,9.0,1.0,2.0,3.0,8.0
186,7.0,5.0,1.0,4.0,6.0,9.0,2.0,3.0,8.0
187,7.0,6.0,5.0,1.0,3.0,2.0,8.0,9.0,4.0
188,3.0,4.0,1.0,6.0,5.0,8.0,9.0,2.0,7.0
189,7.0,4.0,5.0,1.0,9.0,2.0,3.0,6.0,8.0
190,4.0,8.0,1.0,3.0,5.0,6.0,9.0,2.0,7.0
191,1.0,4.0,5.0,9.0,2.0,3.0,6.0,8.0,7.0
192,5.0,7.0,1.0,9.0,6.0,8.0,2.0,3.0,4.0
193,9.0,5.0,8.0,1.0,2.0,3.0,4.0,6.0,7.0
194,7.0,4.0,3.0,1.0,5.0,8.0,6.0,2.0,9.0
195,1.0,4.0,6.0,3.0,8.0,2.0,9.0,5.0,7.0
196,5.0,7.0,1.0,2.0,6.0,3.0,8.0,4.0,9.0
197,4.0,5.0,6.0,7.0,1.0,9.0,8.0,3.0,2.0
198,7.0,5.0,4.0,6.0,3.0,1.0,8.0,2.0,9.0
199,4.0,5.0,3.0,1.0,8.0,9.0,6.0,2.0,7.0
200,3.0,4.0,1.0,9.0,8.0,2.0,7.0,5.0,6.0
201,3.0,4.0,1.0,6.0,5.0,9.0,8.0,2.0,7.0
202,6.0,5.0,4.0,7.0,1.0,9.0,3.0,2.0,8.0
203,5.0,7.0,6.0,1.0,3.0,4.0,8.0,9.0,2.0
204,4.0,5.0,6.0,1.0,3.0,9.0,7.0,8.0,2.0
205,5.0,6.0,4.0,7.0,1.0,3.0,2.0,8.0,9.0
206,1.0,4.0,5.0,9.0,8.0,3.0,2.0,6.0,7.0
207,3.0,6.0,7.0,4.0,1.0,2.0,5.0,8.0,9.0
208,7.0,6.0,4.0,5.0,1.0,3.0,8.0,2.0,9.0
209,4.0,3.0,9.0,8.0,6.0,1.0,2.0,5.0,7.0
210,8.0,6.0,9.0,1.0,2.0,3.0,4.0,5.0,7.0
211,6.0,5.0,3.0,4.0,1.0,9.0,7.0,2.0,8.0
212,4.0,3.0,6.0,1.0,9.0,5.0,7.0,8.0,2.0
213,6.0,5.0,7.0,1.0,4.0,9.0,2.0,3.0,8.0
214,4.0,3.0,6.0,1.0,5.0,7.0,9.0,8.0,2.0
215,5.0,1.0,7.0,9.0,3.0,6.0,4.0,8.0,2.0
216,1.0,4.0,6.0,3.0,5.0,8.0,9.0,2.0,7.0
217,1.0,6.0,5.0,9.0,8.0,7.0,4.0,2.0,3.0
218,4.0,6.0,3.0,9.0,1.0,8.0,5.0,2.0,7.0
219,7.0,6.0,9.0,1.0,2.0,3.0,4.0,5.0,8.0
220,1.0,8.0,7.0,6.0,5.0,2.0,9.0,4.0,3.0
221,6.0,5.0,7.0,4.0,3.0,1.0,8.0,9.0,2.0
222,1.0,6.0,4.0,7.0,3.0,9.0,2.0,5.0,8.0
223,4.0,3.0,1.0,7.0,5.0,6.0,8.0,9.0,2.0
224,1.0,5.0,4.0,6.0,3.0,8.0,7.0,9.0,2.0
225,5.0,4.0,1.0,6.0,7.0,9.0,2.0,3.0,8.0
226,6.0,4.0,5.0,2.0,1.0,8.0,3.0,9.0,7.0
227,4.0,3.0,1.0,5.0,9.0,6.0,7.0,2.0,8.0
228,7.0,5.0,1.0,9.0,8.0,6.0,4.0,3.0,2.0
229,4.0,3.0,1.0,5.0,6.0,7.0,9.0,2.0,8.0
230,1.0,4.0,3.0,8.0,5.0,6.0,7.0,9.0,2.0
231,7.0,8.0,6.0,5.0,4.0,3.0,2.0,1.0,9.0
232,4.0,6.0,1.0,8.0,2.0,3.0,5.0,7.0,9.0
233,5.0,7.0,1.0,6.0,9.0,4.0,2.0,3.0,8.0
234,1.0,5.0,7.0,4.0,6.0,8.0,3.0,2.0,9.0
235,5.0,7.0,6.0,2.0,4.0,1.0,9.0,3.0,8.0
236,4.0,7.0,1.0,5.0,2.0,3.0,6.0,8.0,9.0
237,6.0,4.0,1.0,3.0,8.0,9.0,2.0,5.0,7.0
238,4.0,1.0,6.0,5.0,3.0,7.0,9.0,2.0,8.0
239,4.0,3.0,5.0,6.0,1.0,7.0,9.0,8.0,2.0
240,1.0,4.0,5.0,6.0,7.0,9.0,3.0,8.0,2.0
241,5.0,7.0,1.0,4.0,6.0,9.0,3.0,2.0,8.0
242,1.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,7.0
243,6.0,9.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0
244,4.0,6.0,1.0,2.0,3.0,5.0,7.0,8.0,9.0
245,4.0,5.0,3.0,1.0,6.0,7.0,9.0,8.0,2.0
246,5.0,6.0,7.0,1.0,4.0,9.0,2.0,3.0,8.0
247,4.0,1.0,6.0,5.0,2.0,3.0,8.0,9.0,7.0
248,4.0,5.0,6.0,3.0,8.0,1.0,2.0,9.0,7.0
249,4.0,7.0,5.0,3.0,6.0,1.0,2.0,8.0,9.0
250,4.0,8.0,1.0,9.0,2.0,3.0,6.0,5.0,7.0
251,1.0,5.0,6.0,3.0,4.0,8.0,2.0,7.0,9.0
252,1.0,4.0,3.0,6.0,5.0,9.0,2.0,7.0,8.0
253,4.0,9.0,5.0,6.0,1.0,3.0,7.0,2.0,8.0
254,5.0,4.0,6.0,7.0,1.0,3.0,8.0,2.0,9.0
255,6.0,1.0,3.0,4.0,5.0,9.0,2.0,7.0,8.0
256,1.0,4.0,8.0,6.0,3.0,9.0,5.0,2.0,7.0
257,7.0,8.0,9.0,1.0,2.0,3.0,4.0,5.0,6.0
258,4.0,5.0,7.0,3.0,6.0,9.0,8.0,1.0,2.0
259,5.0,7.0,3.0,4.0,6.0,9.0,1.0,2.0,8.0
260,4.0,5.0,1.0,7.0,2.0,3.0,6.0,8.0,9.0
261,5.0,7.0,6.0,1.0,9.0,4.0,2.0,3.0,8.0
262,5.0,7.0,4.0,6.0,9.0,8.0,1.0,3.0,2.0
263,5.0,1.0,9.0,4.0,8.0,2.0,3.0,6.0,7.0
264,4.0,3.0,9.0,5.0,6.0,1.0,2.0,8.0,7.0
265,5.0,7.0,6.0,4.0,1.0,3.0,9.0,2.0,8.0
266,2.0,7.0,4.0,3.0,6.0,5.0,1.0,8.0,9.0
267,4.0,7.0,6.0,1.0,8.0,5.0,3.0,2.0,9.0
268,7.0,5.0,4.0,3.0,6.0,9.0,1.0,2.0,8.0
269,1.0,5.0,6.0,8.0,9.0,7.0,4.0,2.0,3.0
270,4.0,5.0,7.0,3.0,1.0,2.0,6.0,8.0,9.0
271,4.0,3.0,1.0,6.0,7.0,5.0,9.0,8.0,2.0
272,7.0,5.0,6.0,3.0,4.0,9.0,1.0,8.0,2.0
273,4.0,9.0,1.0,2.0,3.0,5.0,6.0,8.0,7.0
274,4.0,6.0,3.0,1.0,5.0,9.0,2.0,8.0,7.0
275,6.0,3.0,4.0,1.0,7.0,5.0,9.0,8.0,2.0
276,7.0,1.0,5.0,6.0,4.0,9.0,2.0,3.0,8.0
277,5.0,1.0,2.0,7.0,8.0,3.0,6.0,4.0,9.0
278,5.0,7.0,4.0,3.0,9.0,6.0,1.0,8.0,2.0
279,6.0,5.0,1.0,7.0,3.0,4.0,9.0,2.0,8.0
280,4.0,6.0,5.0,1.0,7.0,8.0,9.0,3.0,2.0
281,5.0,1.0,7.0,3.0,4.0,6.0,2.0,8.0,9.0
282,6.0,1.0,4.0,2.0,3.0,9.0,5.0,7.0,8.0
283,5.0,4.0,9.0,6.0,3.0,1.0,2.0,7.0,8.0
284,6.0,4.0,3.0,2.0,9.0,1.0,8.0,5.0,7.0
285,4.0,6.0,5.0,9.0,1.0,3.0,7.0,2.0,8.0
286,6.0,4.0,1.0,5.0,7.0,9.0,8.0,2.0,3.0
287,4.0,7.0,1.0,5.0,6.0,2.0,3.0,8.0,9.0
288,1.0,6.0,4.0,3.0,8.0,9.0,5.0,7.0,2.0
289,4.0,1.0,5.0,6.0,7.0,3.0,2.0,8.0,9.0
290,6.0,1.0,4.0,2.0,8.0,3.0,9.0,5.0,7.0
291,4.0,3.0,1.0,2.0,6.0,8.0,9.0,5.0,7.0
292,5.0,6.0,1.0,7.0,9.0,2.0,3.0,4.0,8.0
293,4.0,3.0,9.0,8.0,1.0,2.0,5.0,6.0,7.0
294,6.0,1.0,4.0,2.0,3.0,5.0,8.0,9.0,7.0
295,4.0,3.0,5.0,1.0,6.0,8.0,2.0,7.0,9.0
296,5.0,1.0,6.0,4.0,7.0,3.0,8.0,2.0,9.0
297,5.0,4.0,6.0,1.0,8.0,7.0,3.0,9.0,2.0
298,4.0,5.0,1.0,6.0,7.0,3.0,8.0,9.0,2.0
299,1.0,6.0,3.0,7.0,2.0,4.0,5.0,8.0,9.0
300,4.0,6.0,3.0,5.0,7.0,1.0,8.0,9.0,2.0
301,5.0,6.0,3.0,4.0,7.0,9.0,1.0,2.0,8.0
302,1.0,3.0,4.0,5.0,6.0,8.0,9.0,2.0,7.0
303,4.0,6.0,5.0,7.0,3.0,9.0,8.0,1.0,2.0
304,1.0,4.0,3.0,5.0,6.0,9.0,7.0,8.0,2.0
305,4.0,5.0,7.0,2.0,1.0,6.0,3.0,9.0,8.0
306,7.0,6.0,1.0,5.0,4.0,3.0,2.0,8.0,9.0
307,5.0,7.0,4.0,6.0,1.0,2.0,3.0,8.0,9.0
308,7.0,6.0,5.0,1.0,3.0,2.0,4.0,8.0,9.0
309,1.0,6.0,5.0,7.0,9.0,2.0,3.0,4.0,8.0
310,5.0,1.0,4.0,6.0,3.0,8.0,7.0,9.0,2.0
311,4.0,9.0,5.0,8.0,1.0,7.0,6.0,2.0,3.0
312,4.0,3.0,6.0,5.0,7.0,1.0,9.0,2.0,8.0
313,5.0,6.0,7.0,1.0,2.0,3.0,4.0,8.0,9.0
314,7.0,5.0,3.0,1.0,4.0,6.0,2.0,8.0,9.0
