,0,1,2,3,4,5,6,7
1051,3,5.0,0.0,2.0,4.0,,,
1053,2,1.0,0.0,,,,,
1055,7,,,,,,,
1057,0,,,,,,,
1059,3,4.0,7.0,6.0,5.0,,,
1061,0,5.0,7.0,6.0,3.0,,,
1063,0,,,,,,,
1065,0,,,,,,,
1067,3,4.0,,,,,,
1070,3,6.0,7.0,2.0,1.0,,,
1072,1,5.0,,,,,,
1074,3,5.0,0.0,,,,,
1076,3,7.0,4.0,,,,,
1078,0,,,,,,,
1080,0,,,,,,,
1082,5,1.0,,,,,,
1084,3,5.0,6.0,,,,,
1086,3,2.0,4.0,6.0,7.0,,,
1088,0,5.0,,,,,,
1090,7,0.0,5.0,6.0,1.0,,,
1094,0,,,,,,,
1096,3,0.0,4.0,5.0,6.0,,,
1123,6,2.0,,,,,,
1125,3,5.0,4.0,,,,,
1127,1,,,,,,,
1129,1,,,,,,,
1131,2,0.0,6.0,5.0,,,,
1154,3,1.0,2.0,6.0,0.0,,,
1156,0,6.0,3.0,2.0,,,,
1157,1,,,,,,,
1160,0,3.0,6.0,5.0,7.0,,,
1164,7,,,,,,,
1166,3,5.0,7.0,,,,,
1353,2,0.0,,,,,,
1355,3,6.0,0.0,7.0,4.0,,,
1357,0,2.0,3.0,4.0,1.0,,,
1361,5,3.0,4.0,2.0,1.0,,,
1363,3,6.0,7.0,4.0,2.0,,,
1365,5,1.0,4.0,0.0,3.0,,,
1367,1,5.0,7.0,,,,,
1369,5,,,,,,,
1371,1,2.0,0.0,4.0,3.0,,,
1373,0,2.0,4.0,1.0,3.0,,,
1375,3,5.0,0.0,2.0,6.0,,,
1379,3,6.0,7.0,0.0,2.0,,,
1616,2,3.0,4.0,,,,,
1618,6,0.0,,,,,,
1622,3,0.0,6.0,2.0,4.0,,,
1624,0,7.0,2.0,3.0,6.0,,,
1626,2,0.0,,,,,,
1628,6,1.0,2.0,5.0,0.0,,,
1630,6,5.0,1.0,2.0,0.0,,,
1632,6,1.0,2.0,5.0,0.0,,,
1634,6,,,,,,,
1636,2,1.0,3.0,0.0,5.0,,,
1638,3,,,,,,,
1642,1,6.0,3.0,0.0,2.0,,,
1644,6,,,,,,,
1646,2,4.0,,,,,,
1648,1,2.0,,,,,,
1985,0,7.0,5.0,,,,,
1987,6,0.0,2.0,,,,,
1989,6,,,,,,,
1991,2,0.0,3.0,5.0,6.0,,,
1993,0,7.0,5.0,,,,,
1995,0,5.0,1.0,2.0,4.0,,,
2119,0,2.0,7.0,6.0,3.0,,,
2120,6,0.0,2.0,,,,,
2121,0,2.0,5.0,6.0,1.0,,,
2122,5,3.0,0.0,6.0,7.0,,,
2123,6,,,,,,,
2124,0,6.0,2.0,,,,,
2125,0,6.0,2.0,,,,,
2233,5,,,,,,,
2235,5,2.0,,,,,,
2237,5,6.0,,,,,,
2239,4,0.0,3.0,7.0,2.0,,,
2241,0,3.0,5.0,6.0,7.0,,,
2243,0,4.0,,,,,,
2245,5,,,,,,,
2247,5,2.0,,,,,,
2249,2,0.0,3.0,1.0,6.0,,,
2352,0,5.0,6.0,,,,,
2354,0,,,,,,,
2356,0,5.0,3.0,6.0,2.0,,,
2359,5,1.0,2.0,3.0,6.0,,,
2379,4,,,,,,,
2448,0,2.0,6.0,,,,,
2450,5,3.0,6.0,0.0,7.0,,,
2452,2,0.0,,,,,,
2454,3,,,,,,,
2456,6,0.0,7.0,,,,,
2458,0,5.0,6.0,,,,,
2460,0,3.0,6.0,7.0,,,,
2462,5,3.0,,,,,,
2464,2,3.0,0.0,4.0,1.0,,,
2466,5,0.0,,,,,,
2468,4,6.0,3.0,0.0,5.0,,,
2470,3,4.0,,,,,,
2472,0,6.0,2.0,7.0,4.0,,,
2474,5,,,,,,,
2476,7,2.0,,,,,,
2478,0,3.0,5.0,4.0,6.0,,,
2480,2,0.0,,,,,,
2618,1,,,,,,,
2620,2,5.0,,,,,,
2622,4,7.0,2.0,0.0,3.0,,,
2624,0,3.0,5.0,2.0,7.0,,,
2626,3,6.0,0.0,2.0,1.0,,,
2628,7,0.0,5.0,1.0,2.0,,,
2630,5,3.0,4.0,,,,,
2632,7,3.0,,,,,,
2634,7,3.0,,,,,,
2636,0,,,,,,,
2638,0,6.0,7.0,5.0,3.0,,,
2640,0,3.0,7.0,5.0,1.0,,,
2642,0,2.0,6.0,,,,,
2646,0,6.0,3.0,,,,,
2648,5,3.0,0.0,6.0,1.0,,,
2649,3,5.0,7.0,4.0,6.0,,,
2861,1,5.0,,,,,,
2863,7,3.0,0.0,6.0,1.0,,,
2865,7,4.0,0.0,6.0,,,,
2867,5,4.0,,,,,,
2869,1,5.0,,,,,,
2871,5,7.0,3.0,1.0,,,,
2873,5,0.0,6.0,,,,,
2875,0,2.0,3.0,5.0,6.0,,,
2879,3,5.0,4.0,,,,,
2881,0,3.0,2.0,7.0,6.0,,,
2883,0,,,,,,,
2885,7,3.0,6.0,0.0,1.0,,,
2887,0,6.0,2.0,,,,,
2889,2,0.0,4.0,3.0,6.0,,,
2890,0,6.0,4.0,1.0,3.0,,,
3360,3,4.0,7.0,2.0,1.0,,,
3362,6,4.0,0.0,3.0,7.0,,,
3364,0,2.0,,,,,,
3366,3,5.0,0.0,6.0,7.0,,,
3368,6,4.0,0.0,3.0,7.0,,,
3525,2,3.0,0.0,6.0,7.0,,,
3527,0,2.0,6.0,1.0,5.0,,,
3536,3,0.0,5.0,6.0,7.0,,,
3871,1,,,,,,,
4295,0,7.0,6.0,3.0,,,,
4296,0,7.0,6.0,,,,,
4297,0,7.0,6.0,3.0,,,,
4298,5,6.0,2.0,0.0,3.0,,,
4299,5,6.0,2.0,0.0,3.0,,,
4300,5,6.0,2.0,0.0,3.0,,,
4301,6,,,,,,,
4554,6,,,,,,,
4556,3,0.0,6.0,4.0,7.0,,,
4559,5,3.0,0.0,4.0,,,,
4561,6,5.0,3.0,7.0,1.0,,,
4563,0,3.0,5.0,7.0,1.0,,,
4564,0,2.0,1.0,5.0,6.0,,,
4567,0,5.0,1.0,3.0,2.0,,,
4569,6,4.0,,,,,,
4571,5,7.0,3.0,0.0,1.0,,,
4572,0,5.0,2.0,6.0,1.0,,,
4574,5,2.0,6.0,0.0,3.0,,,
4576,3,5.0,0.0,2.0,4.0,,,
4578,2,0.0,6.0,5.0,,,,
4580,5,,,,,,,
4583,5,3.0,2.0,,,,,
4585,5,0.0,3.0,6.0,1.0,,,
4586,6,3.0,0.0,7.0,2.0,,,
4599,0,,,,,,,
4601,5,6.0,2.0,0.0,1.0,,,
4603,3,5.0,,,,,,
4605,3,5.0,,,,,,
4607,5,6.0,0.0,2.0,,,,
4611,5,7.0,0.0,2.0,1.0,,,
4615,3,5.0,6.0,4.0,,,,
4617,0,3.0,6.0,4.0,,,,
4918,0,3.0,6.0,,,,,
4920,0,6.0,3.0,5.0,7.0,,,
4922,6,5.0,2.0,0.0,3.0,,,
4926,0,6.0,5.0,3.0,4.0,,,
4928,5,2.0,,,,,,
4932,0,6.0,2.0,3.0,5.0,,,
4936,3,5.0,6.0,,,,,
4940,3,7.0,,,,,,
4944,3,6.0,5.0,2.0,1.0,,,
4945,3,5.0,6.0,0.0,2.0,,,
5075,2,1.0,5.0,,,,,
5077,0,2.0,7.0,1.0,4.0,,,
5079,5,7.0,0.0,2.0,3.0,,,
5081,6,5.0,4.0,7.0,1.0,,,
5083,3,7.0,,,,,,
5085,3,0.0,2.0,7.0,6.0,,,
5091,5,0.0,6.0,,,,,
5093,5,3.0,4.0,7.0,1.0,,,
5095,1,0.0,2.0,5.0,7.0,,,
5097,2,,,,,,,
5099,5,4.0,3.0,2.0,0.0,,,
5101,0,2.0,,,,,,
5103,1,3.0,4.0,2.0,5.0,,,
5105,7,3.0,0.0,2.0,5.0,,,
5107,2,6.0,3.0,,,,,
5109,5,,,,,,,
5111,6,3.0,0.0,5.0,2.0,,,
5113,2,5.0,,,,,,
5115,5,3.0,0.0,6.0,7.0,,,
5119,2,5.0,1.0,6.0,4.0,,,
5121,5,,,,,,,
5123,7,3.0,0.0,5.0,6.0,,,
5311,6,0.0,,,,,,
5314,0,2.0,5.0,1.0,,,,
5316,5,6.0,0.0,3.0,4.0,,,
5317,2,,,,,,,
5719,3,7.0,5.0,0.0,4.0,,,
5720,5,,,,,,,
5721,7,6.0,2.0,5.0,1.0,,,
5722,1,0.0,6.0,3.0,5.0,,,
5723,2,0.0,,,,,,
5724,2,1.0,7.0,0.0,,,,
5725,6,5.0,4.0,2.0,3.0,,,
5726,4,3.0,5.0,6.0,0.0,,,
5727,0,,,,,,,
5728,2,6.0,,,,,,
5729,0,5.0,1.0,2.0,3.0,,,
5730,5,2.0,3.0,0.0,4.0,,,
5731,0,7.0,3.0,6.0,5.0,,,
6398,0,3.0,5.0,2.0,,,,
6400,2,,,,,,,
6402,0,2.0,6.0,5.0,1.0,,,
6403,0,2.0,1.0,3.0,,,,
6406,5,,,,,,,
6408,5,2.0,3.0,4.0,1.0,,,
6410,2,,,,,,,
6412,0,,,,,,,
6414,2,0.0,3.0,7.0,6.0,,,
6416,2,,,,,,,
6418,2,0.0,,,,,,
6441,0,,,,,,,
6443,0,2.0,6.0,3.0,4.0,,,
6445,6,0.0,2.0,5.0,,,,
6447,5,,,,,,,
6449,0,2.0,,,,,,
6451,0,,,,,,,
6453,0,,,,,,,
6455,0,,,,,,,
6528,6,5.0,1.0,4.0,7.0,,,
6639,5,2.0,,,,,,
6641,3,0.0,,,,,,
6643,2,5.0,7.0,1.0,0.0,,,
6645,7,,,,,,,
6647,3,1.0,,,,,,
6649,2,3.0,0.0,6.0,1.0,,,
6651,1,5.0,,,,,,
6653,7,3.0,5.0,1.0,2.0,,,
6655,0,3.0,6.0,5.0,4.0,,,
6657,5,6.0,2.0,0.0,,,,
6659,0,3.0,6.0,5.0,4.0,,,
6661,2,0.0,3.0,7.0,6.0,,,
6663,6,2.0,,,,,,
6665,2,,,,,,,
6667,7,2.0,6.0,3.0,,,,
6669,2,0.0,4.0,6.0,3.0,,,
6671,0,2.0,4.0,6.0,3.0,,,
7002,1,,,,,,,
7004,5,6.0,0.0,7.0,4.0,,,
7006,1,,,,,,,
7008,2,0.0,6.0,5.0,,,,
7017,3,2.0,7.0,0.0,1.0,,,
7018,0,3.0,2.0,4.0,6.0,,,
7020,3,,,,,,,
7223,2,,,,,,,
7225,0,6.0,2.0,,,,,
7227,0,6.0,3.0,,,,,
7228,0,5.0,1.0,2.0,6.0,,,
7230,1,0.0,2.0,5.0,3.0,,,
7233,1,2.0,,,,,,
7235,0,1.0,5.0,2.0,3.0,,,
7237,5,,,,,,,
7239,2,1.0,,,,,,
7241,6,2.0,5.0,1.0,7.0,,,
7243,6,7.0,0.0,2.0,4.0,,,
7245,0,5.0,,,,,,
7247,2,0.0,3.0,7.0,4.0,,,
7249,2,0.0,3.0,4.0,1.0,,,
7251,0,6.0,3.0,7.0,2.0,,,
7253,5,,,,,,,
7482,3,0.0,,,,,,
7484,2,0.0,5.0,6.0,1.0,,,
7486,6,2.0,0.0,5.0,3.0,,,
7488,2,3.0,5.0,1.0,7.0,,,
7490,0,3.0,,,,,,
7491,0,1.0,3.0,5.0,6.0,,,
7492,0,,,,,,,
7493,5,3.0,,,,,,
7494,0,1.0,2.0,6.0,,,,
7582,6,7.0,0.0,1.0,5.0,,,
7707,0,2.0,6.0,,,,,
7711,6,1.0,,,,,,
7714,2,0.0,,,,,,
7716,5,0.0,,,,,,
7717,1,6.0,,,,,,
7720,0,,,,,,,
7722,0,3.0,5.0,2.0,4.0,,,
7723,3,5.0,7.0,0.0,4.0,,,
7725,2,,,,,,,
7727,6,2.0,3.0,0.0,7.0,,,
7730,5,1.0,3.0,2.0,,,,
7731,5,0.0,3.0,7.0,,,,
7733,0,6.0,2.0,,,,,
7736,2,1.0,,,,,,
7738,0,2.0,6.0,,,,,
7740,5,3.0,0.0,7.0,4.0,,,
7741,3,5.0,4.0,6.0,7.0,,,
7807,3,0.0,6.0,,,,,
7808,0,5.0,2.0,3.0,1.0,,,
7809,5,4.0,7.0,6.0,3.0,,,
7810,6,,,,,,,
7811,0,5.0,2.0,1.0,,,,
7831,3,,,,,,,
7833,0,6.0,2.0,4.0,1.0,,,
7835,5,2.0,0.0,6.0,7.0,,,
7837,2,0.0,3.0,5.0,6.0,,,
8006,5,0.0,4.0,7.0,6.0,,,
8008,0,6.0,2.0,,,,,
8642,0,2.0,6.0,3.0,,,,
8643,2,,,,,,,
8674,0,6.0,7.0,1.0,,,,
8676,5,2.0,7.0,,,,,
8678,3,5.0,,,,,,
8680,2,0.0,6.0,,,,,
8682,6,7.0,,,,,,
8684,3,,,,,,,
8686,5,,,,,,,
8688,7,3.0,0.0,4.0,6.0,,,
8690,0,,,,,,,
8692,5,0.0,3.0,2.0,1.0,,,
8694,2,1.0,4.0,5.0,0.0,,,
8696,5,,,,,,,
8697,0,2.0,6.0,3.0,1.0,,,
8699,3,0.0,5.0,6.0,,,,
8700,0,,,,,,,
8701,3,5.0,0.0,1.0,6.0,,,
8702,6,2.0,3.0,4.0,5.0,,,
8704,3,0.0,2.0,4.0,6.0,,,
8705,3,6.0,2.0,4.0,5.0,,,
8706,2,3.0,4.0,,,,,
8708,2,3.0,4.0,,,,,
8709,3,0.0,,,,,,
8956,3,5.0,0.0,6.0,7.0,,,
8958,5,2.0,,,,,,
8960,2,5.0,0.0,,,,,
9000,6,3.0,,,,,,
9002,3,6.0,1.0,4.0,0.0,,,
9004,3,5.0,4.0,2.0,,,,
9006,6,2.0,1.0,,,,,
9008,2,5.0,0.0,6.0,,,,
9010,0,2.0,6.0,,,,,
9012,0,,,,,,,
9090,6,2.0,5.0,0.0,,,,
9092,6,2.0,5.0,0.0,,,,
9094,3,,,,,,,
9096,6,5.0,3.0,0.0,7.0,,,
9098,2,3.0,6.0,4.0,1.0,,,
9099,0,6.0,2.0,3.0,,,,
9102,0,2.0,6.0,7.0,3.0,,,
9104,6,0.0,7.0,,,,,
9106,7,2.0,5.0,1.0,3.0,,,
9108,0,2.0,6.0,7.0,3.0,,,
9110,0,2.0,5.0,7.0,3.0,,,
9112,6,7.0,3.0,2.0,0.0,,,
9114,3,0.0,4.0,1.0,5.0,,,
9116,2,0.0,6.0,1.0,3.0,,,
9118,7,3.0,5.0,2.0,4.0,,,
9120,2,1.0,0.0,5.0,6.0,,,
9122,0,2.0,6.0,5.0,7.0,,,
9124,5,,,,,,,
9126,6,5.0,3.0,0.0,7.0,,,
9156,0,6.0,2.0,7.0,5.0,,,
9158,5,0.0,6.0,2.0,,,,
9160,0,,,,,,,
9164,0,5.0,3.0,7.0,1.0,,,
9243,6,3.0,5.0,7.0,2.0,,,
9245,3,6.0,4.0,,,,,
9247,2,1.0,3.0,4.0,0.0,,,
9249,2,0.0,6.0,3.0,4.0,,,
9251,7,,,,,,,
9253,5,3.0,2.0,,,,,
9255,0,6.0,3.0,5.0,7.0,,,
9257,5,3.0,,,,,,
9259,2,0.0,6.0,3.0,7.0,,,
9261,0,2.0,6.0,3.0,7.0,,,
10047,2,,,,,,,
10048,3,0.0,5.0,6.0,7.0,,,
10049,2,,,,,,,
10050,2,5.0,3.0,0.0,6.0,,,
10051,2,0.0,6.0,3.0,4.0,,,
10052,0,2.0,5.0,,,,,
10053,1,2.0,,,,,,
10054,0,5.0,6.0,1.0,3.0,,,
10056,0,3.0,5.0,2.0,,,,
10057,5,1.0,3.0,4.0,2.0,,,
10058,2,0.0,,,,,,
10059,5,,,,,,,
10090,0,,,,,,,
10092,0,,,,,,,
10094,0,,,,,,,
10096,0,,,,,,,
10098,0,,,,,,,
10100,0,2.0,,,,,,
10104,3,7.0,,,,,,
10108,3,,,,,,,
10110,0,2.0,,,,,,
10112,3,2.0,,,,,,
10206,2,3.0,0.0,4.0,1.0,,,
10209,0,5.0,7.0,3.0,1.0,,,
10211,5,3.0,6.0,4.0,0.0,,,
10213,5,3.0,,,,,,
10616,5,0.0,3.0,6.0,2.0,,,
10618,2,1.0,,,,,,
10622,5,,,,,,,
10625,5,,,,,,,
10627,0,6.0,,,,,,
10629,0,,,,,,,
10631,0,2.0,3.0,4.0,7.0,,,
10633,7,4.0,0.0,,,,,
10634,3,2.0,4.0,1.0,5.0,,,
10637,5,3.0,7.0,4.0,1.0,,,
10755,2,1.0,4.0,3.0,6.0,,,
10756,2,,,,,,,
10757,3,0.0,5.0,4.0,7.0,,,
10758,0,3.0,2.0,6.0,5.0,,,
10759,2,5.0,3.0,6.0,4.0,,,
10760,0,,,,,,,
10761,0,3.0,5.0,7.0,,,,
10762,6,0.0,,,,,,
11601,3,2.0,0.0,6.0,,,,
11603,2,6.0,,,,,,
11605,2,5.0,1.0,0.0,,,,
11607,2,6.0,0.0,,,,,
11609,5,1.0,3.0,7.0,0.0,,,
11611,0,5.0,6.0,2.0,,,,
11613,0,,,,,,,
11615,5,3.0,0.0,6.0,4.0,,,
11618,0,,,,,,,
11619,0,6.0,7.0,4.0,2.0,,,
11699,7,4.0,5.0,0.0,3.0,,,
11701,2,3.0,6.0,,,,,
11703,2,0.0,6.0,,,,,
11705,2,0.0,,,,,,
11707,2,0.0,5.0,6.0,,,,
11709,7,0.0,3.0,5.0,6.0,,,
11711,0,2.0,,,,,,
11713,2,0.0,,,,,,
11716,3,0.0,2.0,,,,,
11718,6,3.0,,,,,,
12091,0,3.0,6.0,5.0,7.0,,,
12093,3,0.0,5.0,6.0,7.0,,,
12095,3,6.0,0.0,7.0,2.0,,,
12097,2,5.0,3.0,6.0,7.0,,,
12099,0,2.0,3.0,6.0,4.0,,,
12101,3,4.0,5.0,6.0,0.0,,,
12103,6,0.0,,,,,,
12105,0,2.0,,,,,,
12504,0,5.0,2.0,6.0,7.0,,,
12506,4,,,,,,,
12509,2,6.0,5.0,1.0,7.0,,,
12511,0,3.0,4.0,5.0,1.0,,,
12513,6,0.0,3.0,7.0,2.0,,,
12515,2,0.0,7.0,,,,,
12643,0,7.0,2.0,1.0,3.0,,,
12731,3,,,,,,,
13345,6,2.0,4.0,,,,,
13347,0,6.0,2.0,5.0,,,,
13349,3,0.0,6.0,4.0,2.0,,,
13351,0,1.0,,,,,,
13355,3,7.0,6.0,0.0,4.0,,,
13495,0,6.0,1.0,7.0,,,,
13499,0,6.0,1.0,2.0,3.0,,,
13503,0,5.0,3.0,2.0,1.0,,,
13505,0,2.0,,,,,,
13509,6,0.0,2.0,4.0,7.0,,,
13511,6,0.0,2.0,4.0,1.0,,,
13513,0,2.0,,,,,,
14008,3,4.0,5.0,1.0,7.0,,,
14010,0,2.0,6.0,5.0,3.0,,,
14012,5,6.0,3.0,0.0,7.0,,,
14014,5,3.0,4.0,1.0,7.0,,,
14018,7,,,,,,,
14020,0,6.0,2.0,,,,,
14022,7,,,,,,,
14025,0,1.0,7.0,,,,,
14027,0,2.0,6.0,7.0,4.0,,,
14031,0,6.0,7.0,,,,,
14033,2,,,,,,,
14635,7,6.0,5.0,0.0,1.0,,,
14641,5,,,,,,,
14643,0,,,,,,,
14644,1,0.0,5.0,2.0,,,,
14646,4,,,,,,,
14648,0,6.0,2.0,,,,,
14650,6,3.0,5.0,1.0,7.0,,,
14652,2,1.0,,,,,,
14654,0,6.0,1.0,,,,,
14656,7,,,,,,,
14658,2,,,,,,,
14661,2,0.0,1.0,6.0,3.0,,,
14665,5,,,,,,,
14667,6,1.0,5.0,2.0,,,,
14669,0,,,,,,,
14672,5,0.0,2.0,,,,,
14674,1,5.0,7.0,2.0,6.0,,,
14676,2,,,,,,,
14678,3,5.0,6.0,7.0,4.0,,,
14680,2,,,,,,,
14682,3,0.0,6.0,5.0,7.0,,,
14961,2,1.0,,,,,,
14964,2,0.0,,,,,,
14966,2,,,,,,,
14968,3,6.0,4.0,5.0,,,,
14970,3,5.0,0.0,6.0,7.0,,,
14972,0,,,,,,,
14974,0,4.0,3.0,6.0,2.0,,,
15473,5,2.0,0.0,3.0,7.0,,,
15474,2,,,,,,,
15476,0,2.0,6.0,5.0,1.0,,,
15478,5,,,,,,,
15480,5,2.0,1.0,3.0,6.0,,,
15482,2,,,,,,,
15484,2,0.0,6.0,,,,,
15487,7,3.0,0.0,,,,,
15488,1,,,,,,,
15490,0,,,,,,,
15492,3,5.0,2.0,6.0,0.0,,,
15495,0,2.0,,,,,,
15497,5,1.0,,,,,,
15498,0,1.0,7.0,5.0,6.0,,,
15500,0,1.0,5.0,,,,,
15502,0,1.0,5.0,,,,,
15668,5,7.0,3.0,0.0,2.0,,,
15670,1,2.0,6.0,5.0,0.0,,,
15673,3,2.0,7.0,5.0,0.0,,,
15675,0,2.0,3.0,6.0,5.0,,,
15677,0,3.0,6.0,2.0,5.0,,,
15680,2,3.0,4.0,1.0,0.0,,,
15682,2,1.0,3.0,4.0,0.0,,,
15684,4,6.0,0.0,5.0,,,,
15686,6,2.0,3.0,0.0,,,,
15687,5,6.0,0.0,7.0,2.0,,,
15688,6,5.0,,,,,,
15689,5,2.0,0.0,7.0,6.0,,,
15691,5,2.0,1.0,0.0,6.0,,,
15693,3,0.0,5.0,7.0,1.0,,,
15696,0,,,,,,,
15697,0,2.0,6.0,3.0,,,,
15699,0,,,,,,,
15701,0,2.0,6.0,3.0,,,,
15703,3,5.0,6.0,,,,,
15705,2,0.0,,,,,,
15707,3,4.0,2.0,5.0,1.0,,,
15709,6,7.0,,,,,,
15711,3,2.0,,,,,,
15713,5,,,,,,,
15715,5,6.0,3.0,1.0,,,,
15717,5,0.0,6.0,3.0,7.0,,,
15719,0,,,,,,,
15721,0,,,,,,,
15723,5,,,,,,,
15725,0,6.0,2.0,1.0,3.0,,,
15727,3,,,,,,,
15729,0,5.0,6.0,,,,,
15731,0,5.0,6.0,2.0,,,,
15733,0,1.0,,,,,,
15735,5,1.0,6.0,4.0,3.0,,,
15738,0,5.0,3.0,1.0,7.0,,,
15739,0,2.0,6.0,5.0,1.0,,,
15741,0,,,,,,,
15743,0,,,,,,,
15791,3,0.0,6.0,7.0,4.0,,,
15793,0,2.0,6.0,3.0,5.0,,,
15795,3,,,,,,,
15797,2,0.0,,,,,,
15799,5,3.0,6.0,4.0,7.0,,,
15801,0,2.0,6.0,,,,,
15974,2,0.0,5.0,6.0,7.0,,,
15976,2,0.0,3.0,5.0,7.0,,,
15978,3,0.0,5.0,1.0,4.0,,,
15981,5,,,,,,,
15983,6,2.0,0.0,,,,,
15985,6,0.0,2.0,1.0,,,,
15987,2,,,,,,,
15989,0,6.0,7.0,4.0,,,,
15991,3,,,,,,,
15992,4,,,,,,,
15994,0,2.0,6.0,3.0,1.0,,,
16301,7,2.0,0.0,6.0,4.0,,,
16303,0,,,,,,,
16341,3,1.0,5.0,6.0,4.0,,,
16343,5,,,,,,,
16345,6,2.0,5.0,0.0,1.0,,,
16347,5,7.0,6.0,3.0,4.0,,,
16349,5,3.0,2.0,7.0,,,,
16350,0,1.0,2.0,5.0,6.0,,,
16353,2,0.0,3.0,5.0,7.0,,,
16356,0,1.0,2.0,6.0,5.0,,,
16358,0,2.0,4.0,6.0,3.0,,,
17221,7,0.0,5.0,3.0,4.0,,,
17223,0,,,,,,,
17225,5,3.0,,,,,,
17227,3,6.0,7.0,,,,,
17229,2,,,,,,,
17232,0,6.0,2.0,3.0,4.0,,,
17235,0,3.0,,,,,,
17337,2,,,,,,,
17340,0,2.0,,,,,,
17344,6,0.0,3.0,2.0,4.0,,,
17346,2,7.0,5.0,1.0,,,,
17611,6,,,,,,,
17613,5,2.0,,,,,,
17615,6,,,,,,,
17617,2,6.0,0.0,5.0,4.0,,,
17619,2,,,,,,,
17621,2,0.0,5.0,1.0,3.0,,,
17623,2,7.0,3.0,6.0,1.0,,,
17625,2,5.0,4.0,1.0,3.0,,,
17627,0,3.0,1.0,6.0,5.0,,,
17848,2,,,,,,,
17849,2,0.0,7.0,3.0,1.0,,,
17850,2,0.0,6.0,5.0,3.0,,,
17851,7,0.0,,,,,,
17852,7,3.0,,,,,,
17853,7,3.0,1.0,5.0,,,,
17854,7,6.0,0.0,2.0,5.0,,,
17856,5,0.0,6.0,2.0,4.0,,,
17857,0,6.0,,,,,,
17858,2,5.0,,,,,,
17859,2,5.0,,,,,,
17861,0,,,,,,,
17862,6,3.0,5.0,7.0,2.0,,,
17865,2,0.0,,,,,,
17866,6,2.0,0.0,3.0,7.0,,,
17867,6,0.0,5.0,2.0,,,,
17868,2,0.0,6.0,,,,,
17869,0,,,,,,,
17870,2,7.0,,,,,,
17871,2,7.0,0.0,,,,,
17872,2,,,,,,,
17977,2,,,,,,,
17978,2,0.0,,,,,,
17979,7,,,,,,,
17980,6,2.0,5.0,7.0,0.0,,,
17981,0,2.0,4.0,3.0,1.0,,,
17982,6,2.0,7.0,0.0,4.0,,,
17983,6,2.0,3.0,5.0,1.0,,,
17984,0,5.0,6.0,3.0,4.0,,,
17985,2,1.0,0.0,,,,,
17986,0,3.0,5.0,7.0,2.0,,,
17987,5,6.0,2.0,4.0,1.0,,,
18109,0,6.0,5.0,,,,,
18110,2,3.0,7.0,6.0,,,,
18112,3,5.0,6.0,1.0,0.0,,,
18114,0,2.0,3.0,,,,,
18116,2,0.0,,,,,,
