,0,1,2,3,4,5,6,7
189,2,4.0,,,,,,
523,2,0.0,1.0,4.0,,,,
524,2,,,,,,,
525,0,2.0,,,,,,
526,2,,,,,,,
527,0,2.0,7.0,1.0,3.0,,,
528,3,1.0,2.0,5.0,,,,
529,0,2.0,1.0,3.0,5.0,,,
530,0,2.0,,,,,,
531,2,0.0,5.0,1.0,7.0,,,
532,4,5.0,6.0,,,,,
549,2,,,,,,,
550,4,1.0,2.0,5.0,6.0,,,
551,2,,,,,,,
552,0,1.0,2.0,6.0,5.0,,,
553,0,4.0,1.0,2.0,3.0,,,
554,4,2.0,3.0,0.0,6.0,,,
555,0,1.0,2.0,6.0,5.0,,,
556,2,,,,,,,
557,2,,,,,,,
558,6,3.0,2.0,5.0,0.0,,,
559,4,2.0,3.0,0.0,6.0,,,
560,2,4.0,5.0,,,,,
561,2,,,,,,,
562,1,0.0,2.0,3.0,4.0,,,
563,1,2.0,7.0,3.0,6.0,,,
564,3,6.0,5.0,2.0,1.0,,,
565,1,3.0,0.0,2.0,4.0,,,
566,2,1.0,7.0,3.0,6.0,,,
568,5,,,,,,,
569,0,,,,,,,
570,2,0.0,4.0,,,,,
572,3,6.0,5.0,4.0,0.0,,,
573,0,2.0,1.0,5.0,6.0,,,
574,2,,,,,,,
575,2,0.0,1.0,,,,,
576,1,2.0,3.0,4.0,,,,
577,2,0.0,1.0,,,,,
578,0,2.0,,,,,,
579,2,7.0,4.0,6.0,1.0,,,
580,0,2.0,7.0,3.0,6.0,,,
581,4,1.0,2.0,0.0,3.0,,,
582,1,3.0,0.0,2.0,7.0,,,
583,0,2.0,1.0,5.0,4.0,,,
584,0,6.0,3.0,2.0,7.0,,,
585,1,7.0,3.0,6.0,,,,
586,6,4.0,2.0,1.0,7.0,,,
587,0,5.0,2.0,1.0,3.0,,,
588,2,0.0,4.0,,,,,
1167,0,2.0,1.0,7.0,5.0,,,
1168,6,2.0,1.0,3.0,0.0,,,
1169,4,2.0,0.0,1.0,3.0,,,
1275,2,1.0,6.0,7.0,5.0,,,
1276,7,2.0,6.0,0.0,4.0,,,
1277,7,6.0,0.0,2.0,4.0,,,
1278,2,3.0,4.0,6.0,,,,
1279,3,,,,,,,
1280,4,0.0,3.0,1.0,2.0,,,
1281,3,,,,,,,
1282,2,1.0,,,,,,
1283,0,,,,,,,
1284,2,,,,,,,
1285,2,,,,,,,
1745,6,7.0,5.0,4.0,0.0,,,
1747,0,,,,,,,
1748,4,,,,,,,
1749,1,,,,,,,
1750,4,2.0,0.0,,,,,
1752,2,0.0,1.0,3.0,5.0,,,
1753,2,3.0,4.0,0.0,1.0,,,
1754,1,3.0,2.0,0.0,4.0,,,
1755,0,,,,,,,
1756,4,2.0,1.0,7.0,3.0,,,
1757,6,,,,,,,
1758,2,0.0,4.0,5.0,1.0,,,
1759,1,3.0,2.0,,,,,
1760,0,2.0,,,,,,
1761,6,7.0,0.0,1.0,2.0,,,
1762,1,2.0,,,,,,
1763,0,2.0,,,,,,
1764,3,,,,,,,
1765,3,4.0,,,,,,
1766,2,6.0,,,,,,
1767,4,2.0,1.0,,,,,
1768,2,4.0,3.0,1.0,5.0,,,
1769,1,3.0,7.0,4.0,6.0,,,
1770,2,1.0,4.0,,,,,
1771,4,2.0,0.0,,,,,
1772,6,7.0,2.0,5.0,,,,
1773,0,2.0,4.0,7.0,6.0,,,
1892,7,6.0,2.0,0.0,,,,
1893,0,2.0,,,,,,
1894,2,,,,,,,
1895,7,6.0,2.0,0.0,,,,
1896,2,4.0,0.0,6.0,5.0,,,
1897,0,2.0,1.0,,,,,
1898,0,1.0,7.0,2.0,3.0,,,
1899,2,,,,,,,
2360,6,1.0,5.0,7.0,0.0,,,
2361,4,,,,,,,
2363,4,2.0,,,,,,
2364,4,1.0,0.0,3.0,2.0,,,
2365,2,,,,,,,
2366,4,,,,,,,
2367,3,1.0,4.0,0.0,2.0,,,
2368,4,1.0,0.0,,,,,
2369,2,1.0,,,,,,
2370,0,,,,,,,
2371,2,0.0,,,,,,
2372,4,3.0,1.0,7.0,,,,
2373,4,2.0,0.0,1.0,5.0,,,
2374,3,2.0,7.0,6.0,,,,
2375,3,1.0,6.0,5.0,0.0,,,
2376,2,6.0,1.0,4.0,,,,
2377,0,6.0,3.0,1.0,2.0,,,
2378,1,2.0,4.0,3.0,0.0,,,
2948,2,1.0,0.0,5.0,,,,
2949,0,2.0,4.0,1.0,3.0,,,
2950,2,1.0,0.0,5.0,,,,
2952,2,1.0,7.0,0.0,3.0,,,
2953,2,,,,,,,
2954,2,1.0,7.0,0.0,3.0,,,
2955,2,0.0,1.0,5.0,,,,
2956,0,,,,,,,
2957,2,1.0,6.0,,,,,
2958,2,4.0,1.0,,,,,
2959,2,,,,,,,
2960,6,2.0,4.0,5.0,0.0,,,
2961,6,,,,,,,
2962,2,4.0,,,,,,
2963,0,4.0,1.0,3.0,2.0,,,
2965,3,4.0,0.0,2.0,1.0,,,
2966,3,1.0,0.0,,,,,
2967,3,,,,,,,
2968,1,2.0,3.0,4.0,,,,
2969,1,3.0,,,,,,
2970,1,,,,,,,
2971,1,,,,,,,
2972,0,1.0,2.0,,,,,
2973,3,,,,,,,
2974,2,3.0,4.0,,,,,
3201,4,2.0,,,,,,
3202,5,2.0,7.0,1.0,3.0,,,
3203,2,4.0,3.0,0.0,1.0,,,
3204,0,2.0,1.0,5.0,4.0,,,
3205,1,2.0,3.0,4.0,0.0,,,
3206,0,1.0,2.0,3.0,5.0,,,
3207,2,4.0,0.0,3.0,1.0,,,
3208,1,3.0,2.0,,,,,
3209,7,,,,,,,
3210,1,3.0,2.0,4.0,0.0,,,
3211,7,,,,,,,
3212,4,1.0,7.0,3.0,,,,
3213,2,0.0,1.0,3.0,,,,
3214,7,,,,,,,
3215,2,,,,,,,
3216,4,1.0,2.0,0.0,6.0,,,
3217,1,2.0,7.0,6.0,4.0,,,
3218,6,0.0,2.0,1.0,,,,
3219,1,,,,,,,
3220,4,0.0,6.0,2.0,1.0,,,
3221,4,1.0,0.0,3.0,,,,
3223,4,2.0,1.0,,,,,
3224,1,3.0,4.0,0.0,2.0,,,
3226,2,1.0,3.0,,,,,
3227,2,0.0,1.0,3.0,5.0,,,
3228,1,,,,,,,
3229,7,,,,,,,
3230,4,,,,,,,
3231,2,1.0,3.0,,,,,
3232,0,4.0,1.0,5.0,2.0,,,
3233,4,3.0,6.0,7.0,0.0,,,
3234,2,4.0,0.0,,,,,
3235,2,4.0,1.0,0.0,3.0,,,
3236,2,6.0,,,,,,
3237,7,0.0,2.0,3.0,6.0,,,
3238,2,6.0,,,,,,
3239,7,,,,,,,
3240,2,4.0,0.0,,,,,
3241,4,2.0,3.0,1.0,7.0,,,
3450,7,2.0,,,,,,
3451,0,7.0,2.0,,,,,
3452,0,5.0,6.0,7.0,,,,
3453,2,1.0,4.0,5.0,,,,
3454,6,2.0,0.0,4.0,7.0,,,
3455,2,1.0,6.0,3.0,,,,
3456,2,4.0,1.0,5.0,6.0,,,
3457,1,3.0,5.0,2.0,6.0,,,
3458,3,,,,,,,
3459,6,1.0,2.0,0.0,3.0,,,
3460,2,4.0,0.0,,,,,
3461,4,0.0,2.0,3.0,1.0,,,
3462,1,5.0,2.0,4.0,0.0,,,
3463,3,0.0,1.0,,,,,
3464,4,2.0,1.0,6.0,5.0,,,
3465,2,,,,,,,
3466,2,,,,,,,
3467,2,0.0,1.0,3.0,4.0,,,
3468,7,,,,,,,
3469,2,0.0,4.0,3.0,6.0,,,
3470,7,,,,,,,
3471,2,,,,,,,
3472,2,1.0,5.0,7.0,6.0,,,
3473,2,1.0,3.0,4.0,0.0,,,
3474,7,,,,,,,
3475,4,0.0,3.0,1.0,7.0,,,
3476,3,1.0,2.0,6.0,4.0,,,
3477,6,0.0,,,,,,
3567,0,2.0,,,,,,
3569,2,,,,,,,
3570,0,1.0,7.0,3.0,2.0,,,
3571,0,2.0,5.0,,,,,
3634,3,1.0,,,,,,
3635,0,,,,,,,
3636,2,4.0,7.0,,,,,
3767,4,,,,,,,
3768,4,0.0,,,,,,
3769,7,2.0,0.0,4.0,5.0,,,
3770,0,1.0,3.0,5.0,4.0,,,
3771,2,,,,,,,
3772,0,4.0,,,,,,
3773,7,6.0,,,,,,
3774,0,4.0,,,,,,
3775,4,2.0,3.0,0.0,1.0,,,
3776,1,,,,,,,
3777,4,2.0,,,,,,
3778,3,0.0,4.0,1.0,2.0,,,
3779,5,,,,,,,
3780,4,3.0,2.0,1.0,7.0,,,
3781,2,4.0,,,,,,
4157,2,0.0,5.0,4.0,1.0,,,
4158,0,,,,,,,
4159,2,,,,,,,
4160,4,0.0,5.0,2.0,6.0,,,
4161,2,7.0,4.0,0.0,1.0,,,
4162,5,4.0,2.0,0.0,,,,
4163,0,4.0,5.0,2.0,7.0,,,
4164,1,0.0,7.0,4.0,2.0,,,
4165,2,,,,,,,
4453,2,4.0,0.0,1.0,3.0,,,
4454,4,2.0,,,,,,
4455,2,0.0,3.0,1.0,4.0,,,
4456,1,,,,,,,
4457,4,3.0,0.0,1.0,5.0,,,
4458,0,3.0,4.0,,,,,
4459,0,4.0,2.0,,,,,
4460,0,4.0,2.0,,,,,
4461,2,6.0,5.0,1.0,4.0,,,
4462,1,3.0,,,,,,
4463,1,2.0,7.0,6.0,4.0,,,
4464,2,4.0,3.0,1.0,7.0,,,
4465,1,4.0,3.0,,,,,
4466,1,3.0,,,,,,
4467,1,7.0,6.0,4.0,0.0,,,
4468,1,4.0,3.0,,,,,
4469,2,7.0,0.0,1.0,3.0,,,
4470,0,2.0,4.0,3.0,1.0,,,
4471,3,4.0,0.0,,,,,
4472,4,,,,,,,
4473,4,1.0,2.0,,,,,
4474,2,0.0,4.0,,,,,
4475,1,3.0,,,,,,
4476,2,0.0,1.0,4.0,,,,
4477,2,1.0,3.0,7.0,5.0,,,
4478,2,,,,,,,
4479,0,4.0,2.0,1.0,3.0,,,
4480,4,0.0,2.0,1.0,3.0,,,
4481,4,0.0,2.0,1.0,,,,
4482,2,0.0,4.0,,,,,
4483,0,2.0,4.0,,,,,
4484,2,4.0,1.0,7.0,6.0,,,
4849,2,1.0,3.0,,,,,
4850,2,1.0,3.0,4.0,,,,
4851,2,3.0,4.0,,,,,
4852,1,2.0,7.0,5.0,0.0,,,
4853,4,0.0,1.0,,,,,
4854,2,0.0,5.0,1.0,3.0,,,
4855,2,0.0,5.0,1.0,3.0,,,
4856,2,5.0,1.0,7.0,0.0,,,
4857,2,1.0,4.0,3.0,,,,
4858,2,0.0,1.0,6.0,7.0,,,
4859,3,1.0,4.0,,,,,
4860,4,0.0,2.0,,,,,
4861,0,3.0,1.0,4.0,,,,
4862,2,,,,,,,
5035,0,2.0,1.0,3.0,4.0,,,
5036,4,2.0,1.0,0.0,6.0,,,
5037,2,,,,,,,
5038,4,2.0,1.0,0.0,6.0,,,
5039,4,0.0,1.0,2.0,3.0,,,
5040,2,4.0,,,,,,
5041,2,7.0,5.0,4.0,3.0,,,
5042,1,4.0,2.0,,,,,
5043,4,2.0,1.0,3.0,5.0,,,
5044,7,,,,,,,
5045,2,1.0,3.0,7.0,6.0,,,
5046,2,1.0,3.0,0.0,5.0,,,
5047,2,,,,,,,
5048,1,2.0,3.0,7.0,5.0,,,
5049,2,0.0,1.0,3.0,6.0,,,
5050,2,4.0,1.0,0.0,,,,
5051,4,2.0,1.0,0.0,6.0,,,
5052,2,0.0,4.0,3.0,,,,
5053,1,,,,,,,
5054,4,2.0,1.0,0.0,6.0,,,
5055,4,,,,,,,
5056,1,0.0,2.0,3.0,6.0,,,
5057,1,,,,,,,
5058,0,2.0,4.0,1.0,3.0,,,
5059,3,1.0,2.0,,,,,
5188,1,2.0,6.0,7.0,,,,
5189,3,1.0,5.0,2.0,4.0,,,
5190,1,,,,,,,
5191,0,,,,,,,
5192,4,0.0,5.0,1.0,2.0,,,
5193,4,,,,,,,
5194,4,,,,,,,
5195,4,,,,,,,
5226,2,,,,,,,
5227,7,,,,,,,
5228,2,0.0,6.0,1.0,5.0,,,
5229,2,4.0,,,,,,
5230,0,2.0,7.0,6.0,4.0,,,
5231,3,5.0,1.0,0.0,4.0,,,
5232,2,1.0,3.0,0.0,4.0,,,
5233,2,1.0,7.0,3.0,6.0,,,
5234,2,0.0,,,,,,
5235,2,,,,,,,
5236,2,1.0,4.0,7.0,5.0,,,
5237,2,,,,,,,
5238,2,,,,,,,
5239,2,0.0,,,,,,
5240,4,0.0,6.0,1.0,2.0,,,
5241,2,,,,,,,
5242,2,4.0,1.0,,,,,
5243,1,2.0,,,,,,
5244,0,1.0,6.0,,,,,
5245,4,3.0,1.0,2.0,0.0,,,
5246,2,5.0,4.0,0.0,1.0,,,
5247,2,0.0,4.0,5.0,6.0,,,
5248,0,,,,,,,
5249,2,1.0,3.0,0.0,,,,
5250,2,1.0,3.0,4.0,0.0,,,
5251,2,4.0,3.0,1.0,,,,
5266,2,5.0,4.0,,,,,
5267,0,,,,,,,
5268,0,4.0,1.0,2.0,3.0,,,
5269,0,,,,,,,
5270,1,3.0,0.0,2.0,7.0,,,
5271,0,,,,,,,
5272,2,0.0,5.0,1.0,4.0,,,
5273,0,6.0,4.0,2.0,7.0,,,
5274,2,0.0,,,,,,
5275,1,3.0,4.0,,,,,
5276,2,7.0,3.0,4.0,0.0,,,
5277,4,1.0,2.0,5.0,,,,
5278,2,1.0,7.0,3.0,5.0,,,
5279,2,5.0,4.0,,,,,
5280,0,4.0,1.0,,,,,
5282,2,0.0,3.0,6.0,5.0,,,
5283,2,1.0,3.0,0.0,,,,
5284,2,0.0,4.0,1.0,3.0,,,
5285,2,,,,,,,
5286,0,6.0,2.0,1.0,,,,
5319,2,4.0,3.0,5.0,0.0,,,
5320,2,,,,,,,
5321,4,2.0,1.0,,,,,
5322,0,2.0,,,,,,
5323,2,4.0,3.0,5.0,0.0,,,
5325,2,1.0,,,,,,
5326,2,4.0,3.0,5.0,0.0,,,
5327,0,2.0,5.0,,,,,
5328,2,1.0,,,,,,
5329,2,7.0,0.0,6.0,5.0,,,
5330,7,2.0,0.0,,,,,
5331,0,2.0,4.0,5.0,1.0,,,
5333,2,,,,,,,
5334,1,2.0,,,,,,
5335,1,0.0,,,,,,
5336,0,3.0,4.0,1.0,2.0,,,
5337,0,,,,,,,
5338,2,4.0,0.0,,,,,
5339,6,,,,,,,
5340,1,2.0,3.0,0.0,7.0,,,
5341,0,6.0,4.0,3.0,7.0,,,
5342,2,,,,,,,
5343,4,1.0,3.0,2.0,5.0,,,
5344,0,2.0,6.0,,,,,
5345,1,3.0,,,,,,
5346,5,1.0,,,,,,
5347,2,0.0,1.0,,,,,
5348,2,4.0,0.0,1.0,7.0,,,
5349,2,4.0,0.0,1.0,3.0,,,
5350,4,3.0,1.0,2.0,7.0,,,
5351,6,,,,,,,
5352,2,0.0,3.0,,,,,
5353,0,2.0,1.0,3.0,4.0,,,
5354,2,1.0,4.0,,,,,
5355,2,4.0,,,,,,
5356,1,2.0,0.0,4.0,,,,
5357,0,2.0,,,,,,
5676,2,0.0,6.0,3.0,1.0,,,
5677,1,,,,,,,
5679,2,1.0,7.0,3.0,6.0,,,
5680,1,4.0,6.0,,,,,
5681,2,1.0,7.0,4.0,0.0,,,
5682,1,,,,,,,
5683,2,7.0,3.0,,,,,
5684,4,0.0,3.0,1.0,2.0,,,
5685,1,,,,,,,
5686,2,0.0,,,,,,
5687,1,,,,,,,
5688,3,1.0,2.0,5.0,7.0,,,
5689,1,,,,,,,
5690,2,6.0,,,,,,
5691,3,1.0,0.0,,,,,
5692,2,1.0,6.0,5.0,,,,
5829,4,,,,,,,
5830,2,4.0,,,,,,
5831,4,2.0,0.0,1.0,7.0,,,
5832,2,0.0,1.0,7.0,5.0,,,
5833,3,1.0,2.0,,,,,
5834,2,4.0,6.0,1.0,0.0,,,
5835,1,7.0,,,,,,
5836,2,0.0,4.0,1.0,7.0,,,
5837,2,,,,,,,
5838,0,5.0,2.0,1.0,3.0,,,
5839,4,,,,,,,
5840,2,4.0,1.0,5.0,0.0,,,
5841,3,,,,,,,
6456,2,,,,,,,
6457,3,6.0,1.0,,,,,
6458,0,2.0,,,,,,
6459,0,2.0,4.0,6.0,1.0,,,
6460,2,4.0,1.0,7.0,5.0,,,
6461,0,2.0,5.0,1.0,3.0,,,
6462,2,1.0,4.0,7.0,5.0,,,
6463,0,2.0,5.0,1.0,3.0,,,
6464,2,0.0,1.0,3.0,6.0,,,
6465,0,2.0,5.0,1.0,3.0,,,
6467,4,0.0,,,,,,
6469,2,0.0,,,,,,
6470,2,6.0,,,,,,
6471,1,,,,,,,
6472,0,4.0,2.0,,,,,
6473,0,,,,,,,
6474,6,5.0,4.0,0.0,7.0,,,
6475,6,7.0,5.0,1.0,0.0,,,
6476,2,3.0,4.0,6.0,,,,
6630,7,6.0,2.0,4.0,0.0,,,
6631,0,2.0,,,,,,
6632,7,,,,,,,
6633,2,1.0,7.0,3.0,4.0,,,
6634,2,0.0,4.0,1.0,,,,
6635,2,1.0,7.0,3.0,4.0,,,
6636,5,2.0,1.0,7.0,3.0,,,
6637,2,0.0,4.0,1.0,3.0,,,
6857,4,,,,,,,
6858,1,4.0,2.0,0.0,,,,
6859,2,4.0,0.0,5.0,3.0,,,
6860,2,4.0,0.0,5.0,1.0,,,
6861,1,4.0,2.0,0.0,,,,
6863,2,0.0,1.0,3.0,4.0,,,
6864,1,4.0,2.0,,,,,
6865,5,2.0,,,,,,
6866,2,0.0,6.0,1.0,4.0,,,
6867,1,6.0,7.0,0.0,4.0,,,
6868,0,,,,,,,
6870,6,0.0,,,,,,
6871,2,0.0,6.0,1.0,7.0,,,
6872,2,1.0,3.0,4.0,7.0,,,
6873,0,1.0,3.0,6.0,,,,
6874,2,0.0,1.0,3.0,7.0,,,
6875,7,6.0,0.0,,,,,
6960,2,0.0,3.0,4.0,5.0,,,
6961,6,7.0,2.0,1.0,0.0,,,
6962,1,2.0,0.0,4.0,,,,
6963,2,4.0,0.0,6.0,7.0,,,
6964,2,4.0,6.0,1.0,0.0,,,
6965,2,1.0,0.0,5.0,,,,
6966,7,2.0,1.0,3.0,0.0,,,
6967,0,2.0,3.0,1.0,4.0,,,
6968,3,6.0,0.0,1.0,2.0,,,
6969,0,4.0,,,,,,
6970,2,1.0,0.0,4.0,3.0,,,
6971,1,3.0,2.0,4.0,0.0,,,
6973,7,2.0,1.0,3.0,0.0,,,
6974,1,,,,,,,
6975,1,3.0,,,,,,
6976,7,,,,,,,
6977,7,,,,,,,
6978,4,0.0,5.0,2.0,,,,
6979,2,0.0,,,,,,
6980,7,,,,,,,
6981,7,,,,,,,
6982,6,7.0,2.0,5.0,0.0,,,
6983,2,4.0,0.0,,,,,
6984,1,,,,,,,
6985,4,,,,,,,
6986,4,,,,,,,
6987,4,3.0,1.0,0.0,5.0,,,
6988,0,4.0,,,,,,
6989,1,,,,,,,
6990,2,0.0,1.0,4.0,3.0,,,
6991,1,2.0,7.0,6.0,0.0,,,
6992,2,0.0,1.0,4.0,3.0,,,
6993,0,,,,,,,
6994,0,,,,,,,
6995,2,1.0,,,,,,
6996,0,4.0,,,,,,
6997,1,2.0,7.0,6.0,0.0,,,
6998,0,,,,,,,
6999,2,1.0,0.0,4.0,6.0,,,
7000,3,1.0,4.0,2.0,0.0,,,
7001,2,,,,,,,
7332,0,2.0,,,,,,
7333,0,2.0,,,,,,
7334,4,0.0,2.0,,,,,
7335,0,2.0,4.0,,,,,
7336,1,,,,,,,
7743,0,1.0,2.0,5.0,4.0,,,
7744,2,3.0,0.0,1.0,4.0,,,
7745,1,3.0,6.0,7.0,0.0,,,
7746,2,5.0,0.0,4.0,1.0,,,
7747,0,,,,,,,
7748,1,2.0,,,,,,
7749,2,0.0,6.0,1.0,3.0,,,
7750,0,4.0,2.0,6.0,1.0,,,
7751,2,0.0,1.0,7.0,6.0,,,
7793,4,,,,,,,
7794,6,3.0,5.0,0.0,2.0,,,
7795,4,,,,,,,
7796,4,,,,,,,
7797,2,,,,,,,
7798,4,1.0,2.0,7.0,,,,
7799,4,5.0,0.0,2.0,1.0,,,
7800,2,1.0,3.0,5.0,0.0,,,
7801,2,0.0,4.0,1.0,5.0,,,
7802,4,,,,,,,
7803,2,0.0,1.0,3.0,4.0,,,
7804,0,3.0,2.0,1.0,5.0,,,
7805,2,,,,,,,
7806,2,0.0,1.0,4.0,3.0,,,
7875,2,0.0,3.0,1.0,4.0,,,
7876,2,,,,,,,
7877,0,,,,,,,
7878,2,6.0,,,,,,
7881,2,1.0,4.0,,,,,
7882,6,7.0,2.0,,,,,
7883,1,2.0,3.0,5.0,4.0,,,
7884,6,7.0,2.0,,,,,
7885,2,4.0,1.0,5.0,3.0,,,
7886,1,2.0,3.0,6.0,4.0,,,
7887,2,4.0,0.0,,,,,
7888,7,6.0,2.0,,,,,
7889,2,0.0,,,,,,
7890,2,0.0,6.0,1.0,7.0,,,
7891,2,1.0,7.0,3.0,6.0,,,
7892,4,,,,,,,
7893,4,2.0,1.0,6.0,0.0,,,
7894,6,7.0,,,,,,
7895,6,7.0,0.0,2.0,1.0,,,
7896,6,7.0,2.0,4.0,,,,
7897,1,,,,,,,
7898,7,6.0,2.0,5.0,4.0,,,
7899,4,,,,,,,
7900,2,7.0,,,,,,
7901,0,3.0,,,,,,
7902,1,2.0,,,,,,
7903,2,1.0,,,,,,
7904,4,1.0,2.0,6.0,3.0,,,
7905,2,1.0,,,,,,
7906,0,4.0,2.0,,,,,
7907,2,0.0,1.0,5.0,3.0,,,
7908,6,,,,,,,
7909,6,7.0,0.0,,,,,
7910,2,,,,,,,
7911,2,1.0,7.0,4.0,0.0,,,
8027,3,,,,,,,
8028,2,1.0,7.0,3.0,6.0,,,
8363,2,,,,,,,
8364,4,0.0,2.0,7.0,1.0,,,
8365,2,0.0,4.0,1.0,,,,
8366,2,1.0,0.0,5.0,7.0,,,
8368,2,1.0,0.0,4.0,3.0,,,
8369,1,3.0,4.0,0.0,2.0,,,
8370,0,2.0,5.0,4.0,1.0,,,
8371,2,0.0,,,,,,
8372,2,0.0,,,,,,
8373,1,7.0,3.0,0.0,,,,
8374,1,2.0,,,,,,
8375,2,3.0,1.0,4.0,6.0,,,
8376,4,6.0,3.0,1.0,2.0,,,
8392,4,1.0,3.0,2.0,0.0,,,
8393,3,2.0,,,,,,
8394,1,2.0,4.0,6.0,0.0,,,
8395,2,,,,,,,
8396,1,2.0,6.0,4.0,3.0,,,
8397,2,4.0,6.0,7.0,1.0,,,
8398,6,2.0,,,,,,
8399,4,0.0,,,,,,
8400,2,4.0,1.0,3.0,0.0,,,
8401,2,4.0,1.0,0.0,,,,
8402,3,,,,,,,
8403,2,1.0,3.0,,,,,
8404,1,,,,,,,
8405,2,1.0,5.0,4.0,3.0,,,
8406,2,0.0,,,,,,
8407,2,1.0,0.0,,,,,
8408,2,0.0,4.0,1.0,,,,
8409,2,,,,,,,
8410,4,2.0,1.0,6.0,5.0,,,
8411,4,,,,,,,
8412,4,2.0,0.0,1.0,3.0,,,
8413,4,0.0,3.0,7.0,2.0,,,
8414,4,0.0,2.0,,,,,
8415,4,0.0,2.0,,,,,
8416,1,3.0,2.0,0.0,4.0,,,
8417,2,1.0,,,,,,
8418,0,6.0,,,,,,
8419,2,6.0,0.0,3.0,,,,
8420,0,6.0,,,,,,
8421,4,0.0,5.0,6.0,2.0,,,
8422,2,,,,,,,
8423,6,7.0,1.0,4.0,2.0,,,
8424,2,,,,,,,
8426,0,5.0,7.0,6.0,,,,
8427,2,4.0,0.0,6.0,7.0,,,
8428,2,4.0,1.0,3.0,0.0,,,
8429,2,,,,,,,
8656,2,7.0,6.0,4.0,,,,
8657,0,2.0,1.0,6.0,,,,
8658,0,4.0,2.0,,,,,
8659,2,,,,,,,
8660,0,,,,,,,
8661,1,,,,,,,
8662,0,,,,,,,
8663,1,2.0,7.0,3.0,,,,
8664,2,0.0,3.0,4.0,1.0,,,
8665,1,,,,,,,
8666,1,2.0,7.0,3.0,0.0,,,
8667,0,1.0,,,,,,
8668,4,6.0,0.0,1.0,2.0,,,
8669,1,0.0,4.0,,,,,
8670,2,,,,,,,
8710,2,1.0,,,,,,
8711,2,1.0,6.0,5.0,0.0,,,
8779,1,2.0,3.0,4.0,7.0,,,
8780,0,2.0,1.0,3.0,4.0,,,
8781,3,4.0,0.0,1.0,2.0,,,
8782,1,,,,,,,
8783,0,,,,,,,
8784,4,2.0,1.0,3.0,0.0,,,
8785,1,2.0,6.0,7.0,0.0,,,
8786,4,0.0,3.0,2.0,7.0,,,
8787,2,7.0,6.0,1.0,0.0,,,
8788,1,2.0,6.0,7.0,0.0,,,
8789,0,2.0,1.0,,,,,
8790,3,1.0,,,,,,
8791,6,7.0,2.0,1.0,0.0,,,
8792,4,2.0,,,,,,
8793,2,4.0,,,,,,
8795,2,4.0,0.0,1.0,3.0,,,
8796,2,4.0,1.0,,,,,
8797,4,5.0,0.0,,,,,
8798,3,1.0,2.0,4.0,,,,
8799,6,7.0,0.0,2.0,1.0,,,
8801,4,1.0,3.0,2.0,6.0,,,
8802,2,,,,,,,
8803,4,,,,,,,
8804,4,2.0,1.0,3.0,0.0,,,
9081,2,4.0,1.0,,,,,
9082,2,1.0,5.0,3.0,4.0,,,
9083,0,2.0,1.0,3.0,6.0,,,
9084,0,,,,,,,
9085,2,4.0,3.0,,,,,
9086,7,,,,,,,
9087,7,,,,,,,
9165,1,7.0,6.0,0.0,2.0,,,
9166,0,,,,,,,
